Angle (deg),Magnitude (dB),Phase (deg)
7.5,-8.09725,-8.09725
7.6,-8.09896,-8.09896
7.7,-8.1007,-8.1007
7.8,-8.10246,-8.10246
7.9,-8.10424,-8.10424
8.0,-8.10606,-8.10606
8.1,-8.10789,-8.10789
8.2,-8.10975,-8.10975
8.3,-8.11164,-8.11164
8.4,-8.11355,-8.11355
8.5,-8.11548,-8.11548
8.6,-8.11745,-8.11745
8.7,-8.11943,-8.11943
8.8,-8.12144,-8.12144
8.9,-8.12348,-8.12348
9.0,-8.12554,-8.12554
9.1,-8.12763,-8.12763
9.2,-8.12974,-8.12974
9.3,-8.13188,-8.13188
9.4,-8.13405,-8.13405
9.5,-8.13624,-8.13624
9.6,-8.13846,-8.13846
9.7,-8.1407,-8.1407
9.8,-8.14297,-8.14297
9.9,-8.14527,-8.14527
10.0,-8.14759,-8.14759
10.1,-8.14994,-8.14994
10.2,-8.15231,-8.15231
10.3,-8.15472,-8.15472
10.4,-8.15714,-8.15714
10.5,-8.1596,-8.1596
10.6,-8.16208,-8.16208
10.7,-8.16459,-8.16459
10.8,-8.16713,-8.16713
10.9,-8.16969,-8.16969
11.0,-8.17229,-8.17229
11.1,-8.1749,-8.1749
11.2,-8.17755,-8.17755
11.3,-8.18023,-8.18023
11.4,-8.18293,-8.18293
11.5,-8.18566,-8.18566
11.6,-8.18842,-8.18842
11.7,-8.1912,-8.1912
11.8,-8.19402,-8.19402
11.9,-8.19686,-8.19686
12.0,-8.19973,-8.19973
12.1,-8.20263,-8.20263
12.2,-8.20556,-8.20556
12.3,-8.20852,-8.20852
12.4,-8.2115,-8.2115
12.5,-8.21452,-8.21452
12.6,-8.21756,-8.21756
12.7,-8.22064,-8.22064
12.8,-8.22374,-8.22374
12.9,-8.22688,-8.22688
13.0,-8.23004,-8.23004
13.1,-8.23323,-8.23323
13.2,-8.23645,-8.23645
13.3,-8.2397,-8.2397
13.4,-8.24299,-8.24299
13.5,-8.2463,-8.2463
13.6,-8.24964,-8.24964
13.7,-8.25301,-8.25301
13.8,-8.25642,-8.25642
13.9,-8.25985,-8.25985
14.0,-8.26332,-8.26332
14.1,-8.26681,-8.26681
14.2,-8.27034,-8.27034
14.3,-8.2739,-8.2739
14.4,-8.27749,-8.27749
14.5,-8.28111,-8.28111
14.6,-8.28477,-8.28477
14.7,-8.28845,-8.28845
14.8,-8.29217,-8.29217
14.9,-8.29591,-8.29591
15.0,-8.2997,-8.2997
15.1,-8.30351,-8.30351
15.2,-8.30735,-8.30735
15.3,-8.31123,-8.31123
15.4,-8.31514,-8.31514
15.5,-8.31908,-8.31908
15.6,-8.32306,-8.32306
15.7,-8.32707,-8.32707
15.8,-8.33111,-8.33111
15.9,-8.33518,-8.33518
16.0,-8.33929,-8.33929
16.1,-8.34343,-8.34343
16.2,-8.34761,-8.34761
16.3,-8.35182,-8.35182
16.4,-8.35606,-8.35606
16.5,-8.36033,-8.36033
16.6,-8.36465,-8.36465
16.7,-8.36899,-8.36899
16.8,-8.37337,-8.37337
16.9,-8.37778,-8.37778
17.0,-8.38223,-8.38223
17.1,-8.38671,-8.38671
17.2,-8.39123,-8.39123
17.3,-8.39578,-8.39578
17.4,-8.40037,-8.40037
17.5,-8.40499,-8.40499
17.6,-8.40965,-8.40965
17.7,-8.41434,-8.41434
17.8,-8.41907,-8.41907
17.9,-8.42383,-8.42383
18.0,-8.42863,-8.42863
18.1,-8.43346,-8.43346
18.2,-8.43833,-8.43833
18.3,-8.44324,-8.44324
18.4,-8.44818,-8.44818
18.5,-8.45316,-8.45316
18.6,-8.45817,-8.45817
18.7,-8.46323,-8.46323
18.8,-8.46831,-8.46831
18.9,-8.47344,-8.47344
19.0,-8.4786,-8.4786
19.1,-8.4838,-8.4838
19.2,-8.48903,-8.48903
19.3,-8.4943,-8.4943
19.4,-8.49961,-8.49961
19.5,-8.50496,-8.50496
19.6,-8.51034,-8.51034
19.7,-8.51576,-8.51576
19.8,-8.52122,-8.52122
19.9,-8.52671,-8.52671
20.0,-8.53224,-8.53224
20.1,-8.53782,-8.53782
20.2,-8.54342,-8.54342
20.3,-8.54907,-8.54907
20.4,-8.55475,-8.55475
20.5,-8.56047,-8.56047
20.6,-8.56623,-8.56623
20.7,-8.57203,-8.57203
20.8,-8.57787,-8.57787
20.9,-8.58374,-8.58374
21.0,-8.58965,-8.58965
21.1,-8.59561,-8.59561
21.2,-8.60159,-8.60159
21.3,-8.60762,-8.60762
21.4,-8.61369,-8.61369
21.5,-8.61979,-8.61979
21.6,-8.62594,-8.62594
21.7,-8.63212,-8.63212
21.8,-8.63834,-8.63834
21.9,-8.6446,-8.6446
22.0,-8.6509,-8.6509
22.1,-8.65724,-8.65724
22.2,-8.66362,-8.66362
22.3,-8.67003,-8.67003
22.4,-8.67649,-8.67649
22.5,-8.68299,-8.68299
22.6,-8.68952,-8.68952
22.7,-8.69609,-8.69609
22.8,-8.70271,-8.70271
22.9,-8.70936,-8.70936
23.0,-8.71605,-8.71605
23.1,-8.72278,-8.72278
23.2,-8.72955,-8.72955
23.3,-8.73636,-8.73636
23.4,-8.74321,-8.74321
23.5,-8.7501,-8.7501
23.6,-8.75703,-8.75703
23.7,-8.764,-8.764
23.8,-8.771,-8.771
23.9,-8.77805,-8.77805
24.0,-8.78514,-8.78514
24.1,-8.79227,-8.79227
24.2,-8.79944,-8.79944
24.3,-8.80664,-8.80664
24.4,-8.81389,-8.81389
24.5,-8.82118,-8.82118
24.6,-8.82851,-8.82851
24.7,-8.83587,-8.83587
24.8,-8.84328,-8.84328
24.9,-8.85073,-8.85073
25.0,-8.85822,-8.85822
25.1,-8.86574,-8.86574
25.2,-8.87331,-8.87331
25.3,-8.88092,-8.88092
25.4,-8.88857,-8.88857
25.5,-8.89626,-8.89626
25.6,-8.90399,-8.90399
25.7,-8.91176,-8.91176
25.8,-8.91957,-8.91957
25.9,-8.92742,-8.92742
26.0,-8.93531,-8.93531
26.1,-8.94324,-8.94324
26.2,-8.95121,-8.95121
26.3,-8.95923,-8.95923
26.4,-8.96728,-8.96728
26.5,-8.97538,-8.97538
26.6,-8.98351,-8.98351
26.7,-8.99169,-8.99169
26.8,-8.9999,-8.9999
26.9,-9.00816,-9.00816
27.0,-9.01646,-9.01646
27.1,-9.0248,-9.0248
27.2,-9.03319,-9.03319
27.3,-9.04161,-9.04161
27.4,-9.05007,-9.05007
27.5,-9.05858,-9.05858
27.6,-9.06713,-9.06713
27.7,-9.07572,-9.07572
27.8,-9.08435,-9.08435
27.9,-9.09302,-9.09302
28.0,-9.10174,-9.10174
28.1,-9.11049,-9.11049
28.2,-9.11929,-9.11929
28.3,-9.12813,-9.12813
28.4,-9.13702,-9.13702
28.5,-9.14594,-9.14594
28.6,-9.15491,-9.15491
28.7,-9.16393,-9.16393
28.8,-9.17298,-9.17298
28.9,-9.18208,-9.18208
29.0,-9.19122,-9.19122
29.1,-9.20041,-9.20041
29.2,-9.20963,-9.20963
29.3,-9.21891,-9.21891
29.4,-9.22822,-9.22822
29.5,-9.23758,-9.23758
29.6,-9.24699,-9.24699
29.7,-9.25644,-9.25644
29.8,-9.26593,-9.26593
29.9,-9.27547,-9.27547
30.0,-9.28506,-9.28506
30.1,-9.29469,-9.29469
30.2,-9.30436,-9.30436
30.3,-9.31408,-9.31408
30.4,-9.32385,-9.32385
30.5,-9.33366,-9.33366
30.6,-9.34352,-9.34352
30.7,-9.35343,-9.35343
30.8,-9.36339,-9.36339
30.9,-9.37339,-9.37339
31.0,-9.38344,-9.38344
31.1,-9.39354,-9.39354
31.2,-9.40369,-9.40369
31.3,-9.41388,-9.41388
31.4,-9.42413,-9.42413
31.5,-9.43443,-9.43443
31.6,-9.44477,-9.44477
31.7,-9.45517,-9.45517
31.8,-9.46561,-9.46561
31.9,-9.47611,-9.47611
32.0,-9.48666,-9.48666
32.1,-9.49726,-9.49726
32.2,-9.50791,-9.50791
32.3,-9.51862,-9.51862
32.4,-9.52938,-9.52938
32.5,-9.54019,-9.54019
32.6,-9.55105,-9.55105
32.7,-9.56198,-9.56198
32.8,-9.57295,-9.57295
32.9,-9.58398,-9.58398
33.0,-9.59507,-9.59507
33.1,-9.60622,-9.60622
33.2,-9.61742,-9.61742
33.3,-9.62868,-9.62868
33.4,-9.63999,-9.63999
33.5,-9.65137,-9.65137
33.6,-9.6628,-9.6628
33.7,-9.6743,-9.6743
33.8,-9.68585,-9.68585
33.9,-9.69747,-9.69747
34.0,-9.70915,-9.70915
34.1,-9.72089,-9.72089
34.2,-9.73269,-9.73269
34.3,-9.74456,-9.74456
34.4,-9.75649,-9.75649
34.5,-9.76849,-9.76849
34.6,-9.78055,-9.78055
34.7,-9.79268,-9.79268
34.8,-9.80487,-9.80487
34.9,-9.81713,-9.81713
35.0,-9.82946,-9.82946
35.1,-9.84186,-9.84186
35.2,-9.85433,-9.85433
35.3,-9.86687,-9.86687
35.4,-9.87948,-9.87948
35.5,-9.89217,-9.89217
35.6,-9.90492,-9.90492
35.7,-9.91775,-9.91775
35.8,-9.93065,-9.93065
35.9,-9.94363,-9.94363
36.0,-9.95669,-9.95669
36.1,-9.96982,-9.96982
36.2,-9.98303,-9.98303
36.3,-9.99632,-9.99632
36.4,-10.0097,-10.0097
36.5,-10.0231,-10.0231
36.6,-10.0367,-10.0367
36.7,-10.0503,-10.0503
36.8,-10.064,-10.064
36.9,-10.0777,-10.0777
37.0,-10.0916,-10.0916
37.1,-10.1055,-10.1055
37.2,-10.1196,-10.1196
37.3,-10.1337,-10.1337
37.4,-10.1479,-10.1479
37.5,-10.1622,-10.1622
37.6,-10.1766,-10.1766
37.7,-10.1911,-10.1911
37.8,-10.2056,-10.2056
37.9,-10.2203,-10.2203
38.0,-10.2351,-10.2351
38.1,-10.2499,-10.2499
38.2,-10.2649,-10.2649
38.3,-10.2799,-10.2799
38.4,-10.295,-10.295
38.5,-10.3103,-10.3103
38.6,-10.3256,-10.3256
38.7,-10.3411,-10.3411
38.8,-10.3566,-10.3566
38.9,-10.3723,-10.3723
39.0,-10.388,-10.388
39.1,-10.4039,-10.4039
39.2,-10.4198,-10.4198
39.3,-10.4359,-10.4359
39.4,-10.4521,-10.4521
39.5,-10.4684,-10.4684
39.6,-10.4848,-10.4848
39.7,-10.5013,-10.5013
39.8,-10.5179,-10.5179
39.9,-10.5346,-10.5346
40.0,-10.5515,-10.5515
40.1,-10.5684,-10.5684
40.2,-10.5855,-10.5855
40.3,-10.6027,-10.6027
40.4,-10.62,-10.62
40.5,-10.6375,-10.6375
40.6,-10.655,-10.655
40.7,-10.6727,-10.6727
40.8,-10.6905,-10.6905
40.9,-10.7085,-10.7085
41.0,-10.7265,-10.7265
41.1,-10.7447,-10.7447
41.2,-10.763,-10.763
41.3,-10.7814,-10.7814
41.4,-10.8,-10.8
41.5,-10.8187,-10.8187
41.6,-10.8376,-10.8376
41.7,-10.8565,-10.8565
41.8,-10.8756,-10.8756
41.9,-10.8949,-10.8949
42.0,-10.9142,-10.9142
42.1,-10.9338,-10.9338
42.2,-10.9534,-10.9534
42.3,-10.9732,-10.9732
42.4,-10.9932,-10.9932
42.5,-11.0132,-11.0132
42.6,-11.0335,-11.0335
42.7,-11.0538,-11.0538
42.8,-11.0744,-11.0744
42.9,-11.095,-11.095
43.0,-11.1159,-11.1159
43.1,-11.1368,-11.1368
43.2,-11.1579,-11.1579
43.3,-11.1792,-11.1792
43.4,-11.2007,-11.2007
43.5,-11.2222,-11.2222
43.6,-11.244,-11.244
43.7,-11.2659,-11.2659
43.8,-11.288,-11.288
43.9,-11.3102,-11.3102
44.0,-11.3326,-11.3326
44.1,-11.3551,-11.3551
44.2,-11.3778,-11.3778
44.3,-11.4007,-11.4007
44.4,-11.4238,-11.4238
44.5,-11.447,-11.447
44.6,-11.4704,-11.4704
44.7,-11.4939,-11.4939
44.8,-11.5177,-11.5177
44.9,-11.5416,-11.5416
45.0,-11.5657,-11.5657
45.1,-11.59,-11.59
45.2,-11.6144,-11.6144
45.3,-11.639,-11.639
45.4,-11.6638,-11.6638
45.5,-11.6888,-11.6888
45.6,-11.714,-11.714
45.7,-11.7394,-11.7394
45.8,-11.765,-11.765
45.9,-11.7907,-11.7907
46.0,-11.8167,-11.8167
46.1,-11.8428,-11.8428
46.2,-11.8691,-11.8691
46.3,-11.8956,-11.8956
46.4,-11.9224,-11.9224
46.5,-11.9493,-11.9493
46.6,-11.9764,-11.9764
46.7,-12.0038,-12.0038
46.8,-12.0313,-12.0313
46.9,-12.0591,-12.0591
47.0,-12.087,-12.087
47.1,-12.1152,-12.1152
47.2,-12.1436,-12.1436
47.3,-12.1722,-12.1722
47.4,-12.201,-12.201
47.5,-12.2301,-12.2301
47.6,-12.2593,-12.2593
47.7,-12.2888,-12.2888
47.8,-12.3186,-12.3186
47.9,-12.3485,-12.3485
48.0,-12.3787,-12.3787
48.1,-12.4091,-12.4091
48.2,-12.4397,-12.4397
48.3,-12.4706,-12.4706
48.4,-12.5017,-12.5017
48.5,-12.5331,-12.5331
48.6,-12.5647,-12.5647
48.7,-12.5966,-12.5966
48.8,-12.6287,-12.6287
48.9,-12.6611,-12.6611
49.0,-12.6937,-12.6937
49.1,-12.7265,-12.7265
49.2,-12.7597,-12.7597
49.3,-12.7931,-12.7931
49.4,-12.8268,-12.8268
49.5,-12.8607,-12.8607
49.6,-12.8949,-12.8949
49.7,-12.9294,-12.9294
49.8,-12.9642,-12.9642
49.9,-12.9992,-12.9992
50.0,-13.0346,-13.0346
50.1,-13.0702,-13.0702
50.2,-13.1061,-13.1061
50.3,-13.1423,-13.1423
50.4,-13.1789,-13.1789
50.5,-13.2157,-13.2157
50.6,-13.2528,-13.2528
50.7,-13.2903,-13.2903
50.8,-13.328,-13.328
50.9,-13.3661,-13.3661
51.0,-13.4045,-13.4045
51.1,-13.4432,-13.4432
51.2,-13.4823,-13.4823
51.3,-13.5216,-13.5216
51.4,-13.5614,-13.5614
51.5,-13.6015,-13.6015
51.6,-13.6419,-13.6419
51.7,-13.6827,-13.6827
51.8,-13.7238,-13.7238
51.9,-13.7653,-13.7653
52.0,-13.8072,-13.8072
52.1,-13.8494,-13.8494
52.2,-13.892,-13.892
52.3,-13.9351,-13.9351
52.4,-13.9785,-13.9785
52.5,-14.0223,-14.0223
52.6,-14.0665,-14.0665
52.7,-14.1111,-14.1111
52.8,-14.1561,-14.1561
52.9,-14.2015,-14.2015
53.0,-14.2474,-14.2474
53.1,-14.2937,-14.2937
53.2,-14.3404,-14.3404
53.3,-14.3876,-14.3876
53.4,-14.4353,-14.4353
53.5,-14.4834,-14.4834
53.6,-14.5319,-14.5319
53.7,-14.581,-14.581
53.8,-14.6305,-14.6305
53.9,-14.6805,-14.6805
54.0,-14.7311,-14.7311
54.1,-14.7821,-14.7821
54.2,-14.8336,-14.8336
54.3,-14.8857,-14.8857
54.4,-14.9383,-14.9383
54.5,-14.9915,-14.9915
54.6,-15.0452,-15.0452
54.7,-15.0994,-15.0994
54.8,-15.1542,-15.1542
54.9,-15.2097,-15.2097
55.0,-15.2657,-15.2657
55.1,-15.3223,-15.3223
55.2,-15.3795,-15.3795
55.3,-15.4374,-15.4374
55.4,-15.4958,-15.4958
55.5,-15.555,-15.555
55.6,-15.6148,-15.6148
55.7,-15.6753,-15.6753
55.8,-15.7364,-15.7364
55.9,-15.7983,-15.7983
56.0,-15.8608,-15.8608
56.1,-15.9241,-15.9241
56.2,-15.9882,-15.9882
56.3,-16.053,-16.053
56.4,-16.1185,-16.1185
56.5,-16.1849,-16.1849
56.6,-16.2521,-16.2521
56.7,-16.32,-16.32
56.8,-16.3889,-16.3889
56.9,-16.4585,-16.4585
57.0,-16.5291,-16.5291
57.1,-16.6005,-16.6005
57.2,-16.6729,-16.6729
57.3,-16.7461,-16.7461
57.4,-16.8204,-16.8204
57.5,-16.8956,-16.8956
57.6,-16.9718,-16.9718
57.7,-17.049,-17.049
57.8,-17.1272,-17.1272
57.9,-17.2066,-17.2066
58.0,-17.287,-17.287
58.1,-17.3685,-17.3685
58.2,-17.4512,-17.4512
58.3,-17.535,-17.535
58.4,-17.62,-17.62
58.5,-17.7063,-17.7063
58.6,-17.7938,-17.7938
58.7,-17.8826,-17.8826
58.8,-17.9728,-17.9728
58.9,-18.0643,-18.0643
59.0,-18.1571,-18.1571
59.1,-18.2514,-18.2514
59.2,-18.3472,-18.3472
59.3,-18.4445,-18.4445
59.4,-18.5433,-18.5433
59.5,-18.6438,-18.6438
59.6,-18.7458,-18.7458
59.7,-18.8496,-18.8496
59.8,-18.955,-18.955
59.9,-19.0623,-19.0623
60.0,-19.1714,-19.1714
60.1,-19.2824,-19.2824
60.2,-19.3953,-19.3953
60.3,-19.5102,-19.5102
60.4,-19.6272,-19.6272
60.5,-19.7463,-19.7463
60.6,-19.8676,-19.8676
60.7,-19.9912,-19.9912
60.8,-20.1171,-20.1171
60.9,-20.2455,-20.2455
61.0,-20.3764,-20.3764
61.1,-20.5098,-20.5098
61.2,-20.646,-20.646
61.3,-20.7849,-20.7849
61.4,-20.9267,-20.9267
61.5,-21.0715,-21.0715
61.6,-21.2194,-21.2194
61.7,-21.3704,-21.3704
61.8,-21.5249,-21.5249
61.9,-21.6828,-21.6828
62.0,-21.8443,-21.8443
62.1,-22.0095,-22.0095
62.2,-22.1787,-22.1787
62.3,-22.3519,-22.3519
62.4,-22.5294,-22.5294
62.5,-22.7113,-22.7113
62.6,-22.8979,-22.8979
62.7,-23.0892,-23.0892
62.8,-23.2857,-23.2857
62.9,-23.4874,-23.4874
63.0,-23.6947,-23.6947
63.1,-23.9077,-23.9077
63.2,-24.1269,-24.1269
63.3,-24.3525,-24.3525
63.4,-24.5849,-24.5849
63.5,-24.8244,-24.8244
63.6,-25.0713,-25.0713
63.7,-25.3261,-25.3261
63.8,-25.5892,-25.5892
63.9,-25.8611,-25.8611
64.0,-26.1423,-26.1423
64.1,-26.4333,-26.4333
64.2,-26.7347,-26.7347
64.3,-27.0471,-27.0471
64.4,-27.3711,-27.3711
64.5,-27.7074,-27.7074
64.6,-28.0567,-28.0567
64.7,-28.4198,-28.4198
64.8,-28.7973,-28.7973
64.9,-29.1901,-29.1901
65.0,-29.5987,-29.5987
65.1,-30.0238,-30.0238
65.2,-30.4659,-30.4659
65.3,-30.9251,-30.9251
65.4,-31.4011,-31.4011
65.5,-31.8932,-31.8932
65.6,-32.3995,-32.3995
65.7,-32.9169,-32.9169
65.8,-33.4404,-33.4404
65.9,-33.9624,-33.9624
66.0,-34.4719,-34.4719
66.1,-34.9539,-34.9539
66.2,-35.389,-35.389
66.3,-35.7541,-35.7541
66.4,-36.0243,-36.0243
66.5,-36.1776,-36.1776
66.6,-36.1986,-36.1986
66.7,-36.0835,-36.0835
66.8,-35.8406,-35.8406
66.9,-35.4883,-35.4883
67.0,-35.0503,-35.0503
67.1,-34.5511,-34.5511
67.2,-34.0127,-34.0127
67.3,-33.4528,-33.4528
67.4,-32.8848,-32.8848
67.5,-32.3186,-32.3186
67.6,-31.7605,-31.7605
67.7,-31.2149,-31.2149
67.8,-30.6843,-30.6843
67.9,-30.1701,-30.1701
68.0,-29.673,-29.673
68.1,-29.1929,-29.1929
68.2,-28.7296,-28.7296
68.3,-28.2826,-28.2826
68.4,-27.8513,-27.8513
68.5,-27.4348,-27.4348
68.6,-27.0326,-27.0326
68.7,-26.6438,-26.6438
68.8,-26.2678,-26.2678
68.9,-25.9038,-25.9038
69.0,-25.5512,-25.5512
69.1,-25.2094,-25.2094
69.2,-24.8777,-24.8777
69.3,-24.5556,-24.5556
69.4,-24.2426,-24.2426
69.5,-23.9382,-23.9382
69.6,-23.6419,-23.6419
69.7,-23.3533,-23.3533
69.8,-23.0721,-23.0721
69.9,-22.7978,-22.7978
70.0,-22.5302,-22.5302
70.1,-22.2688,-22.2688
70.2,-22.0134,-22.0134
70.3,-21.7638,-21.7638
70.4,-21.5195,-21.5195
70.5,-21.2805,-21.2805
70.6,-21.0464,-21.0464
70.7,-20.817,-20.817
70.8,-20.5922,-20.5922
70.9,-20.3718,-20.3718
71.0,-20.1555,-20.1555
71.1,-19.9432,-19.9432
71.2,-19.7348,-19.7348
71.3,-19.53,-19.53
71.4,-19.3287,-19.3287
71.5,-19.1309,-19.1309
71.6,-18.9363,-18.9363
71.7,-18.7449,-18.7449
71.8,-18.5566,-18.5566
71.9,-18.3711,-18.3711
72.0,-18.1885,-18.1885
72.1,-18.0086,-18.0086
72.2,-17.8314,-17.8314
72.3,-17.6567,-17.6567
72.4,-17.4844,-17.4844
72.5,-17.3145,-17.3145
72.6,-17.1469,-17.1469
72.7,-16.9816,-16.9816
72.8,-16.8184,-16.8184
72.9,-16.6573,-16.6573
73.0,-16.4982,-16.4982
73.1,-16.3411,-16.3411
73.2,-16.1859,-16.1859
73.3,-16.0325,-16.0325
73.4,-15.8809,-15.8809
73.5,-15.7311,-15.7311
73.6,-15.583,-15.583
73.7,-15.4365,-15.4365
73.8,-15.2915,-15.2915
73.9,-15.1482,-15.1482
74.0,-15.0064,-15.0064
74.1,-14.866,-14.866
74.2,-14.7271,-14.7271
74.3,-14.5895,-14.5895
74.4,-14.4533,-14.4533
74.5,-14.3185,-14.3185
74.6,-14.1849,-14.1849
74.7,-14.0525,-14.0525
74.8,-13.9214,-13.9214
74.9,-13.7915,-13.7915
75.0,-13.6628,-13.6628
75.1,-13.5352,-13.5352
75.2,-13.4087,-13.4087
75.3,-13.2832,-13.2832
75.4,-13.1589,-13.1589
75.5,-13.0355,-13.0355
75.6,-12.9132,-12.9132
75.7,-12.7919,-12.7919
75.8,-12.6715,-12.6715
75.9,-12.552,-12.552
76.0,-12.4335,-12.4335
76.1,-12.3158,-12.3158
76.2,-12.1991,-12.1991
76.3,-12.0832,-12.0832
76.4,-11.9681,-11.9681
76.5,-11.8538,-11.8538
76.6,-11.7404,-11.7404
76.7,-11.6277,-11.6277
76.8,-11.5158,-11.5158
76.9,-11.4047,-11.4047
77.0,-11.2943,-11.2943
77.1,-11.1846,-11.1846
77.2,-11.0756,-11.0756
77.3,-10.9673,-10.9673
77.4,-10.8597,-10.8597
77.5,-10.7527,-10.7527
77.6,-10.6464,-10.6464
77.7,-10.5408,-10.5408
77.8,-10.4357,-10.4357
77.9,-10.3313,-10.3313
78.0,-10.2274,-10.2274
78.1,-10.1242,-10.1242
78.2,-10.0215,-10.0215
78.3,-9.91939,-9.91939
78.4,-9.81783,-9.81783
78.5,-9.71681,-9.71681
78.6,-9.61631,-9.61631
78.7,-9.51634,-9.51634
78.8,-9.41688,-9.41688
78.9,-9.31792,-9.31792
79.0,-9.21945,-9.21945
79.1,-9.12146,-9.12146
79.2,-9.02394,-9.02394
79.3,-8.92689,-8.92689
79.4,-8.83029,-8.83029
79.5,-8.73414,-8.73414
79.6,-8.63842,-8.63842
79.7,-8.54314,-8.54314
79.8,-8.44827,-8.44827
79.9,-8.35382,-8.35382
80.0,-8.25978,-8.25978
80.1,-8.16613,-8.16613
80.2,-8.07287,-8.07287
80.3,-7.97999,-7.97999
80.4,-7.88749,-7.88749
80.5,-7.79536,-7.79536
80.6,-7.7036,-7.7036
80.7,-7.61218,-7.61218
80.8,-7.52112,-7.52112
80.9,-7.4304,-7.4304
81.0,-7.34001,-7.34001
81.1,-7.24995,-7.24995
81.2,-7.16022,-7.16022
81.3,-7.07081,-7.07081
81.4,-6.9817,-6.9817
81.5,-6.8929,-6.8929
81.6,-6.8044,-6.8044
81.7,-6.7162,-6.7162
81.8,-6.62828,-6.62828
81.9,-6.54065,-6.54065
82.0,-6.45329,-6.45329
82.1,-6.36621,-6.36621
82.2,-6.27939,-6.27939
82.3,-6.19284,-6.19284
82.4,-6.10654,-6.10654
82.5,-6.0205,-6.0205
82.6,-5.9347,-5.9347
82.7,-5.84915,-5.84915
82.8,-5.76383,-5.76383
82.9,-5.67875,-5.67875
83.0,-5.59389,-5.59389
83.1,-5.50926,-5.50926
83.2,-5.42485,-5.42485
83.3,-5.34066,-5.34066
83.4,-5.25668,-5.25668
83.5,-5.1729,-5.1729
83.6,-5.08932,-5.08932
83.7,-5.00595,-5.00595
83.8,-4.92276,-4.92276
83.9,-4.83977,-4.83977
84.0,-4.75697,-4.75697
84.1,-4.67434,-4.67434
84.2,-4.5919,-4.5919
84.3,-4.50962,-4.50962
84.4,-4.42752,-4.42752
84.5,-4.34559,-4.34559
84.6,-4.26382,-4.26382
84.7,-4.18221,-4.18221
84.8,-4.10075,-4.10075
84.9,-4.01945,-4.01945
85.0,-3.9383,-3.9383
85.1,-3.85729,-3.85729
85.2,-3.77642,-3.77642
85.3,-3.69569,-3.69569
85.4,-3.6151,-3.6151
85.5,-3.53463,-3.53463
85.6,-3.4543,-3.4543
85.7,-3.37409,-3.37409
85.8,-3.294,-3.294
85.9,-3.21403,-3.21403
86.0,-3.13418,-3.13418
86.1,-3.05443,-3.05443
86.2,-2.9748,-2.9748
86.3,-2.89527,-2.89527
86.4,-2.81584,-2.81584
86.5,-2.73652,-2.73652
86.6,-2.65728,-2.65728
86.7,-2.57815,-2.57815
86.8,-2.4991,-2.4991
86.9,-2.42014,-2.42014
87.0,-2.34126,-2.34126
87.1,-2.26247,-2.26247
87.2,-2.18375,-2.18375
87.3,-2.10511,-2.10511
87.4,-2.02654,-2.02654
87.5,-1.94804,-1.94804
87.6,-1.86961,-1.86961
