Angle (deg),Magnitude (dB),Phase (deg)
9.9,-5.22098,-5.22098
10.0,-5.22269,-5.22269
10.1,-5.22442,-5.22442
10.2,-5.22617,-5.22617
10.3,-5.22793,-5.22793
10.4,-5.22971,-5.22971
10.5,-5.23151,-5.23151
10.6,-5.23333,-5.23333
10.7,-5.23517,-5.23517
10.8,-5.23702,-5.23702
10.9,-5.23889,-5.23889
11.0,-5.24078,-5.24078
11.1,-5.24268,-5.24268
11.2,-5.24461,-5.24461
11.3,-5.24655,-5.24655
11.4,-5.24851,-5.24851
11.5,-5.25049,-5.25049
11.6,-5.25249,-5.25249
11.7,-5.2545,-5.2545
11.8,-5.25653,-5.25653
11.9,-5.25858,-5.25858
12.0,-5.26065,-5.26065
12.1,-5.26274,-5.26274
12.2,-5.26484,-5.26484
12.3,-5.26697,-5.26697
12.4,-5.26911,-5.26911
12.5,-5.27127,-5.27127
12.6,-5.27345,-5.27345
12.7,-5.27564,-5.27564
12.8,-5.27786,-5.27786
12.9,-5.28009,-5.28009
13.0,-5.28234,-5.28234
13.1,-5.28461,-5.28461
13.2,-5.28689,-5.28689
13.3,-5.2892,-5.2892
13.4,-5.29152,-5.29152
13.5,-5.29387,-5.29387
13.6,-5.29623,-5.29623
13.7,-5.29861,-5.29861
13.8,-5.301,-5.301
13.9,-5.30342,-5.30342
14.0,-5.30585,-5.30585
14.1,-5.30831,-5.30831
14.2,-5.31078,-5.31078
14.3,-5.31327,-5.31327
14.4,-5.31578,-5.31578
14.5,-5.31831,-5.31831
14.6,-5.32085,-5.32085
14.7,-5.32342,-5.32342
14.8,-5.326,-5.326
14.9,-5.3286,-5.3286
15.0,-5.33122,-5.33122
15.1,-5.33386,-5.33386
15.2,-5.33652,-5.33652
15.3,-5.3392,-5.3392
15.4,-5.3419,-5.3419
15.5,-5.34461,-5.34461
15.6,-5.34735,-5.34735
15.7,-5.3501,-5.3501
15.8,-5.35287,-5.35287
15.9,-5.35566,-5.35566
16.0,-5.35847,-5.35847
16.1,-5.3613,-5.3613
16.2,-5.36415,-5.36415
16.3,-5.36702,-5.36702
16.4,-5.3699,-5.3699
16.5,-5.37281,-5.37281
16.6,-5.37573,-5.37573
16.7,-5.37868,-5.37868
16.8,-5.38164,-5.38164
16.9,-5.38462,-5.38462
17.0,-5.38762,-5.38762
17.1,-5.39064,-5.39064
17.2,-5.39368,-5.39368
17.3,-5.39674,-5.39674
17.4,-5.39982,-5.39982
17.5,-5.40292,-5.40292
17.6,-5.40604,-5.40604
17.7,-5.40918,-5.40918
17.8,-5.41233,-5.41233
17.9,-5.41551,-5.41551
18.0,-5.41871,-5.41871
18.1,-5.42192,-5.42192
18.2,-5.42516,-5.42516
18.3,-5.42841,-5.42841
18.4,-5.43169,-5.43169
18.5,-5.43498,-5.43498
18.6,-5.43829,-5.43829
18.7,-5.44163,-5.44163
18.8,-5.44498,-5.44498
18.9,-5.44835,-5.44835
19.0,-5.45175,-5.45175
19.1,-5.45516,-5.45516
19.2,-5.45859,-5.45859
19.3,-5.46205,-5.46205
19.4,-5.46552,-5.46552
19.5,-5.46901,-5.46901
19.6,-5.47253,-5.47253
19.7,-5.47606,-5.47606
19.8,-5.47961,-5.47961
19.9,-5.48319,-5.48319
20.0,-5.48678,-5.48678
20.1,-5.49039,-5.49039
20.2,-5.49403,-5.49403
20.3,-5.49768,-5.49768
20.4,-5.50136,-5.50136
20.5,-5.50505,-5.50505
20.6,-5.50877,-5.50877
20.7,-5.51251,-5.51251
20.8,-5.51626,-5.51626
20.9,-5.52004,-5.52004
21.0,-5.52384,-5.52384
21.1,-5.52765,-5.52765
21.2,-5.53149,-5.53149
21.3,-5.53535,-5.53535
21.4,-5.53923,-5.53923
21.5,-5.54313,-5.54313
21.6,-5.54706,-5.54706
21.7,-5.551,-5.551
21.8,-5.55496,-5.55496
21.9,-5.55894,-5.55894
22.0,-5.56295,-5.56295
22.1,-5.56698,-5.56698
22.2,-5.57102,-5.57102
22.3,-5.57509,-5.57509
22.4,-5.57918,-5.57918
22.5,-5.58329,-5.58329
22.6,-5.58742,-5.58742
22.7,-5.59157,-5.59157
22.8,-5.59574,-5.59574
22.9,-5.59994,-5.59994
23.0,-5.60415,-5.60415
23.1,-5.60839,-5.60839
23.2,-5.61265,-5.61265
23.3,-5.61693,-5.61693
23.4,-5.62123,-5.62123
23.5,-5.62555,-5.62555
23.6,-5.6299,-5.6299
23.7,-5.63426,-5.63426
23.8,-5.63865,-5.63865
23.9,-5.64306,-5.64306
24.0,-5.64749,-5.64749
24.1,-5.65194,-5.65194
24.2,-5.65641,-5.65641
24.3,-5.66091,-5.66091
24.4,-5.66543,-5.66543
24.5,-5.66997,-5.66997
24.6,-5.67453,-5.67453
24.7,-5.67911,-5.67911
24.8,-5.68371,-5.68371
24.9,-5.68834,-5.68834
25.0,-5.69299,-5.69299
25.1,-5.69766,-5.69766
25.2,-5.70235,-5.70235
25.3,-5.70707,-5.70707
25.4,-5.71181,-5.71181
25.5,-5.71657,-5.71657
25.6,-5.72135,-5.72135
25.7,-5.72615,-5.72615
25.8,-5.73098,-5.73098
25.9,-5.73583,-5.73583
26.0,-5.7407,-5.7407
26.1,-5.74559,-5.74559
26.2,-5.75051,-5.75051
26.3,-5.75545,-5.75545
26.4,-5.76041,-5.76041
26.5,-5.76539,-5.76539
26.6,-5.7704,-5.7704
26.7,-5.77543,-5.77543
26.8,-5.78048,-5.78048
26.9,-5.78555,-5.78555
27.0,-5.79065,-5.79065
27.1,-5.79577,-5.79577
27.2,-5.80091,-5.80091
27.3,-5.80608,-5.80608
27.4,-5.81127,-5.81127
27.5,-5.81648,-5.81648
27.6,-5.82172,-5.82172
27.7,-5.82698,-5.82698
27.8,-5.83226,-5.83226
27.9,-5.83756,-5.83756
28.0,-5.84289,-5.84289
28.1,-5.84824,-5.84824
28.2,-5.85362,-5.85362
28.3,-5.85902,-5.85902
28.4,-5.86444,-5.86444
28.5,-5.86988,-5.86988
28.6,-5.87535,-5.87535
28.7,-5.88084,-5.88084
28.8,-5.88636,-5.88636
28.9,-5.8919,-5.8919
29.0,-5.89746,-5.89746
29.1,-5.90305,-5.90305
29.2,-5.90866,-5.90866
29.3,-5.91429,-5.91429
29.4,-5.91995,-5.91995
29.5,-5.92563,-5.92563
29.6,-5.93134,-5.93134
29.7,-5.93707,-5.93707
29.8,-5.94282,-5.94282
29.9,-5.9486,-5.9486
30.0,-5.9544,-5.9544
30.1,-5.96022,-5.96022
30.2,-5.96607,-5.96607
30.3,-5.97195,-5.97195
30.4,-5.97785,-5.97785
30.5,-5.98377,-5.98377
30.6,-5.98972,-5.98972
30.7,-5.99569,-5.99569
30.8,-6.00168,-6.00168
30.9,-6.0077,-6.0077
31.0,-6.01375,-6.01375
31.1,-6.01982,-6.01982
31.2,-6.02591,-6.02591
31.3,-6.03203,-6.03203
31.4,-6.03817,-6.03817
31.5,-6.04434,-6.04434
31.6,-6.05053,-6.05053
31.7,-6.05675,-6.05675
31.8,-6.06299,-6.06299
31.9,-6.06926,-6.06926
32.0,-6.07555,-6.07555
32.1,-6.08186,-6.08186
32.2,-6.08821,-6.08821
32.3,-6.09457,-6.09457
32.4,-6.10096,-6.10096
32.5,-6.10738,-6.10738
32.6,-6.11382,-6.11382
32.7,-6.12029,-6.12029
32.8,-6.12678,-6.12678
32.9,-6.1333,-6.1333
33.0,-6.13984,-6.13984
33.1,-6.14641,-6.14641
33.2,-6.153,-6.153
33.3,-6.15962,-6.15962
33.4,-6.16626,-6.16626
33.5,-6.17293,-6.17293
33.6,-6.17962,-6.17962
33.7,-6.18634,-6.18634
33.8,-6.19309,-6.19309
33.9,-6.19986,-6.19986
34.0,-6.20666,-6.20666
34.1,-6.21348,-6.21348
34.2,-6.22033,-6.22033
34.3,-6.2272,-6.2272
34.4,-6.2341,-6.2341
34.5,-6.24102,-6.24102
34.6,-6.24797,-6.24797
34.7,-6.25495,-6.25495
34.8,-6.26195,-6.26195
34.9,-6.26898,-6.26898
35.0,-6.27604,-6.27604
35.1,-6.28312,-6.28312
35.2,-6.29022,-6.29022
35.3,-6.29735,-6.29735
35.4,-6.30451,-6.30451
35.5,-6.3117,-6.3117
35.6,-6.3189,-6.3189
35.7,-6.32614,-6.32614
35.8,-6.3334,-6.3334
35.9,-6.34069,-6.34069
36.0,-6.34801,-6.34801
36.1,-6.35535,-6.35535
36.2,-6.36271,-6.36271
36.3,-6.37011,-6.37011
36.4,-6.37752,-6.37752
36.5,-6.38497,-6.38497
36.6,-6.39244,-6.39244
36.7,-6.39994,-6.39994
36.8,-6.40746,-6.40746
36.9,-6.41501,-6.41501
37.0,-6.42259,-6.42259
37.1,-6.43019,-6.43019
37.2,-6.43782,-6.43782
37.3,-6.44548,-6.44548
37.4,-6.45316,-6.45316
37.5,-6.46087,-6.46087
37.6,-6.4686,-6.4686
37.7,-6.47637,-6.47637
37.8,-6.48415,-6.48415
37.9,-6.49197,-6.49197
38.0,-6.49981,-6.49981
38.1,-6.50768,-6.50768
38.2,-6.51557,-6.51557
38.3,-6.52349,-6.52349
38.4,-6.53144,-6.53144
38.5,-6.53941,-6.53941
38.6,-6.54741,-6.54741
38.7,-6.55543,-6.55543
38.8,-6.56349,-6.56349
38.9,-6.57156,-6.57156
39.0,-6.57967,-6.57967
39.1,-6.5878,-6.5878
39.2,-6.59596,-6.59596
39.3,-6.60414,-6.60414
39.4,-6.61235,-6.61235
39.5,-6.62059,-6.62059
39.6,-6.62885,-6.62885
39.7,-6.63714,-6.63714
39.8,-6.64546,-6.64546
39.9,-6.6538,-6.6538
40.0,-6.66217,-6.66217
40.1,-6.67057,-6.67057
40.2,-6.67899,-6.67899
40.3,-6.68743,-6.68743
40.4,-6.69591,-6.69591
40.5,-6.70441,-6.70441
40.6,-6.71293,-6.71293
40.7,-6.72149,-6.72149
40.8,-6.73006,-6.73006
40.9,-6.73867,-6.73867
41.0,-6.7473,-6.7473
41.1,-6.75595,-6.75595
41.2,-6.76464,-6.76464
41.3,-6.77334,-6.77334
41.4,-6.78208,-6.78208
41.5,-6.79084,-6.79084
41.6,-6.79962,-6.79962
41.7,-6.80843,-6.80843
41.8,-6.81727,-6.81727
41.9,-6.82613,-6.82613
42.0,-6.83502,-6.83502
42.1,-6.84393,-6.84393
42.2,-6.85287,-6.85287
42.3,-6.86184,-6.86184
42.4,-6.87083,-6.87083
42.5,-6.87984,-6.87984
42.6,-6.88888,-6.88888
42.7,-6.89794,-6.89794
42.8,-6.90703,-6.90703
42.9,-6.91615,-6.91615
43.0,-6.92529,-6.92529
43.1,-6.93445,-6.93445
43.2,-6.94364,-6.94364
43.3,-6.95285,-6.95285
43.4,-6.96209,-6.96209
43.5,-6.97135,-6.97135
43.6,-6.98064,-6.98064
43.7,-6.98995,-6.98995
43.8,-6.99928,-6.99928
43.9,-7.00864,-7.00864
44.0,-7.01802,-7.01802
44.1,-7.02743,-7.02743
44.2,-7.03686,-7.03686
44.3,-7.04631,-7.04631
44.4,-7.05579,-7.05579
44.5,-7.06528,-7.06528
44.6,-7.07481,-7.07481
44.7,-7.08435,-7.08435
44.8,-7.09392,-7.09392
44.9,-7.10351,-7.10351
45.0,-7.11312,-7.11312
45.1,-7.12276,-7.12276
45.2,-7.13241,-7.13241
45.3,-7.14209,-7.14209
45.4,-7.15179,-7.15179
45.5,-7.16151,-7.16151
45.6,-7.17126,-7.17126
45.7,-7.18102,-7.18102
45.8,-7.19081,-7.19081
45.9,-7.20062,-7.20062
46.0,-7.21044,-7.21044
46.1,-7.22029,-7.22029
46.2,-7.23016,-7.23016
46.3,-7.24005,-7.24005
46.4,-7.24996,-7.24996
46.5,-7.25988,-7.25988
46.6,-7.26983,-7.26983
46.7,-7.2798,-7.2798
46.8,-7.28978,-7.28978
46.9,-7.29979,-7.29979
47.0,-7.30981,-7.30981
47.1,-7.31985,-7.31985
47.2,-7.32991,-7.32991
47.3,-7.33998,-7.33998
47.4,-7.35007,-7.35007
47.5,-7.36018,-7.36018
47.6,-7.37031,-7.37031
47.7,-7.38045,-7.38045
47.8,-7.39061,-7.39061
47.9,-7.40079,-7.40079
48.0,-7.41098,-7.41098
48.1,-7.42119,-7.42119
48.2,-7.43141,-7.43141
48.3,-7.44164,-7.44164
48.4,-7.45189,-7.45189
48.5,-7.46216,-7.46216
48.6,-7.47243,-7.47243
48.7,-7.48272,-7.48272
48.8,-7.49303,-7.49303
48.9,-7.50334,-7.50334
49.0,-7.51367,-7.51367
49.1,-7.52401,-7.52401
49.2,-7.53436,-7.53436
49.3,-7.54472,-7.54472
49.4,-7.55509,-7.55509
49.5,-7.56547,-7.56547
49.6,-7.57586,-7.57586
49.7,-7.58626,-7.58626
49.8,-7.59667,-7.59667
49.9,-7.60709,-7.60709
50.0,-7.61751,-7.61751
50.1,-7.62794,-7.62794
50.2,-7.63838,-7.63838
50.3,-7.64883,-7.64883
50.4,-7.65928,-7.65928
50.5,-7.66973,-7.66973
50.6,-7.68019,-7.68019
50.7,-7.69065,-7.69065
50.8,-7.70112,-7.70112
50.9,-7.71159,-7.71159
51.0,-7.72206,-7.72206
51.1,-7.73254,-7.73254
51.2,-7.74301,-7.74301
51.3,-7.75349,-7.75349
51.4,-7.76396,-7.76396
51.5,-7.77444,-7.77444
51.6,-7.78491,-7.78491
51.7,-7.79538,-7.79538
51.8,-7.80585,-7.80585
51.9,-7.81631,-7.81631
52.0,-7.82678,-7.82678
52.1,-7.83723,-7.83723
52.2,-7.84768,-7.84768
52.3,-7.85813,-7.85813
52.4,-7.86856,-7.86856
52.5,-7.87899,-7.87899
52.6,-7.88941,-7.88941
52.7,-7.89983,-7.89983
52.8,-7.91023,-7.91023
52.9,-7.92062,-7.92062
53.0,-7.931,-7.931
53.1,-7.94136,-7.94136
53.2,-7.95172,-7.95172
53.3,-7.96205,-7.96205
53.4,-7.97238,-7.97238
53.5,-7.98268,-7.98268
53.6,-7.99297,-7.99297
53.7,-8.00324,-8.00324
53.8,-8.0135,-8.0135
53.9,-8.02373,-8.02373
54.0,-8.03394,-8.03394
54.1,-8.04413,-8.04413
54.2,-8.0543,-8.0543
54.3,-8.06444,-8.06444
54.4,-8.07456,-8.07456
54.5,-8.08465,-8.08465
54.6,-8.09471,-8.09471
54.7,-8.10475,-8.10475
54.8,-8.11476,-8.11476
54.9,-8.12473,-8.12473
55.0,-8.13468,-8.13468
55.1,-8.14459,-8.14459
55.2,-8.15446,-8.15446
55.3,-8.1643,-8.1643
55.4,-8.17411,-8.17411
55.5,-8.18388,-8.18388
55.6,-8.1936,-8.1936
55.7,-8.20329,-8.20329
55.8,-8.21294,-8.21294
55.9,-8.22254,-8.22254
56.0,-8.2321,-8.2321
56.1,-8.24161,-8.24161
56.2,-8.25108,-8.25108
56.3,-8.26049,-8.26049
56.4,-8.26986,-8.26986
56.5,-8.27918,-8.27918
56.6,-8.28844,-8.28844
56.7,-8.29765,-8.29765
56.8,-8.3068,-8.3068
56.9,-8.31589,-8.31589
57.0,-8.32493,-8.32493
57.1,-8.3339,-8.3339
57.2,-8.34282,-8.34282
57.3,-8.35167,-8.35167
57.4,-8.36045,-8.36045
57.5,-8.36917,-8.36917
57.6,-8.37781,-8.37781
57.7,-8.38639,-8.38639
57.8,-8.3949,-8.3949
57.9,-8.40333,-8.40333
58.0,-8.41168,-8.41168
58.1,-8.41996,-8.41996
58.2,-8.42816,-8.42816
58.3,-8.43628,-8.43628
58.4,-8.44431,-8.44431
58.5,-8.45226,-8.45226
58.6,-8.46012,-8.46012
58.7,-8.46789,-8.46789
58.8,-8.47558,-8.47558
58.9,-8.48317,-8.48317
59.0,-8.49066,-8.49066
59.1,-8.49806,-8.49806
59.2,-8.50536,-8.50536
59.3,-8.51256,-8.51256
59.4,-8.51966,-8.51966
59.5,-8.52665,-8.52665
59.6,-8.53353,-8.53353
59.7,-8.54031,-8.54031
59.8,-8.54697,-8.54697
59.9,-8.55352,-8.55352
60.0,-8.55995,-8.55995
60.1,-8.56627,-8.56627
60.2,-8.57247,-8.57247
60.3,-8.57854,-8.57854
60.4,-8.58449,-8.58449
60.5,-8.59031,-8.59031
60.6,-8.596,-8.596
60.7,-8.60156,-8.60156
60.8,-8.60699,-8.60699
60.9,-8.61228,-8.61228
61.0,-8.61742,-8.61742
61.1,-8.62243,-8.62243
61.2,-8.6273,-8.6273
61.3,-8.63202,-8.63202
61.4,-8.63659,-8.63659
61.5,-8.64101,-8.64101
61.6,-8.64527,-8.64527
61.7,-8.64938,-8.64938
61.8,-8.65333,-8.65333
61.9,-8.65712,-8.65712
62.0,-8.66074,-8.66074
62.1,-8.6642,-8.6642
62.2,-8.66749,-8.66749
62.3,-8.67061,-8.67061
62.4,-8.67355,-8.67355
62.5,-8.67632,-8.67632
62.6,-8.67891,-8.67891
62.7,-8.68131,-8.68131
62.8,-8.68353,-8.68353
62.9,-8.68557,-8.68557
63.0,-8.68741,-8.68741
63.1,-8.68906,-8.68906
63.2,-8.69051,-8.69051
63.3,-8.69177,-8.69177
63.4,-8.69283,-8.69283
63.5,-8.69368,-8.69368
63.6,-8.69433,-8.69433
63.7,-8.69477,-8.69477
63.8,-8.69499,-8.69499
63.9,-8.695,-8.695
64.0,-8.6948,-8.6948
64.1,-8.69438,-8.69438
64.2,-8.69373,-8.69373
64.3,-8.69286,-8.69286
64.4,-8.69176,-8.69176
64.5,-8.69043,-8.69043
64.6,-8.68887,-8.68887
64.7,-8.68707,-8.68707
64.8,-8.68504,-8.68504
64.9,-8.68276,-8.68276
65.0,-8.68024,-8.68024
65.1,-8.67748,-8.67748
65.2,-8.67447,-8.67447
65.3,-8.6712,-8.6712
65.4,-8.66769,-8.66769
65.5,-8.66391,-8.66391
65.6,-8.65988,-8.65988
65.7,-8.65559,-8.65559
65.8,-8.65103,-8.65103
65.9,-8.64621,-8.64621
66.0,-8.64112,-8.64112
66.1,-8.63575,-8.63575
66.2,-8.63012,-8.63012
66.3,-8.62421,-8.62421
66.4,-8.61802,-8.61802
66.5,-8.61155,-8.61155
66.6,-8.6048,-8.6048
66.7,-8.59777,-8.59777
66.8,-8.59045,-8.59045
66.9,-8.58284,-8.58284
67.0,-8.57494,-8.57494
67.1,-8.56674,-8.56674
67.2,-8.55825,-8.55825
67.3,-8.54947,-8.54947
67.4,-8.54038,-8.54038
67.5,-8.531,-8.531
67.6,-8.52131,-8.52131
67.7,-8.51131,-8.51131
67.8,-8.50101,-8.50101
67.9,-8.49041,-8.49041
68.0,-8.47949,-8.47949
68.1,-8.46826,-8.46826
68.2,-8.45672,-8.45672
68.3,-8.44487,-8.44487
68.4,-8.43269,-8.43269
68.5,-8.42021,-8.42021
68.6,-8.4074,-8.4074
68.7,-8.39427,-8.39427
68.8,-8.38082,-8.38082
68.9,-8.36705,-8.36705
69.0,-8.35296,-8.35296
69.1,-8.33854,-8.33854
69.2,-8.32379,-8.32379
69.3,-8.30872,-8.30872
69.4,-8.29332,-8.29332
69.5,-8.27759,-8.27759
69.6,-8.26153,-8.26153
69.7,-8.24514,-8.24514
69.8,-8.22842,-8.22842
69.9,-8.21137,-8.21137
70.0,-8.19399,-8.19399
70.1,-8.17628,-8.17628
70.2,-8.15823,-8.15823
70.3,-8.13985,-8.13985
70.4,-8.12113,-8.12113
70.5,-8.10209,-8.10209
70.6,-8.08271,-8.08271
70.7,-8.06299,-8.06299
70.8,-8.04294,-8.04294
70.9,-8.02255,-8.02255
71.0,-8.00184,-8.00184
71.1,-7.98078,-7.98078
71.2,-7.9594,-7.9594
71.3,-7.93768,-7.93768
71.4,-7.91563,-7.91563
71.5,-7.89324,-7.89324
71.6,-7.87052,-7.87052
71.7,-7.84747,-7.84747
71.8,-7.82409,-7.82409
71.9,-7.80038,-7.80038
72.0,-7.77634,-7.77634
72.1,-7.75197,-7.75197
72.2,-7.72727,-7.72727
72.3,-7.70225,-7.70225
72.4,-7.67689,-7.67689
72.5,-7.65122,-7.65122
72.6,-7.62521,-7.62521
72.7,-7.59889,-7.59889
72.8,-7.57224,-7.57224
72.9,-7.54527,-7.54527
73.0,-7.51798,-7.51798
73.1,-7.49038,-7.49038
73.2,-7.46245,-7.46245
73.3,-7.43421,-7.43421
73.4,-7.40566,-7.40566
73.5,-7.37679,-7.37679
73.6,-7.34761,-7.34761
73.7,-7.31813,-7.31813
73.8,-7.28833,-7.28833
73.9,-7.25823,-7.25823
74.0,-7.22783,-7.22783
74.1,-7.19712,-7.19712
74.2,-7.16611,-7.16611
74.3,-7.1348,-7.1348
74.4,-7.1032,-7.1032
74.5,-7.0713,-7.0713
74.6,-7.0391,-7.0391
74.7,-7.00662,-7.00662
74.8,-6.97385,-6.97385
74.9,-6.94079,-6.94079
75.0,-6.90744,-6.90744
75.1,-6.87382,-6.87382
75.2,-6.83991,-6.83991
75.3,-6.80573,-6.80573
75.4,-6.77126,-6.77126
75.5,-6.73653,-6.73653
75.6,-6.70152,-6.70152
75.7,-6.66625,-6.66625
75.8,-6.6307,-6.6307
75.9,-6.5949,-6.5949
76.0,-6.55883,-6.55883
76.1,-6.5225,-6.5225
76.2,-6.48592,-6.48592
76.3,-6.44908,-6.44908
76.4,-6.41198,-6.41198
76.5,-6.37464,-6.37464
76.6,-6.33705,-6.33705
76.7,-6.29922,-6.29922
76.8,-6.26114,-6.26114
76.9,-6.22282,-6.22282
77.0,-6.18427,-6.18427
77.1,-6.14548,-6.14548
77.2,-6.10646,-6.10646
77.3,-6.06721,-6.06721
77.4,-6.02773,-6.02773
77.5,-5.98802,-5.98802
77.6,-5.9481,-5.9481
77.7,-5.90795,-5.90795
77.8,-5.86759,-5.86759
77.9,-5.82702,-5.82702
78.0,-5.78623,-5.78623
78.1,-5.74523,-5.74523
78.2,-5.70403,-5.70403
78.3,-5.66262,-5.66262
78.4,-5.62101,-5.62101
78.5,-5.5792,-5.5792
78.6,-5.53719,-5.53719
78.7,-5.49499,-5.49499
78.8,-5.4526,-5.4526
78.9,-5.41002,-5.41002
79.0,-5.36725,-5.36725
79.1,-5.3243,-5.3243
79.2,-5.28117,-5.28117
79.3,-5.23786,-5.23786
79.4,-5.19437,-5.19437
79.5,-5.15071,-5.15071
79.6,-5.10688,-5.10688
79.7,-5.06287,-5.06287
79.8,-5.0187,-5.0187
79.9,-4.97437,-4.97437
80.0,-4.92987,-4.92987
80.1,-4.88522,-4.88522
80.2,-4.8404,-4.8404
80.3,-4.79544,-4.79544
80.4,-4.75032,-4.75032
80.5,-4.70505,-4.70505
80.6,-4.65963,-4.65963
80.7,-4.61406,-4.61406
80.8,-4.56836,-4.56836
80.9,-4.52251,-4.52251
81.0,-4.47652,-4.47652
81.1,-4.4304,-4.4304
81.2,-4.38414,-4.38414
81.3,-4.33775,-4.33775
81.4,-4.29123,-4.29123
81.5,-4.24458,-4.24458
81.6,-4.1978,-4.1978
81.7,-4.15091,-4.15091
81.8,-4.10389,-4.10389
81.9,-4.05675,-4.05675
82.0,-4.00949,-4.00949
82.1,-3.96212,-3.96212
82.2,-3.91464,-3.91464
82.3,-3.86704,-3.86704
82.4,-3.81934,-3.81934
82.5,-3.77152,-3.77152
82.6,-3.72361,-3.72361
82.7,-3.67558,-3.67558
82.8,-3.62746,-3.62746
82.9,-3.57924,-3.57924
83.0,-3.53092,-3.53092
83.1,-3.4825,-3.4825
83.2,-3.43399,-3.43399
83.3,-3.38539,-3.38539
83.4,-3.3367,-3.3367
83.5,-3.28792,-3.28792
83.6,-3.23905,-3.23905
83.7,-3.1901,-3.1901
83.8,-3.14106,-3.14106
83.9,-3.09194,-3.09194
84.0,-3.04274,-3.04274
84.1,-2.99347,-2.99347
84.2,-2.94411,-2.94411
84.3,-2.89468,-2.89468
84.4,-2.84518,-2.84518
84.5,-2.79561,-2.79561
84.6,-2.74597,-2.74597
84.7,-2.69625,-2.69625
84.8,-2.64648,-2.64648
84.9,-2.59663,-2.59663
85.0,-2.54672,-2.54672
85.1,-2.49675,-2.49675
85.2,-2.44672,-2.44672
85.3,-2.39663,-2.39663
85.4,-2.34648,-2.34648
85.5,-2.29628,-2.29628
85.6,-2.24602,-2.24602
85.7,-2.1957,-2.1957
85.8,-2.14534,-2.14534
85.9,-2.09492,-2.09492
86.0,-2.04446,-2.04446
86.1,-1.99394,-1.99394
86.2,-1.94338,-1.94338
86.3,-1.89278,-1.89278
86.4,-1.84213,-1.84213
86.5,-1.79143,-1.79143
86.6,-1.7407,-1.7407
86.7,-1.68993,-1.68993
86.8,-1.63911,-1.63911
86.9,-1.58827,-1.58827
87.0,-1.53738,-1.53738
87.1,-1.48646,-1.48646
87.2,-1.4355,-1.4355
