Angle (deg),Magnitude (dB),Phase (deg)
9.1,-5.69319,-5.69319
9.2,-5.69992,-5.69992
9.3,-5.70679,-5.70679
9.4,-5.7138,-5.7138
9.5,-5.72096,-5.72096
9.6,-5.72827,-5.72827
9.7,-5.73574,-5.73574
9.8,-5.74336,-5.74336
9.9,-5.75113,-5.75113
10.0,-5.75907,-5.75907
10.1,-5.76717,-5.76717
10.2,-5.77544,-5.77544
10.3,-5.78387,-5.78387
10.4,-5.79248,-5.79248
10.5,-5.80126,-5.80126
10.6,-5.81023,-5.81023
10.7,-5.81937,-5.81937
10.8,-5.82869,-5.82869
10.9,-5.8382,-5.8382
11.0,-5.84791,-5.84791
11.1,-5.8578,-5.8578
11.2,-5.8679,-5.8679
11.3,-5.87819,-5.87819
11.4,-5.88869,-5.88869
11.5,-5.8994,-5.8994
11.6,-5.91032,-5.91032
11.7,-5.92145,-5.92145
11.8,-5.9328,-5.9328
11.9,-5.94438,-5.94438
12.0,-5.95618,-5.95618
12.1,-5.96821,-5.96821
12.2,-5.98047,-5.98047
12.3,-5.99298,-5.99298
12.4,-6.00572,-6.00572
12.5,-6.01872,-6.01872
12.6,-6.03196,-6.03196
12.7,-6.04546,-6.04546
12.8,-6.05922,-6.05922
12.9,-6.07324,-6.07324
13.0,-6.08754,-6.08754
13.1,-6.1021,-6.1021
13.2,-6.11695,-6.11695
13.3,-6.13208,-6.13208
13.4,-6.14749,-6.14749
13.5,-6.16321,-6.16321
13.6,-6.17922,-6.17922
13.7,-6.19553,-6.19553
13.8,-6.21215,-6.21215
13.9,-6.22909,-6.22909
14.0,-6.24635,-6.24635
14.1,-6.26394,-6.26394
14.2,-6.28186,-6.28186
14.3,-6.30011,-6.30011
14.4,-6.31871,-6.31871
14.5,-6.33766,-6.33766
14.6,-6.35697,-6.35697
14.7,-6.37664,-6.37664
14.8,-6.39668,-6.39668
14.9,-6.4171,-6.4171
15.0,-6.4379,-6.4379
15.1,-6.45909,-6.45909
15.2,-6.48068,-6.48068
15.3,-6.50267,-6.50267
15.4,-6.52507,-6.52507
15.5,-6.5479,-6.5479
15.6,-6.57115,-6.57115
15.7,-6.59483,-6.59483
15.8,-6.61896,-6.61896
15.9,-6.64354,-6.64354
16.0,-6.66858,-6.66858
16.1,-6.69409,-6.69409
16.2,-6.72008,-6.72008
16.3,-6.74656,-6.74656
16.4,-6.77353,-6.77353
16.5,-6.801,-6.801
16.6,-6.82899,-6.82899
16.7,-6.8575,-6.8575
16.8,-6.88655,-6.88655
16.9,-6.91614,-6.91614
17.0,-6.94629,-6.94629
17.1,-6.97701,-6.97701
17.2,-7.0083,-7.0083
17.3,-7.04018,-7.04018
17.4,-7.07266,-7.07266
17.5,-7.10575,-7.10575
17.6,-7.13947,-7.13947
17.7,-7.17382,-7.17382
17.8,-7.20882,-7.20882
17.9,-7.24449,-7.24449
18.0,-7.28083,-7.28083
18.1,-7.31786,-7.31786
18.2,-7.35559,-7.35559
18.3,-7.39404,-7.39404
18.4,-7.43322,-7.43322
18.5,-7.47315,-7.47315
18.6,-7.51384,-7.51384
18.7,-7.55531,-7.55531
18.8,-7.59758,-7.59758
18.9,-7.64065,-7.64065
19.0,-7.68456,-7.68456
19.1,-7.72931,-7.72931
19.2,-7.77493,-7.77493
19.3,-7.82143,-7.82143
19.4,-7.86884,-7.86884
19.5,-7.91716,-7.91716
19.6,-7.96643,-7.96643
19.7,-8.01666,-8.01666
19.8,-8.06788,-8.06788
19.9,-8.1201,-8.1201
20.0,-8.17335,-8.17335
20.1,-8.22765,-8.22765
20.2,-8.28303,-8.28303
20.3,-8.33951,-8.33951
20.4,-8.39712,-8.39712
20.5,-8.45588,-8.45588
20.6,-8.51581,-8.51581
20.7,-8.57696,-8.57696
20.8,-8.63934,-8.63934
20.9,-8.70299,-8.70299
21.0,-8.76793,-8.76793
21.1,-8.8342,-8.8342
21.2,-8.90183,-8.90183
21.3,-8.97085,-8.97085
21.4,-9.0413,-9.0413
21.5,-9.11321,-9.11321
21.6,-9.18663,-9.18663
21.7,-9.26159,-9.26159
21.8,-9.33812,-9.33812
21.9,-9.41627,-9.41627
22.0,-9.49609,-9.49609
22.1,-9.57761,-9.57761
22.2,-9.66089,-9.66089
22.3,-9.74597,-9.74597
22.4,-9.8329,-9.8329
22.5,-9.92172,-9.92172
22.6,-10.0125,-10.0125
22.7,-10.1053,-10.1053
22.8,-10.2002,-10.2002
22.9,-10.2971,-10.2971
23.0,-10.3963,-10.3963
23.1,-10.4977,-10.4977
23.2,-10.6015,-10.6015
23.3,-10.7076,-10.7076
23.4,-10.8162,-10.8162
23.5,-10.9274,-10.9274
23.6,-11.0412,-11.0412
23.7,-11.1576,-11.1576
23.8,-11.2769,-11.2769
23.9,-11.3991,-11.3991
24.0,-11.5242,-11.5242
24.1,-11.6525,-11.6525
24.2,-11.7839,-11.7839
24.3,-11.9187,-11.9187
24.4,-12.0568,-12.0568
24.5,-12.1986,-12.1986
24.6,-12.344,-12.344
24.7,-12.4932,-12.4932
24.8,-12.6464,-12.6464
24.9,-12.8037,-12.8037
25.0,-12.9653,-12.9653
25.1,-13.1314,-13.1314
25.2,-13.3021,-13.3021
25.3,-13.4777,-13.4777
25.4,-13.6584,-13.6584
25.5,-13.8443,-13.8443
25.6,-14.0357,-14.0357
25.7,-14.233,-14.233
25.8,-14.4363,-14.4363
25.9,-14.6459,-14.6459
26.0,-14.8622,-14.8622
26.1,-15.0855,-15.0855
26.2,-15.3162,-15.3162
26.3,-15.5547,-15.5547
26.4,-15.8014,-15.8014
26.5,-16.0567,-16.0567
26.6,-16.3213,-16.3213
26.7,-16.5955,-16.5955
26.8,-16.8801,-16.8801
26.9,-17.1757,-17.1757
27.0,-17.483,-17.483
27.1,-17.8028,-17.8028
27.2,-18.1359,-18.1359
27.3,-18.4834,-18.4834
27.4,-18.8462,-18.8462
27.5,-19.2256,-19.2256
27.6,-19.6227,-19.6227
27.7,-20.0391,-20.0391
27.8,-20.4762,-20.4762
27.9,-20.9359,-20.9359
28.0,-21.4199,-21.4199
28.1,-21.9302,-21.9302
28.2,-22.469,-22.469
28.3,-23.0385,-23.0385
28.4,-23.6407,-23.6407
28.5,-24.2776,-24.2776
28.6,-24.9503,-24.9503
28.7,-25.6586,-25.6586
28.8,-26.3996,-26.3996
28.9,-27.1661,-27.1661
29.0,-27.9435,-27.9435
29.1,-28.7054,-28.7054
29.2,-29.4096,-29.4096
29.3,-29.9957,-29.9957
29.4,-30.3925,-30.3925
29.5,-30.5373,-30.5373
29.6,-30.4035,-30.4035
29.7,-30.0147,-30.0147
29.8,-29.4321,-29.4321
29.9,-28.7272,-28.7272
30.0,-27.9613,-27.9613
30.1,-27.1779,-27.1779
30.2,-26.404,-26.404
30.3,-25.6551,-25.6551
30.4,-24.9387,-24.9387
30.5,-24.2578,-24.2578
30.6,-23.6128,-23.6128
30.7,-23.0026,-23.0026
30.8,-22.4254,-22.4254
30.9,-21.8791,-21.8791
31.0,-21.3615,-21.3615
31.1,-20.8705,-20.8705
31.2,-20.404,-20.404
31.3,-19.9602,-19.9602
31.4,-19.5375,-19.5375
31.5,-19.1341,-19.1341
31.6,-18.7488,-18.7488
31.7,-18.3802,-18.3802
31.8,-18.0272,-18.0272
31.9,-17.6887,-17.6887
32.0,-17.3637,-17.3637
32.1,-17.0515,-17.0515
32.2,-16.7511,-16.7511
32.3,-16.462,-16.462
32.4,-16.1834,-16.1834
32.5,-15.9148,-15.9148
32.6,-15.6555,-15.6555
32.7,-15.4051,-15.4051
32.8,-15.1631,-15.1631
32.9,-14.9292,-14.9292
33.0,-14.7028,-14.7028
33.1,-14.4836,-14.4836
33.2,-14.2714,-14.2714
33.3,-14.0657,-14.0657
33.4,-13.8663,-13.8663
33.5,-13.673,-13.673
33.6,-13.4854,-13.4854
33.7,-13.3033,-13.3033
33.8,-13.1265,-13.1265
33.9,-12.9549,-12.9549
34.0,-12.7881,-12.7881
34.1,-12.6261,-12.6261
34.2,-12.4686,-12.4686
34.3,-12.3155,-12.3155
34.4,-12.1666,-12.1666
34.5,-12.0218,-12.0218
34.6,-11.881,-11.881
34.7,-11.7439,-11.7439
34.8,-11.6106,-11.6106
34.9,-11.4809,-11.4809
35.0,-11.3547,-11.3547
35.1,-11.2318,-11.2318
35.2,-11.1122,-11.1122
35.3,-10.9958,-10.9958
35.4,-10.8825,-10.8825
35.5,-10.7722,-10.7722
35.6,-10.6648,-10.6648
35.7,-10.5603,-10.5603
35.8,-10.4585,-10.4585
35.9,-10.3595,-10.3595
36.0,-10.263,-10.263
36.1,-10.1692,-10.1692
36.2,-10.0779,-10.0779
36.3,-9.98897,-9.98897
36.4,-9.90248,-9.90248
36.5,-9.81833,-9.81833
36.6,-9.73648,-9.73648
36.7,-9.65686,-9.65686
36.8,-9.57944,-9.57944
36.9,-9.50416,-9.50416
37.0,-9.43099,-9.43099
37.1,-9.35988,-9.35988
37.2,-9.29079,-9.29079
37.3,-9.22368,-9.22368
37.4,-9.15852,-9.15852
37.5,-9.09527,-9.09527
37.6,-9.0339,-9.0339
37.7,-8.97437,-8.97437
37.8,-8.91665,-8.91665
37.9,-8.86071,-8.86071
38.0,-8.80653,-8.80653
38.1,-8.75407,-8.75407
38.2,-8.70331,-8.70331
38.3,-8.65422,-8.65422
38.4,-8.60678,-8.60678
38.5,-8.56097,-8.56097
38.6,-8.51676,-8.51676
38.7,-8.47413,-8.47413
38.8,-8.43306,-8.43306
38.9,-8.39354,-8.39354
39.0,-8.35554,-8.35554
39.1,-8.31904,-8.31904
39.2,-8.28404,-8.28404
39.3,-8.2505,-8.2505
39.4,-8.21843,-8.21843
39.5,-8.18779,-8.18779
39.6,-8.15859,-8.15859
39.7,-8.1308,-8.1308
39.8,-8.10442,-8.10442
39.9,-8.07943,-8.07943
40.0,-8.05582,-8.05582
40.1,-8.03359,-8.03359
40.2,-8.01272,-8.01272
40.3,-7.9932,-7.9932
40.4,-7.97503,-7.97503
40.5,-7.9582,-7.9582
40.6,-7.9427,-7.9427
40.7,-7.92853,-7.92853
40.8,-7.91568,-7.91568
40.9,-7.90414,-7.90414
41.0,-7.89392,-7.89392
41.1,-7.88501,-7.88501
41.2,-7.8774,-7.8774
41.3,-7.8711,-7.8711
41.4,-7.86611,-7.86611
41.5,-7.86241,-7.86241
41.6,-7.86002,-7.86002
41.7,-7.85893,-7.85893
41.8,-7.85914,-7.85914
41.9,-7.86065,-7.86065
42.0,-7.86347,-7.86347
42.1,-7.86761,-7.86761
42.2,-7.87305,-7.87305
42.3,-7.87981,-7.87981
42.4,-7.88789,-7.88789
42.5,-7.8973,-7.8973
42.6,-7.90804,-7.90804
42.7,-7.92012,-7.92012
42.8,-7.93354,-7.93354
42.9,-7.94832,-7.94832
43.0,-7.96446,-7.96446
43.1,-7.98197,-7.98197
43.2,-8.00086,-8.00086
43.3,-8.02113,-8.02113
43.4,-8.04281,-8.04281
43.5,-8.0659,-8.0659
43.6,-8.09042,-8.09042
43.7,-8.11637,-8.11637
43.8,-8.14378,-8.14378
43.9,-8.17265,-8.17265
44.0,-8.20299,-8.20299
44.1,-8.23484,-8.23484
44.2,-8.26819,-8.26819
44.3,-8.30307,-8.30307
44.4,-8.3395,-8.3395
44.5,-8.37749,-8.37749
44.6,-8.41707,-8.41707
44.7,-8.45825,-8.45825
44.8,-8.50105,-8.50105
44.9,-8.5455,-8.5455
45.0,-8.59162,-8.59162
45.1,-8.63943,-8.63943
45.2,-8.68896,-8.68896
45.3,-8.74022,-8.74022
45.4,-8.79325,-8.79325
45.5,-8.84807,-8.84807
45.6,-8.90471,-8.90471
45.7,-8.9632,-8.9632
45.8,-9.02357,-9.02357
45.9,-9.08584,-9.08584
46.0,-9.15005,-9.15005
46.1,-9.21623,-9.21623
46.2,-9.28442,-9.28442
46.3,-9.35465,-9.35465
46.4,-9.42695,-9.42695
46.5,-9.50136,-9.50136
46.6,-9.57792,-9.57792
46.7,-9.65667,-9.65667
46.8,-9.73765,-9.73765
46.9,-9.8209,-9.8209
47.0,-9.90646,-9.90646
47.1,-9.99437,-9.99437
47.2,-10.0847,-10.0847
47.3,-10.1775,-10.1775
47.4,-10.2727,-10.2727
47.5,-10.3705,-10.3705
47.6,-10.471,-10.471
47.7,-10.574,-10.574
47.8,-10.6798,-10.6798
47.9,-10.7883,-10.7883
48.0,-10.8997,-10.8997
48.1,-11.014,-11.014
48.2,-11.1312,-11.1312
48.3,-11.2514,-11.2514
48.4,-11.3747,-11.3747
48.5,-11.5012,-11.5012
48.6,-11.6308,-11.6308
48.7,-11.7638,-11.7638
48.8,-11.9002,-11.9002
48.9,-12.04,-12.04
49.0,-12.1834,-12.1834
49.1,-12.3304,-12.3304
49.2,-12.4811,-12.4811
49.3,-12.6356,-12.6356
49.4,-12.7941,-12.7941
49.5,-12.9566,-12.9566
49.6,-13.1232,-13.1232
49.7,-13.2941,-13.2941
49.8,-13.4693,-13.4693
49.9,-13.649,-13.649
50.0,-13.8334,-13.8334
50.1,-14.0224,-14.0224
50.2,-14.2164,-14.2164
50.3,-14.4154,-14.4154
50.4,-14.6196,-14.6196
50.5,-14.8292,-14.8292
50.6,-15.0444,-15.0444
50.7,-15.2652,-15.2652
50.8,-15.492,-15.492
50.9,-15.7249,-15.7249
51.0,-15.9642,-15.9642
51.1,-16.2101,-16.2101
51.2,-16.4628,-16.4628
51.3,-16.7226,-16.7226
51.4,-16.9899,-16.9899
51.5,-17.2648,-17.2648
51.6,-17.5478,-17.5478
51.7,-17.8391,-17.8391
51.8,-18.1392,-18.1392
51.9,-18.4485,-18.4485
52.0,-18.7674,-18.7674
52.1,-19.0964,-19.0964
52.2,-19.436,-19.436
52.3,-19.7868,-19.7868
52.4,-20.1495,-20.1495
52.5,-20.5246,-20.5246
52.6,-20.9129,-20.9129
52.7,-21.3153,-21.3153
52.8,-21.7327,-21.7327
52.9,-22.166,-22.166
53.0,-22.6165,-22.6165
53.1,-23.0853,-23.0853
53.2,-23.5739,-23.5739
53.3,-24.0838,-24.0838
53.4,-24.6169,-24.6169
53.5,-25.1751,-25.1751
53.6,-25.7608,-25.7608
53.7,-26.3765,-26.3765
53.8,-27.0254,-27.0254
53.9,-27.7109,-27.7109
54.0,-28.4369,-28.4369
54.1,-29.2081,-29.2081
54.2,-30.0296,-30.0296
54.3,-30.9073,-30.9073
54.4,-31.8474,-31.8474
54.5,-32.8561,-32.8561
54.6,-33.9384,-33.9384
54.7,-35.0954,-35.0954
54.8,-36.3183,-36.3183
54.9,-37.577,-37.577
55.0,-38.7996,-38.7996
55.1,-39.8496,-39.8496
55.2,-40.5328,-40.5328
55.3,-40.6883,-40.6883
55.4,-40.3188,-40.3188
55.5,-39.5883,-39.5883
55.6,-38.6906,-38.6906
55.7,-37.7607,-37.7607
55.8,-36.8694,-36.8694
55.9,-36.0464,-36.0464
56.0,-35.3004,-35.3004
56.1,-34.6306,-34.6306
56.2,-34.0324,-34.0324
56.3,-33.5,-33.5
56.4,-33.0276,-33.0276
56.5,-32.6098,-32.6098
56.6,-32.2419,-32.2419
56.7,-31.9199,-31.9199
56.8,-31.6405,-31.6405
56.9,-31.4007,-31.4007
57.0,-31.1982,-31.1982
57.1,-31.0311,-31.0311
57.2,-30.8979,-30.8979
57.3,-30.7973,-30.7973
57.4,-30.7285,-30.7285
57.5,-30.6908,-30.6908
57.6,-30.6841,-30.6841
57.7,-30.7081,-30.7081
57.8,-30.7632,-30.7632
57.9,-30.8498,-30.8498
58.0,-30.9685,-30.9685
58.1,-31.1204,-31.1204
58.2,-31.3067,-31.3067
58.3,-31.5289,-31.5289
58.4,-31.7888,-31.7888
58.5,-32.0883,-32.0883
58.6,-32.4296,-32.4296
58.7,-32.8149,-32.8149
58.8,-33.2462,-33.2462
58.9,-33.7248,-33.7248
59.0,-34.2506,-34.2506
59.1,-34.8204,-34.8204
59.2,-35.4255,-35.4255
59.3,-36.0476,-36.0476
59.4,-36.6535,-36.6535
59.5,-37.1885,-37.1885
59.6,-37.5752,-37.5752
59.7,-37.7266,-37.7266
59.8,-37.578,-37.578
59.9,-37.121,-37.121
60.0,-36.4089,-36.4089
60.1,-35.5266,-35.5266
60.2,-34.5553,-34.5553
60.3,-33.5551,-33.5551
60.4,-32.5636,-32.5636
60.5,-31.6018,-31.6018
60.6,-30.6799,-30.6799
60.7,-29.8017,-29.8017
60.8,-28.9675,-28.9675
60.9,-28.1758,-28.1758
61.0,-27.4243,-27.4243
61.1,-26.7102,-26.7102
61.2,-26.0309,-26.0309
61.3,-25.3837,-25.3837
61.4,-24.7661,-24.7661
61.5,-24.176,-24.176
61.6,-23.6113,-23.6113
61.7,-23.0701,-23.0701
61.8,-22.5509,-22.5509
61.9,-22.052,-22.052
62.0,-21.5722,-21.5722
62.1,-21.1102,-21.1102
62.2,-20.665,-20.665
62.3,-20.2355,-20.2355
62.4,-19.8208,-19.8208
62.5,-19.4202,-19.4202
62.6,-19.0328,-19.0328
62.7,-18.6581,-18.6581
62.8,-18.2953,-18.2953
62.9,-17.9439,-17.9439
63.0,-17.6035,-17.6035
63.1,-17.2734,-17.2734
63.2,-16.9532,-16.9532
63.3,-16.6427,-16.6427
63.4,-16.3412,-16.3412
63.5,-16.0486,-16.0486
63.6,-15.7645,-15.7645
63.7,-15.4885,-15.4885
63.8,-15.2205,-15.2205
63.9,-14.96,-14.96
64.0,-14.707,-14.707
64.1,-14.4611,-14.4611
64.2,-14.2221,-14.2221
64.3,-13.9899,-13.9899
64.4,-13.7642,-13.7642
64.5,-13.5448,-13.5448
64.6,-13.3316,-13.3316
64.7,-13.1244,-13.1244
64.8,-12.9231,-12.9231
64.9,-12.7275,-12.7275
65.0,-12.5375,-12.5375
65.1,-12.353,-12.353
65.2,-12.1737,-12.1737
65.3,-11.9997,-11.9997
65.4,-11.8308,-11.8308
65.5,-11.6669,-11.6669
65.6,-11.508,-11.508
65.7,-11.3538,-11.3538
65.8,-11.2043,-11.2043
65.9,-11.0595,-11.0595
66.0,-10.9192,-10.9192
66.1,-10.7835,-10.7835
66.2,-10.6521,-10.6521
66.3,-10.5251,-10.5251
66.4,-10.4023,-10.4023
66.5,-10.2838,-10.2838
66.6,-10.1695,-10.1695
66.7,-10.0593,-10.0593
66.8,-9.95313,-9.95313
66.9,-9.85101,-9.85101
67.0,-9.75288,-9.75288
67.1,-9.6587,-9.6587
67.2,-9.56843,-9.56843
67.3,-9.48206,-9.48206
67.4,-9.39956,-9.39956
67.5,-9.3209,-9.3209
67.6,-9.24607,-9.24607
67.7,-9.17507,-9.17507
67.8,-9.10787,-9.10787
67.9,-9.04447,-9.04447
68.0,-8.98489,-8.98489
68.1,-8.92911,-8.92911
68.2,-8.87716,-8.87716
68.3,-8.82906,-8.82906
68.4,-8.78481,-8.78481
68.5,-8.74445,-8.74445
68.6,-8.70802,-8.70802
68.7,-8.67555,-8.67555
68.8,-8.64708,-8.64708
68.9,-8.62268,-8.62268
69.0,-8.6024,-8.6024
69.1,-8.58632,-8.58632
69.2,-8.5745,-8.5745
69.3,-8.56704,-8.56704
69.4,-8.56404,-8.56404
69.5,-8.5656,-8.5656
69.6,-8.57184,-8.57184
69.7,-8.5829,-8.5829
69.8,-8.59891,-8.59891
69.9,-8.62003,-8.62003
70.0,-8.64645,-8.64645
70.1,-8.67835,-8.67835
70.2,-8.71594,-8.71594
70.3,-8.75946,-8.75946
70.4,-8.80916,-8.80916
70.5,-8.8653,-8.8653
70.6,-8.92821,-8.92821
70.7,-8.99821,-8.99821
70.8,-9.07566,-9.07566
70.9,-9.16098,-9.16098
71.0,-9.2546,-9.2546
71.1,-9.35701,-9.35701
71.2,-9.46876,-9.46876
71.3,-9.59043,-9.59043
71.4,-9.72269,-9.72269
71.5,-9.86626,-9.86626
71.6,-10.022,-10.022
71.7,-10.1907,-10.1907
71.8,-10.3735,-10.3735
71.9,-10.5715,-10.5715
72.0,-10.786,-10.786
72.1,-11.0183,-11.0183
72.2,-11.2702,-11.2702
72.3,-11.5436,-11.5436
72.4,-11.8405,-11.8405
72.5,-12.1633,-12.1633
72.6,-12.515,-12.515
72.7,-12.8988,-12.8988
72.8,-13.3186,-13.3186
72.9,-13.7787,-13.7787
73.0,-14.2845,-14.2845
73.1,-14.8423,-14.8423
73.2,-15.4594,-15.4594
73.3,-16.1445,-16.1445
73.4,-16.9075,-16.9075
73.5,-17.7593,-17.7593
73.6,-18.7104,-18.7104
73.7,-19.7674,-19.7674
73.8,-20.9225,-20.9225
73.9,-22.1307,-22.1307
74.0,-23.2631,-23.2631
74.1,-24.0566,-24.0566
74.2,-24.1812,-24.1812
74.3,-23.5242,-23.5242
74.4,-22.3233,-22.3233
74.5,-20.9061,-20.9061
74.6,-19.48,-19.48
74.7,-18.134,-18.134
74.8,-16.8945,-16.8945
74.9,-15.7624,-15.7624
75.0,-14.7292,-14.7292
75.1,-13.7845,-13.7845
75.2,-12.9179,-12.9179
75.3,-12.1203,-12.1203
75.4,-11.384,-11.384
75.5,-10.7022,-10.7022
75.6,-10.0694,-10.0694
75.7,-9.48082,-9.48082
75.8,-8.93232,-8.93232
75.9,-8.42043,-8.42043
76.0,-7.94209,-7.94209
76.1,-7.49465,-7.49465
76.2,-7.07576,-7.07576
76.3,-6.68333,-6.68333
76.4,-6.31549,-6.31549
76.5,-5.97054,-5.97054
76.6,-5.64694,-5.64694
76.7,-5.3433,-5.3433
76.8,-5.0583,-5.0583
76.9,-4.79076,-4.79076
77.0,-4.53956,-4.53956
77.1,-4.30366,-4.30366
77.2,-4.0821,-4.0821
77.3,-3.87399,-3.87399
77.4,-3.67846,-3.67846
77.5,-3.49473,-3.49473
77.6,-3.32205,-3.32205
77.7,-3.15973,-3.15973
77.8,-3.00711,-3.00711
77.9,-2.86357,-2.86357
78.0,-2.72853,-2.72853
78.1,-2.60146,-2.60146
78.2,-2.48185,-2.48185
78.3,-2.36921,-2.36921
78.4,-2.2631,-2.2631
78.5,-2.16311,-2.16311
78.6,-2.06884,-2.06884
78.7,-1.97992,-1.97992
78.8,-1.89601,-1.89601
78.9,-1.8168,-1.8168
79.0,-1.74198,-1.74198
79.1,-1.67126,-1.67126
79.2,-1.6044,-1.6044
79.3,-1.54115,-1.54115
79.4,-1.48127,-1.48127
79.5,-1.42455,-1.42455
79.6,-1.3708,-1.3708
79.7,-1.31984,-1.31984
79.8,-1.27147,-1.27147
79.9,-1.22556,-1.22556
80.0,-1.18193,-1.18193
80.1,-1.14046,-1.14046
80.2,-1.10101,-1.10101
80.3,-1.06346,-1.06346
80.4,-1.0277,-1.0277
80.5,-0.993607,-0.993607
80.6,-0.961093,-0.961093
80.7,-0.930062,-0.930062
80.8,-0.900427,-0.900427
80.9,-0.872104,-0.872104
81.0,-0.845019,-0.845019
81.1,-0.819098,-0.819098
81.2,-0.794276,-0.794276
81.3,-0.770489,-0.770489
81.4,-0.747679,-0.747679
81.5,-0.725791,-0.725791
81.6,-0.704773,-0.704773
81.7,-0.684576,-0.684576
81.8,-0.665156,-0.665156
81.9,-0.646469,-0.646469
82.0,-0.628476,-0.628476
82.1,-0.61114,-0.61114
82.2,-0.594425,-0.594425
82.3,-0.578297,-0.578297
82.4,-0.562727,-0.562727
82.5,-0.547684,-0.547684
82.6,-0.533141,-0.533141
82.7,-0.519072,-0.519072
82.8,-0.505453,-0.505453
82.9,-0.49226,-0.49226
83.0,-0.479473,-0.479473
83.1,-0.467071,-0.467071
83.2,-0.455033,-0.455033
83.3,-0.443343,-0.443343
83.4,-0.431983,-0.431983
83.5,-0.420937,-0.420937
83.6,-0.41019,-0.41019
83.7,-0.399727,-0.399727
83.8,-0.389534,-0.389534
83.9,-0.379599,-0.379599
84.0,-0.369909,-0.369909
84.1,-0.360453,-0.360453
84.2,-0.35122,-0.35122
84.3,-0.342199,-0.342199
84.4,-0.333381,-0.333381
84.5,-0.324756,-0.324756
84.6,-0.316316,-0.316316
84.7,-0.308052,-0.308052
84.8,-0.299957,-0.299957
84.9,-0.292021,-0.292021
85.0,-0.28424,-0.28424
85.1,-0.276605,-0.276605
85.2,-0.269111,-0.269111
85.3,-0.261751,-0.261751
85.4,-0.254519,-0.254519
85.5,-0.247409,-0.247409
85.6,-0.240418,-0.240418
85.7,-0.233539,-0.233539
85.8,-0.226767,-0.226767
85.9,-0.220099,-0.220099
86.0,-0.21353,-0.21353
86.1,-0.207055,-0.207055
86.2,-0.200671,-0.200671
86.3,-0.194374,-0.194374
86.4,-0.188161,-0.188161
86.5,-0.182028,-0.182028
86.6,-0.175972,-0.175972
86.7,-0.169989,-0.169989
86.8,-0.164077,-0.164077
86.9,-0.158233,-0.158233
87.0,-0.152455,-0.152455
87.1,-0.146739,-0.146739
87.2,-0.141084,-0.141084
87.3,-0.135486,-0.135486
87.4,-0.129944,-0.129944
87.5,-0.124456,-0.124456
