Angle (deg),Magnitude (dB),Phase (deg)
19.4,-4.82384,-4.82384
19.5,-4.82065,-4.82065
19.6,-4.81744,-4.81744
19.7,-4.81422,-4.81422
19.8,-4.81098,-4.81098
19.9,-4.80773,-4.80773
20.0,-4.80446,-4.80446
20.1,-4.80118,-4.80118
20.2,-4.79788,-4.79788
20.3,-4.79457,-4.79457
20.4,-4.79124,-4.79124
20.5,-4.78789,-4.78789
20.6,-4.78453,-4.78453
20.7,-4.78116,-4.78116
20.8,-4.77777,-4.77777
20.9,-4.77436,-4.77436
21.0,-4.77094,-4.77094
21.1,-4.76751,-4.76751
21.2,-4.76406,-4.76406
21.3,-4.76059,-4.76059
21.4,-4.75711,-4.75711
21.5,-4.75362,-4.75362
21.6,-4.75011,-4.75011
21.7,-4.74658,-4.74658
21.8,-4.74304,-4.74304
21.9,-4.73948,-4.73948
22.0,-4.73591,-4.73591
22.1,-4.73233,-4.73233
22.2,-4.72872,-4.72872
22.3,-4.72511,-4.72511
22.4,-4.72148,-4.72148
22.5,-4.71783,-4.71783
22.6,-4.71417,-4.71417
22.7,-4.71049,-4.71049
22.8,-4.7068,-4.7068
22.9,-4.7031,-4.7031
23.0,-4.69938,-4.69938
23.1,-4.69564,-4.69564
23.2,-4.69189,-4.69189
23.3,-4.68813,-4.68813
23.4,-4.68435,-4.68435
23.5,-4.68056,-4.68056
23.6,-4.67675,-4.67675
23.7,-4.67292,-4.67292
23.8,-4.66908,-4.66908
23.9,-4.66523,-4.66523
24.0,-4.66136,-4.66136
24.1,-4.65748,-4.65748
24.2,-4.65358,-4.65358
24.3,-4.64967,-4.64967
24.4,-4.64575,-4.64575
24.5,-4.64181,-4.64181
24.6,-4.63785,-4.63785
24.7,-4.63388,-4.63388
24.8,-4.6299,-4.6299
24.9,-4.6259,-4.6259
25.0,-4.62189,-4.62189
25.1,-4.61786,-4.61786
25.2,-4.61382,-4.61382
25.3,-4.60976,-4.60976
25.4,-4.60569,-4.60569
25.5,-4.6016,-4.6016
25.6,-4.5975,-4.5975
25.7,-4.59339,-4.59339
25.8,-4.58926,-4.58926
25.9,-4.58512,-4.58512
26.0,-4.58096,-4.58096
26.1,-4.57679,-4.57679
26.2,-4.5726,-4.5726
26.3,-4.5684,-4.5684
26.4,-4.56419,-4.56419
26.5,-4.55996,-4.55996
26.6,-4.55572,-4.55572
26.7,-4.55146,-4.55146
26.8,-4.54719,-4.54719
26.9,-4.54291,-4.54291
27.0,-4.53861,-4.53861
27.1,-4.5343,-4.5343
27.2,-4.52997,-4.52997
27.3,-4.52563,-4.52563
27.4,-4.52127,-4.52127
27.5,-4.5169,-4.5169
27.6,-4.51252,-4.51252
27.7,-4.50812,-4.50812
27.8,-4.50371,-4.50371
27.9,-4.49929,-4.49929
28.0,-4.49485,-4.49485
28.1,-4.4904,-4.4904
28.2,-4.48593,-4.48593
28.3,-4.48145,-4.48145
28.4,-4.47696,-4.47696
28.5,-4.47245,-4.47245
28.6,-4.46793,-4.46793
28.7,-4.46339,-4.46339
28.8,-4.45884,-4.45884
28.9,-4.45428,-4.45428
29.0,-4.4497,-4.4497
29.1,-4.44511,-4.44511
29.2,-4.44051,-4.44051
29.3,-4.43589,-4.43589
29.4,-4.43126,-4.43126
29.5,-4.42662,-4.42662
29.6,-4.42196,-4.42196
29.7,-4.41729,-4.41729
29.8,-4.4126,-4.4126
29.9,-4.4079,-4.4079
30.0,-4.40319,-4.40319
30.1,-4.39846,-4.39846
30.2,-4.39372,-4.39372
30.3,-4.38897,-4.38897
30.4,-4.38421,-4.38421
30.5,-4.37943,-4.37943
30.6,-4.37463,-4.37463
30.7,-4.36983,-4.36983
30.8,-4.36501,-4.36501
30.9,-4.36018,-4.36018
31.0,-4.35533,-4.35533
31.1,-4.35047,-4.35047
31.2,-4.3456,-4.3456
31.3,-4.34071,-4.34071
31.4,-4.33581,-4.33581
31.5,-4.3309,-4.3309
31.6,-4.32598,-4.32598
31.7,-4.32104,-4.32104
31.8,-4.31609,-4.31609
31.9,-4.31112,-4.31112
32.0,-4.30614,-4.30614
32.1,-4.30115,-4.30115
32.2,-4.29615,-4.29615
32.3,-4.29113,-4.29113
32.4,-4.2861,-4.2861
32.5,-4.28106,-4.28106
32.6,-4.27601,-4.27601
32.7,-4.27094,-4.27094
32.8,-4.26586,-4.26586
32.9,-4.26076,-4.26076
33.0,-4.25566,-4.25566
33.1,-4.25054,-4.25054
33.2,-4.2454,-4.2454
33.3,-4.24026,-4.24026
33.4,-4.2351,-4.2351
33.5,-4.22993,-4.22993
33.6,-4.22475,-4.22475
33.7,-4.21955,-4.21955
33.8,-4.21434,-4.21434
33.9,-4.20912,-4.20912
34.0,-4.20389,-4.20389
34.1,-4.19864,-4.19864
34.2,-4.19338,-4.19338
34.3,-4.18811,-4.18811
34.4,-4.18283,-4.18283
34.5,-4.17753,-4.17753
34.6,-4.17222,-4.17222
34.7,-4.1669,-4.1669
34.8,-4.16157,-4.16157
34.9,-4.15622,-4.15622
35.0,-4.15086,-4.15086
35.1,-4.14549,-4.14549
35.2,-4.14011,-4.14011
35.3,-4.13471,-4.13471
35.4,-4.1293,-4.1293
35.5,-4.12388,-4.12388
35.6,-4.11845,-4.11845
35.7,-4.11301,-4.11301
35.8,-4.10755,-4.10755
35.9,-4.10208,-4.10208
36.0,-4.0966,-4.0966
36.1,-4.0911,-4.0911
36.2,-4.0856,-4.0856
36.3,-4.08008,-4.08008
36.4,-4.07455,-4.07455
36.5,-4.06901,-4.06901
36.6,-4.06346,-4.06346
36.7,-4.05789,-4.05789
36.8,-4.05231,-4.05231
36.9,-4.04672,-4.04672
37.0,-4.04112,-4.04112
37.1,-4.03551,-4.03551
37.2,-4.02988,-4.02988
37.3,-4.02425,-4.02425
37.4,-4.0186,-4.0186
37.5,-4.01294,-4.01294
37.6,-4.00727,-4.00727
37.7,-4.00158,-4.00158
37.8,-3.99589,-3.99589
37.9,-3.99018,-3.99018
38.0,-3.98446,-3.98446
38.1,-3.97873,-3.97873
38.2,-3.97299,-3.97299
38.3,-3.96723,-3.96723
38.4,-3.96147,-3.96147
38.5,-3.95569,-3.95569
38.6,-3.9499,-3.9499
38.7,-3.9441,-3.9441
38.8,-3.93829,-3.93829
38.9,-3.93247,-3.93247
39.0,-3.92663,-3.92663
39.1,-3.92078,-3.92078
39.2,-3.91493,-3.91493
39.3,-3.90906,-3.90906
39.4,-3.90318,-3.90318
39.5,-3.89729,-3.89729
39.6,-3.89138,-3.89138
39.7,-3.88547,-3.88547
39.8,-3.87955,-3.87955
39.9,-3.87361,-3.87361
40.0,-3.86766,-3.86766
40.1,-3.8617,-3.8617
40.2,-3.85573,-3.85573
40.3,-3.84975,-3.84975
40.4,-3.84376,-3.84376
40.5,-3.83776,-3.83776
40.6,-3.83174,-3.83174
40.7,-3.82572,-3.82572
40.8,-3.81968,-3.81968
40.9,-3.81363,-3.81363
41.0,-3.80758,-3.80758
41.1,-3.80151,-3.80151
41.2,-3.79543,-3.79543
41.3,-3.78934,-3.78934
41.4,-3.78324,-3.78324
41.5,-3.77712,-3.77712
41.6,-3.771,-3.771
41.7,-3.76487,-3.76487
41.8,-3.75872,-3.75872
41.9,-3.75256,-3.75256
42.0,-3.7464,-3.7464
42.1,-3.74022,-3.74022
42.2,-3.73403,-3.73403
42.3,-3.72784,-3.72784
42.4,-3.72163,-3.72163
42.5,-3.71541,-3.71541
42.6,-3.70918,-3.70918
42.7,-3.70294,-3.70294
42.8,-3.69669,-3.69669
42.9,-3.69043,-3.69043
43.0,-3.68415,-3.68415
43.1,-3.67787,-3.67787
43.2,-3.67158,-3.67158
43.3,-3.66528,-3.66528
43.4,-3.65896,-3.65896
43.5,-3.65264,-3.65264
43.6,-3.64631,-3.64631
43.7,-3.63996,-3.63996
43.8,-3.63361,-3.63361
43.9,-3.62724,-3.62724
44.0,-3.62087,-3.62087
44.1,-3.61448,-3.61448
44.2,-3.60809,-3.60809
44.3,-3.60168,-3.60168
44.4,-3.59527,-3.59527
44.5,-3.58884,-3.58884
44.6,-3.5824,-3.5824
44.7,-3.57596,-3.57596
44.8,-3.5695,-3.5695
44.9,-3.56304,-3.56304
45.0,-3.55656,-3.55656
45.1,-3.55008,-3.55008
45.2,-3.54358,-3.54358
45.3,-3.53708,-3.53708
45.4,-3.53056,-3.53056
45.5,-3.52404,-3.52404
45.6,-3.5175,-3.5175
45.7,-3.51096,-3.51096
45.8,-3.5044,-3.5044
45.9,-3.49784,-3.49784
46.0,-3.49126,-3.49126
46.1,-3.48468,-3.48468
46.2,-3.47809,-3.47809
46.3,-3.47148,-3.47148
46.4,-3.46487,-3.46487
46.5,-3.45825,-3.45825
46.6,-3.45162,-3.45162
46.7,-3.44498,-3.44498
46.8,-3.43833,-3.43833
46.9,-3.43167,-3.43167
47.0,-3.425,-3.425
47.1,-3.41832,-3.41832
47.2,-3.41163,-3.41163
47.3,-3.40493,-3.40493
47.4,-3.39823,-3.39823
47.5,-3.39151,-3.39151
47.6,-3.38479,-3.38479
47.7,-3.37805,-3.37805
47.8,-3.37131,-3.37131
47.9,-3.36455,-3.36455
48.0,-3.35779,-3.35779
48.1,-3.35102,-3.35102
48.2,-3.34424,-3.34424
48.3,-3.33745,-3.33745
48.4,-3.33065,-3.33065
48.5,-3.32384,-3.32384
48.6,-3.31702,-3.31702
48.7,-3.3102,-3.3102
48.8,-3.30336,-3.30336
48.9,-3.29652,-3.29652
49.0,-3.28967,-3.28967
49.1,-3.2828,-3.2828
49.2,-3.27593,-3.27593
49.3,-3.26905,-3.26905
49.4,-3.26217,-3.26217
49.5,-3.25527,-3.25527
49.6,-3.24836,-3.24836
49.7,-3.24145,-3.24145
49.8,-3.23452,-3.23452
49.9,-3.22759,-3.22759
50.0,-3.22065,-3.22065
50.1,-3.2137,-3.2137
50.2,-3.20674,-3.20674
50.3,-3.19977,-3.19977
50.4,-3.1928,-3.1928
50.5,-3.18581,-3.18581
50.6,-3.17882,-3.17882
50.7,-3.17182,-3.17182
50.8,-3.16481,-3.16481
50.9,-3.15779,-3.15779
51.0,-3.15076,-3.15076
51.1,-3.14373,-3.14373
51.2,-3.13669,-3.13669
51.3,-3.12963,-3.12963
51.4,-3.12257,-3.12257
51.5,-3.11551,-3.11551
51.6,-3.10843,-3.10843
51.7,-3.10134,-3.10134
51.8,-3.09425,-3.09425
51.9,-3.08715,-3.08715
52.0,-3.08004,-3.08004
52.1,-3.07292,-3.07292
52.2,-3.06579,-3.06579
52.3,-3.05866,-3.05866
52.4,-3.05152,-3.05152
52.5,-3.04437,-3.04437
52.6,-3.03721,-3.03721
52.7,-3.03004,-3.03004
52.8,-3.02287,-3.02287
52.9,-3.01569,-3.01569
53.0,-3.00849,-3.00849
53.1,-3.0013,-3.0013
53.2,-2.99409,-2.99409
53.3,-2.98688,-2.98688
53.4,-2.97965,-2.97965
53.5,-2.97242,-2.97242
53.6,-2.96519,-2.96519
53.7,-2.95794,-2.95794
53.8,-2.95069,-2.95069
53.9,-2.94343,-2.94343
54.0,-2.93616,-2.93616
54.1,-2.92888,-2.92888
54.2,-2.9216,-2.9216
54.3,-2.91431,-2.91431
54.4,-2.90701,-2.90701
54.5,-2.8997,-2.8997
54.6,-2.89239,-2.89239
54.7,-2.88507,-2.88507
54.8,-2.87774,-2.87774
54.9,-2.8704,-2.8704
55.0,-2.86306,-2.86306
55.1,-2.8557,-2.8557
55.2,-2.84835,-2.84835
55.3,-2.84098,-2.84098
55.4,-2.83361,-2.83361
55.5,-2.82622,-2.82622
55.6,-2.81884,-2.81884
55.7,-2.81144,-2.81144
55.8,-2.80404,-2.80404
55.9,-2.79663,-2.79663
56.0,-2.78921,-2.78921
56.1,-2.78179,-2.78179
56.2,-2.77435,-2.77435
56.3,-2.76692,-2.76692
56.4,-2.75947,-2.75947
56.5,-2.75202,-2.75202
56.6,-2.74456,-2.74456
56.7,-2.73709,-2.73709
56.8,-2.72962,-2.72962
56.9,-2.72213,-2.72213
57.0,-2.71465,-2.71465
57.1,-2.70715,-2.70715
57.2,-2.69965,-2.69965
57.3,-2.69214,-2.69214
57.4,-2.68463,-2.68463
57.5,-2.6771,-2.6771
57.6,-2.66957,-2.66957
57.7,-2.66204,-2.66204
57.8,-2.65449,-2.65449
57.9,-2.64694,-2.64694
58.0,-2.63939,-2.63939
58.1,-2.63183,-2.63183
58.2,-2.62426,-2.62426
58.3,-2.61668,-2.61668
58.4,-2.6091,-2.6091
58.5,-2.60151,-2.60151
58.6,-2.59391,-2.59391
58.7,-2.58631,-2.58631
58.8,-2.5787,-2.5787
58.9,-2.57108,-2.57108
59.0,-2.56346,-2.56346
59.1,-2.55583,-2.55583
59.2,-2.5482,-2.5482
59.3,-2.54056,-2.54056
59.4,-2.53291,-2.53291
59.5,-2.52525,-2.52525
59.6,-2.51759,-2.51759
59.7,-2.50993,-2.50993
59.8,-2.50225,-2.50225
59.9,-2.49457,-2.49457
60.0,-2.48689,-2.48689
60.1,-2.4792,-2.4792
60.2,-2.4715,-2.4715
60.3,-2.46379,-2.46379
60.4,-2.45608,-2.45608
60.5,-2.44837,-2.44837
60.6,-2.44064,-2.44064
60.7,-2.43292,-2.43292
60.8,-2.42518,-2.42518
60.9,-2.41744,-2.41744
61.0,-2.40969,-2.40969
61.1,-2.40194,-2.40194
61.2,-2.39418,-2.39418
61.3,-2.38642,-2.38642
61.4,-2.37865,-2.37865
61.5,-2.37087,-2.37087
61.6,-2.36309,-2.36309
61.7,-2.3553,-2.3553
61.8,-2.34751,-2.34751
61.9,-2.33971,-2.33971
62.0,-2.3319,-2.3319
62.1,-2.32409,-2.32409
62.2,-2.31627,-2.31627
62.3,-2.30845,-2.30845
62.4,-2.30062,-2.30062
62.5,-2.29279,-2.29279
62.6,-2.28495,-2.28495
62.7,-2.2771,-2.2771
62.8,-2.26925,-2.26925
62.9,-2.26139,-2.26139
63.0,-2.25353,-2.25353
63.1,-2.24567,-2.24567
63.2,-2.23779,-2.23779
63.3,-2.22991,-2.22991
63.4,-2.22203,-2.22203
63.5,-2.21414,-2.21414
63.6,-2.20625,-2.20625
63.7,-2.19835,-2.19835
63.8,-2.19044,-2.19044
63.9,-2.18253,-2.18253
64.0,-2.17461,-2.17461
64.1,-2.16669,-2.16669
64.2,-2.15877,-2.15877
64.3,-2.15083,-2.15083
64.4,-2.1429,-2.1429
64.5,-2.13495,-2.13495
64.6,-2.12701,-2.12701
64.7,-2.11905,-2.11905
64.8,-2.1111,-2.1111
64.9,-2.10313,-2.10313
65.0,-2.09517,-2.09517
65.1,-2.08719,-2.08719
65.2,-2.07922,-2.07922
65.3,-2.07123,-2.07123
65.4,-2.06324,-2.06324
65.5,-2.05525,-2.05525
65.6,-2.04725,-2.04725
65.7,-2.03925,-2.03925
65.8,-2.03124,-2.03124
65.9,-2.02323,-2.02323
66.0,-2.01521,-2.01521
66.1,-2.00719,-2.00719
66.2,-1.99916,-1.99916
66.3,-1.99113,-1.99113
66.4,-1.9831,-1.9831
66.5,-1.97505,-1.97505
66.6,-1.96701,-1.96701
66.7,-1.95896,-1.95896
66.8,-1.9509,-1.9509
66.9,-1.94284,-1.94284
67.0,-1.93478,-1.93478
67.1,-1.92671,-1.92671
67.2,-1.91863,-1.91863
67.3,-1.91056,-1.91056
67.4,-1.90247,-1.90247
67.5,-1.89438,-1.89438
67.6,-1.88629,-1.88629
67.7,-1.8782,-1.8782
67.8,-1.8701,-1.8701
67.9,-1.86199,-1.86199
68.0,-1.85388,-1.85388
68.1,-1.84577,-1.84577
68.2,-1.83765,-1.83765
68.3,-1.82952,-1.82952
68.4,-1.8214,-1.8214
68.5,-1.81327,-1.81327
68.6,-1.80513,-1.80513
68.7,-1.79699,-1.79699
68.8,-1.78885,-1.78885
68.9,-1.7807,-1.7807
69.0,-1.77254,-1.77254
69.1,-1.76439,-1.76439
69.2,-1.75623,-1.75623
69.3,-1.74806,-1.74806
69.4,-1.73989,-1.73989
69.5,-1.73172,-1.73172
69.6,-1.72354,-1.72354
69.7,-1.71536,-1.71536
69.8,-1.70717,-1.70717
69.9,-1.69899,-1.69899
70.0,-1.69079,-1.69079
70.1,-1.68259,-1.68259
70.2,-1.67439,-1.67439
70.3,-1.66619,-1.66619
70.4,-1.65798,-1.65798
70.5,-1.64977,-1.64977
70.6,-1.64155,-1.64155
70.7,-1.63333,-1.63333
70.8,-1.6251,-1.6251
70.9,-1.61688,-1.61688
71.0,-1.60864,-1.60864
71.1,-1.60041,-1.60041
71.2,-1.59217,-1.59217
71.3,-1.58393,-1.58393
71.4,-1.57568,-1.57568
71.5,-1.56743,-1.56743
71.6,-1.55917,-1.55917
71.7,-1.55092,-1.55092
71.8,-1.54266,-1.54266
71.9,-1.53439,-1.53439
72.0,-1.52612,-1.52612
72.1,-1.51785,-1.51785
72.2,-1.50958,-1.50958
72.3,-1.5013,-1.5013
72.4,-1.49301,-1.49301
72.5,-1.48473,-1.48473
72.6,-1.47644,-1.47644
72.7,-1.46815,-1.46815
72.8,-1.45985,-1.45985
72.9,-1.45155,-1.45155
73.0,-1.44325,-1.44325
73.1,-1.43494,-1.43494
73.2,-1.42663,-1.42663
73.3,-1.41832,-1.41832
73.4,-1.41,-1.41
73.5,-1.40169,-1.40169
73.6,-1.39336,-1.39336
73.7,-1.38504,-1.38504
73.8,-1.37671,-1.37671
73.9,-1.36838,-1.36838
74.0,-1.36004,-1.36004
74.1,-1.3517,-1.3517
74.2,-1.34336,-1.34336
74.3,-1.33502,-1.33502
74.4,-1.32667,-1.32667
74.5,-1.31832,-1.31832
74.6,-1.30997,-1.30997
74.7,-1.30161,-1.30161
74.8,-1.29325,-1.29325
74.9,-1.28489,-1.28489
75.0,-1.27652,-1.27652
75.1,-1.26816,-1.26816
75.2,-1.25979,-1.25979
75.3,-1.25141,-1.25141
75.4,-1.24304,-1.24304
75.5,-1.23466,-1.23466
75.6,-1.22627,-1.22627
75.7,-1.21789,-1.21789
75.8,-1.2095,-1.2095
75.9,-1.20111,-1.20111
76.0,-1.19272,-1.19272
76.1,-1.18432,-1.18432
76.2,-1.17592,-1.17592
76.3,-1.16752,-1.16752
76.4,-1.15912,-1.15912
76.5,-1.15071,-1.15071
76.6,-1.1423,-1.1423
76.7,-1.13389,-1.13389
76.8,-1.12548,-1.12548
76.9,-1.11706,-1.11706
77.0,-1.10864,-1.10864
77.1,-1.10022,-1.10022
77.2,-1.09179,-1.09179
77.3,-1.08337,-1.08337
77.4,-1.07494,-1.07494
77.5,-1.06651,-1.06651
77.6,-1.05807,-1.05807
77.7,-1.04964,-1.04964
77.8,-1.0412,-1.0412
77.9,-1.03276,-1.03276
78.0,-1.02431,-1.02431
78.1,-1.01587,-1.01587
78.2,-1.00742,-1.00742
78.3,-0.998968,-0.998968
78.4,-0.990515,-0.990515
78.5,-0.98206,-0.98206
78.6,-0.973603,-0.973603
78.7,-0.965144,-0.965144
78.8,-0.956683,-0.956683
78.9,-0.94822,-0.94822
79.0,-0.939754,-0.939754
79.1,-0.931286,-0.931286
79.2,-0.922817,-0.922817
79.3,-0.914345,-0.914345
79.4,-0.905871,-0.905871
79.5,-0.897395,-0.897395
79.6,-0.888917,-0.888917
79.7,-0.880437,-0.880437
79.8,-0.871955,-0.871955
79.9,-0.863472,-0.863472
80.0,-0.854986,-0.854986
80.1,-0.846498,-0.846498
80.2,-0.838009,-0.838009
80.3,-0.829517,-0.829517
80.4,-0.821024,-0.821024
80.5,-0.812529,-0.812529
80.6,-0.804032,-0.804032
80.7,-0.795534,-0.795534
80.8,-0.787033,-0.787033
80.9,-0.778531,-0.778531
81.0,-0.770027,-0.770027
81.1,-0.761522,-0.761522
81.2,-0.753014,-0.753014
81.3,-0.744505,-0.744505
81.4,-0.735995,-0.735995
81.5,-0.727483,-0.727483
81.6,-0.718969,-0.718969
81.7,-0.710453,-0.710453
81.8,-0.701936,-0.701936
81.9,-0.693418,-0.693418
82.0,-0.684897,-0.684897
82.1,-0.676376,-0.676376
82.2,-0.667853,-0.667853
82.3,-0.659328,-0.659328
82.4,-0.650802,-0.650802
82.5,-0.642274,-0.642274
82.6,-0.633746,-0.633746
82.7,-0.625215,-0.625215
82.8,-0.616683,-0.616683
82.9,-0.60815,-0.60815
83.0,-0.599616,-0.599616
83.1,-0.59108,-0.59108
83.2,-0.582543,-0.582543
83.3,-0.574005,-0.574005
83.4,-0.565465,-0.565465
83.5,-0.556924,-0.556924
83.6,-0.548382,-0.548382
83.7,-0.539839,-0.539839
83.8,-0.531294,-0.531294
83.9,-0.522749,-0.522749
84.0,-0.514202,-0.514202
84.1,-0.505654,-0.505654
84.2,-0.497105,-0.497105
84.3,-0.488555,-0.488555
84.4,-0.480003,-0.480003
84.5,-0.471451,-0.471451
84.6,-0.462898,-0.462898
84.7,-0.454343,-0.454343
84.8,-0.445788,-0.445788
84.9,-0.437232,-0.437232
85.0,-0.428674,-0.428674
85.1,-0.420116,-0.420116
85.2,-0.411557,-0.411557
85.3,-0.402997,-0.402997
85.4,-0.394436,-0.394436
85.5,-0.385874,-0.385874
85.6,-0.377311,-0.377311
85.7,-0.368748,-0.368748
85.8,-0.360184,-0.360184
85.9,-0.351618,-0.351618
86.0,-0.343053,-0.343053
86.1,-0.334486,-0.334486
86.2,-0.325918,-0.325918
86.3,-0.31735,-0.31735
86.4,-0.308782,-0.308782
86.5,-0.300212,-0.300212
86.6,-0.291642,-0.291642
86.7,-0.283071,-0.283071
86.8,-0.2745,-0.2745
86.9,-0.265928,-0.265928
87.0,-0.257355,-0.257355
87.1,-0.248782,-0.248782
