Angle (deg),Magnitude (dB),Phase (deg)
8.0,-4.21768,-4.21768
8.1,-4.21631,-4.21631
8.2,-4.21493,-4.21493
8.3,-4.21353,-4.21353
8.4,-4.21212,-4.21212
8.5,-4.21068,-4.21068
8.6,-4.20923,-4.20923
8.7,-4.20777,-4.20777
8.8,-4.20628,-4.20628
8.9,-4.20478,-4.20478
9.0,-4.20326,-4.20326
9.1,-4.20173,-4.20173
9.2,-4.20018,-4.20018
9.3,-4.19861,-4.19861
9.4,-4.19702,-4.19702
9.5,-4.19542,-4.19542
9.6,-4.1938,-4.1938
9.7,-4.19217,-4.19217
9.8,-4.19052,-4.19052
9.9,-4.18885,-4.18885
10.0,-4.18716,-4.18716
10.1,-4.18546,-4.18546
10.2,-4.18374,-4.18374
10.3,-4.182,-4.182
10.4,-4.18025,-4.18025
10.5,-4.17848,-4.17848
10.6,-4.17669,-4.17669
10.7,-4.17488,-4.17488
10.8,-4.17306,-4.17306
10.9,-4.17123,-4.17123
11.0,-4.16937,-4.16937
11.1,-4.1675,-4.1675
11.2,-4.16561,-4.16561
11.3,-4.16371,-4.16371
11.4,-4.16179,-4.16179
11.5,-4.15985,-4.15985
11.6,-4.15789,-4.15789
11.7,-4.15592,-4.15592
11.8,-4.15393,-4.15393
11.9,-4.15192,-4.15192
12.0,-4.1499,-4.1499
12.1,-4.14786,-4.14786
12.2,-4.14581,-4.14581
12.3,-4.14373,-4.14373
12.4,-4.14164,-4.14164
12.5,-4.13954,-4.13954
12.6,-4.13742,-4.13742
12.7,-4.13528,-4.13528
12.8,-4.13312,-4.13312
12.9,-4.13095,-4.13095
13.0,-4.12876,-4.12876
13.1,-4.12655,-4.12655
13.2,-4.12433,-4.12433
13.3,-4.12209,-4.12209
13.4,-4.11983,-4.11983
13.5,-4.11756,-4.11756
13.6,-4.11527,-4.11527
13.7,-4.11296,-4.11296
13.8,-4.11063,-4.11063
13.9,-4.10829,-4.10829
14.0,-4.10594,-4.10594
14.1,-4.10356,-4.10356
14.2,-4.10117,-4.10117
14.3,-4.09877,-4.09877
14.4,-4.09634,-4.09634
14.5,-4.0939,-4.0939
14.6,-4.09145,-4.09145
14.7,-4.08897,-4.08897
14.8,-4.08648,-4.08648
14.9,-4.08397,-4.08397
15.0,-4.08145,-4.08145
15.1,-4.07891,-4.07891
15.2,-4.07635,-4.07635
15.3,-4.07378,-4.07378
15.4,-4.07119,-4.07119
15.5,-4.06858,-4.06858
15.6,-4.06596,-4.06596
15.7,-4.06332,-4.06332
15.8,-4.06066,-4.06066
15.9,-4.05799,-4.05799
16.0,-4.0553,-4.0553
16.1,-4.0526,-4.0526
16.2,-4.04987,-4.04987
16.3,-4.04713,-4.04713
16.4,-4.04438,-4.04438
16.5,-4.04161,-4.04161
16.6,-4.03882,-4.03882
16.7,-4.03601,-4.03601
16.8,-4.03319,-4.03319
16.9,-4.03035,-4.03035
17.0,-4.0275,-4.0275
17.1,-4.02462,-4.02462
17.2,-4.02174,-4.02174
17.3,-4.01883,-4.01883
17.4,-4.01591,-4.01591
17.5,-4.01297,-4.01297
17.6,-4.01002,-4.01002
17.7,-4.00705,-4.00705
17.8,-4.00406,-4.00406
17.9,-4.00106,-4.00106
18.0,-3.99804,-3.99804
18.1,-3.995,-3.995
18.2,-3.99195,-3.99195
18.3,-3.98888,-3.98888
18.4,-3.98579,-3.98579
18.5,-3.98269,-3.98269
18.6,-3.97957,-3.97957
18.7,-3.97644,-3.97644
18.8,-3.97329,-3.97329
18.9,-3.97012,-3.97012
19.0,-3.96694,-3.96694
19.1,-3.96374,-3.96374
19.2,-3.96052,-3.96052
19.3,-3.95729,-3.95729
19.4,-3.95404,-3.95404
19.5,-3.95077,-3.95077
19.6,-3.94749,-3.94749
19.7,-3.94419,-3.94419
19.8,-3.94088,-3.94088
19.9,-3.93755,-3.93755
20.0,-3.9342,-3.9342
20.1,-3.93083,-3.93083
20.2,-3.92745,-3.92745
20.3,-3.92406,-3.92406
20.4,-3.92065,-3.92065
20.5,-3.91722,-3.91722
20.6,-3.91377,-3.91377
20.7,-3.91031,-3.91031
20.8,-3.90683,-3.90683
20.9,-3.90334,-3.90334
21.0,-3.89983,-3.89983
21.1,-3.89631,-3.89631
21.2,-3.89276,-3.89276
21.3,-3.8892,-3.8892
21.4,-3.88563,-3.88563
21.5,-3.88204,-3.88204
21.6,-3.87843,-3.87843
21.7,-3.87481,-3.87481
21.8,-3.87117,-3.87117
21.9,-3.86752,-3.86752
22.0,-3.86384,-3.86384
22.1,-3.86016,-3.86016
22.2,-3.85645,-3.85645
22.3,-3.85273,-3.85273
22.4,-3.849,-3.849
22.5,-3.84525,-3.84525
22.6,-3.84148,-3.84148
22.7,-3.83769,-3.83769
22.8,-3.83389,-3.83389
22.9,-3.83008,-3.83008
23.0,-3.82625,-3.82625
23.1,-3.8224,-3.8224
23.2,-3.81853,-3.81853
23.3,-3.81465,-3.81465
23.4,-3.81076,-3.81076
23.5,-3.80685,-3.80685
23.6,-3.80292,-3.80292
23.7,-3.79898,-3.79898
23.8,-3.79502,-3.79502
23.9,-3.79104,-3.79104
24.0,-3.78705,-3.78705
24.1,-3.78304,-3.78304
24.2,-3.77902,-3.77902
24.3,-3.77498,-3.77498
24.4,-3.77092,-3.77092
24.5,-3.76685,-3.76685
24.6,-3.76277,-3.76277
24.7,-3.75866,-3.75866
24.8,-3.75454,-3.75454
24.9,-3.75041,-3.75041
25.0,-3.74626,-3.74626
25.1,-3.74209,-3.74209
25.2,-3.73791,-3.73791
25.3,-3.73372,-3.73372
25.4,-3.7295,-3.7295
25.5,-3.72527,-3.72527
25.6,-3.72103,-3.72103
25.7,-3.71677,-3.71677
25.8,-3.71249,-3.71249
25.9,-3.7082,-3.7082
26.0,-3.7039,-3.7039
26.1,-3.69957,-3.69957
26.2,-3.69523,-3.69523
26.3,-3.69088,-3.69088
26.4,-3.68651,-3.68651
26.5,-3.68213,-3.68213
26.6,-3.67772,-3.67772
26.7,-3.67331,-3.67331
26.8,-3.66888,-3.66888
26.9,-3.66443,-3.66443
27.0,-3.65997,-3.65997
27.1,-3.65549,-3.65549
27.2,-3.65099,-3.65099
27.3,-3.64648,-3.64648
27.4,-3.64196,-3.64196
27.5,-3.63742,-3.63742
27.6,-3.63286,-3.63286
27.7,-3.62829,-3.62829
27.8,-3.62371,-3.62371
27.9,-3.6191,-3.6191
28.0,-3.61449,-3.61449
28.1,-3.60985,-3.60985
28.2,-3.6052,-3.6052
28.3,-3.60054,-3.60054
28.4,-3.59586,-3.59586
28.5,-3.59117,-3.59117
28.6,-3.58646,-3.58646
28.7,-3.58173,-3.58173
28.8,-3.57699,-3.57699
28.9,-3.57224,-3.57224
29.0,-3.56747,-3.56747
29.1,-3.56268,-3.56268
29.2,-3.55788,-3.55788
29.3,-3.55307,-3.55307
29.4,-3.54824,-3.54824
29.5,-3.54339,-3.54339
29.6,-3.53853,-3.53853
29.7,-3.53365,-3.53365
29.8,-3.52876,-3.52876
29.9,-3.52386,-3.52386
30.0,-3.51893,-3.51893
30.1,-3.514,-3.514
30.2,-3.50905,-3.50905
30.3,-3.50408,-3.50408
30.4,-3.4991,-3.4991
30.5,-3.4941,-3.4941
30.6,-3.48909,-3.48909
30.7,-3.48406,-3.48406
30.8,-3.47902,-3.47902
30.9,-3.47397,-3.47397
31.0,-3.4689,-3.4689
31.1,-3.46381,-3.46381
31.2,-3.45871,-3.45871
31.3,-3.45359,-3.45359
31.4,-3.44846,-3.44846
31.5,-3.44332,-3.44332
31.6,-3.43816,-3.43816
31.7,-3.43299,-3.43299
31.8,-3.4278,-3.4278
31.9,-3.42259,-3.42259
32.0,-3.41737,-3.41737
32.1,-3.41214,-3.41214
32.2,-3.40689,-3.40689
32.3,-3.40163,-3.40163
32.4,-3.39636,-3.39636
32.5,-3.39106,-3.39106
32.6,-3.38576,-3.38576
32.7,-3.38044,-3.38044
32.8,-3.3751,-3.3751
32.9,-3.36975,-3.36975
33.0,-3.36439,-3.36439
33.1,-3.35901,-3.35901
33.2,-3.35362,-3.35362
33.3,-3.34821,-3.34821
33.4,-3.34279,-3.34279
33.5,-3.33736,-3.33736
33.6,-3.33191,-3.33191
33.7,-3.32644,-3.32644
33.8,-3.32096,-3.32096
33.9,-3.31547,-3.31547
34.0,-3.30996,-3.30996
34.1,-3.30444,-3.30444
34.2,-3.29891,-3.29891
34.3,-3.29336,-3.29336
34.4,-3.28779,-3.28779
34.5,-3.28222,-3.28222
34.6,-3.27663,-3.27663
34.7,-3.27102,-3.27102
34.8,-3.2654,-3.2654
34.9,-3.25977,-3.25977
35.0,-3.25412,-3.25412
35.1,-3.24846,-3.24846
35.2,-3.24278,-3.24278
35.3,-3.23709,-3.23709
35.4,-3.23139,-3.23139
35.5,-3.22567,-3.22567
35.6,-3.21994,-3.21994
35.7,-3.2142,-3.2142
35.8,-3.20844,-3.20844
35.9,-3.20267,-3.20267
36.0,-3.19688,-3.19688
36.1,-3.19108,-3.19108
36.2,-3.18527,-3.18527
36.3,-3.17944,-3.17944
36.4,-3.1736,-3.1736
36.5,-3.16775,-3.16775
36.6,-3.16188,-3.16188
36.7,-3.156,-3.156
36.8,-3.1501,-3.1501
36.9,-3.1442,-3.1442
37.0,-3.13828,-3.13828
37.1,-3.13234,-3.13234
37.2,-3.12639,-3.12639
37.3,-3.12043,-3.12043
37.4,-3.11446,-3.11446
37.5,-3.10847,-3.10847
37.6,-3.10247,-3.10247
37.7,-3.09645,-3.09645
37.8,-3.09043,-3.09043
37.9,-3.08439,-3.08439
38.0,-3.07833,-3.07833
38.1,-3.07227,-3.07227
38.2,-3.06619,-3.06619
38.3,-3.06009,-3.06009
38.4,-3.05399,-3.05399
38.5,-3.04787,-3.04787
38.6,-3.04174,-3.04174
38.7,-3.03559,-3.03559
38.8,-3.02944,-3.02944
38.9,-3.02327,-3.02327
39.0,-3.01708,-3.01708
39.1,-3.01089,-3.01089
39.2,-3.00468,-3.00468
39.3,-2.99846,-2.99846
39.4,-2.99223,-2.99223
39.5,-2.98598,-2.98598
39.6,-2.97972,-2.97972
39.7,-2.97345,-2.97345
39.8,-2.96717,-2.96717
39.9,-2.96087,-2.96087
40.0,-2.95456,-2.95456
40.1,-2.94824,-2.94824
40.2,-2.94191,-2.94191
40.3,-2.93556,-2.93556
40.4,-2.9292,-2.9292
40.5,-2.92283,-2.92283
40.6,-2.91645,-2.91645
40.7,-2.91006,-2.91006
40.8,-2.90365,-2.90365
40.9,-2.89723,-2.89723
41.0,-2.8908,-2.8908
41.1,-2.88436,-2.88436
41.2,-2.8779,-2.8779
41.3,-2.87144,-2.87144
41.4,-2.86496,-2.86496
41.5,-2.85847,-2.85847
41.6,-2.85197,-2.85197
41.7,-2.84545,-2.84545
41.8,-2.83893,-2.83893
41.9,-2.83239,-2.83239
42.0,-2.82584,-2.82584
42.1,-2.81928,-2.81928
42.2,-2.81271,-2.81271
42.3,-2.80612,-2.80612
42.4,-2.79953,-2.79953
42.5,-2.79292,-2.79292
42.6,-2.7863,-2.7863
42.7,-2.77968,-2.77968
42.8,-2.77303,-2.77303
42.9,-2.76638,-2.76638
43.0,-2.75972,-2.75972
43.1,-2.75305,-2.75305
43.2,-2.74636,-2.74636
43.3,-2.73966,-2.73966
43.4,-2.73296,-2.73296
43.5,-2.72624,-2.72624
43.6,-2.71951,-2.71951
43.7,-2.71277,-2.71277
43.8,-2.70602,-2.70602
43.9,-2.69926,-2.69926
44.0,-2.69248,-2.69248
44.1,-2.6857,-2.6857
44.2,-2.67891,-2.67891
44.3,-2.6721,-2.6721
44.4,-2.66529,-2.66529
44.5,-2.65846,-2.65846
44.6,-2.65163,-2.65163
44.7,-2.64478,-2.64478
44.8,-2.63792,-2.63792
44.9,-2.63106,-2.63106
45.0,-2.62418,-2.62418
45.1,-2.61729,-2.61729
45.2,-2.6104,-2.6104
45.3,-2.60349,-2.60349
45.4,-2.59657,-2.59657
45.5,-2.58964,-2.58964
45.6,-2.58271,-2.58271
45.7,-2.57576,-2.57576
45.8,-2.5688,-2.5688
45.9,-2.56183,-2.56183
46.0,-2.55486,-2.55486
46.1,-2.54787,-2.54787
46.2,-2.54087,-2.54087
46.3,-2.53387,-2.53387
46.4,-2.52685,-2.52685
46.5,-2.51983,-2.51983
46.6,-2.5128,-2.5128
46.7,-2.50575,-2.50575
46.8,-2.4987,-2.4987
46.9,-2.49164,-2.49164
47.0,-2.48457,-2.48457
47.1,-2.47749,-2.47749
47.2,-2.4704,-2.4704
47.3,-2.4633,-2.4633
47.4,-2.45619,-2.45619
47.5,-2.44908,-2.44908
47.6,-2.44195,-2.44195
47.7,-2.43482,-2.43482
47.8,-2.42768,-2.42768
47.9,-2.42053,-2.42053
48.0,-2.41337,-2.41337
48.1,-2.4062,-2.4062
48.2,-2.39903,-2.39903
48.3,-2.39184,-2.39184
48.4,-2.38465,-2.38465
48.5,-2.37745,-2.37745
48.6,-2.37024,-2.37024
48.7,-2.36302,-2.36302
48.8,-2.3558,-2.3558
48.9,-2.34856,-2.34856
49.0,-2.34132,-2.34132
49.1,-2.33407,-2.33407
49.2,-2.32682,-2.32682
49.3,-2.31955,-2.31955
49.4,-2.31228,-2.31228
49.5,-2.305,-2.305
49.6,-2.29771,-2.29771
49.7,-2.29042,-2.29042
49.8,-2.28312,-2.28312
49.9,-2.27581,-2.27581
50.0,-2.26849,-2.26849
50.1,-2.26117,-2.26117
50.2,-2.25384,-2.25384
50.3,-2.2465,-2.2465
50.4,-2.23915,-2.23915
50.5,-2.2318,-2.2318
50.6,-2.22444,-2.22444
50.7,-2.21708,-2.21708
50.8,-2.20971,-2.20971
50.9,-2.20233,-2.20233
51.0,-2.19494,-2.19494
51.1,-2.18755,-2.18755
51.2,-2.18015,-2.18015
51.3,-2.17275,-2.17275
51.4,-2.16534,-2.16534
51.5,-2.15792,-2.15792
51.6,-2.1505,-2.1505
51.7,-2.14307,-2.14307
51.8,-2.13564,-2.13564
51.9,-2.1282,-2.1282
52.0,-2.12075,-2.12075
52.1,-2.1133,-2.1133
52.2,-2.10584,-2.10584
52.3,-2.09838,-2.09838
52.4,-2.09091,-2.09091
52.5,-2.08344,-2.08344
52.6,-2.07596,-2.07596
52.7,-2.06848,-2.06848
52.8,-2.06099,-2.06099
52.9,-2.05349,-2.05349
53.0,-2.046,-2.046
53.1,-2.03849,-2.03849
53.2,-2.03098,-2.03098
53.3,-2.02347,-2.02347
53.4,-2.01595,-2.01595
53.5,-2.00843,-2.00843
53.6,-2.0009,-2.0009
53.7,-1.99337,-1.99337
53.8,-1.98584,-1.98584
53.9,-1.9783,-1.9783
54.0,-1.97075,-1.97075
54.1,-1.96321,-1.96321
54.2,-1.95566,-1.95566
54.3,-1.9481,-1.9481
54.4,-1.94054,-1.94054
54.5,-1.93298,-1.93298
54.6,-1.92541,-1.92541
54.7,-1.91784,-1.91784
54.8,-1.91027,-1.91027
54.9,-1.90269,-1.90269
55.0,-1.89512,-1.89512
55.1,-1.88753,-1.88753
55.2,-1.87995,-1.87995
55.3,-1.87236,-1.87236
55.4,-1.86477,-1.86477
55.5,-1.85718,-1.85718
55.6,-1.84958,-1.84958
55.7,-1.84198,-1.84198
55.8,-1.83438,-1.83438
55.9,-1.82678,-1.82678
56.0,-1.81917,-1.81917
56.1,-1.81156,-1.81156
56.2,-1.80395,-1.80395
56.3,-1.79634,-1.79634
56.4,-1.78873,-1.78873
56.5,-1.78111,-1.78111
56.6,-1.7735,-1.7735
56.7,-1.76588,-1.76588
56.8,-1.75826,-1.75826
56.9,-1.75064,-1.75064
57.0,-1.74302,-1.74302
57.1,-1.73539,-1.73539
57.2,-1.72777,-1.72777
57.3,-1.72014,-1.72014
57.4,-1.71252,-1.71252
57.5,-1.70489,-1.70489
57.6,-1.69727,-1.69727
57.7,-1.68964,-1.68964
57.8,-1.68201,-1.68201
57.9,-1.67438,-1.67438
58.0,-1.66675,-1.66675
58.1,-1.65913,-1.65913
58.2,-1.6515,-1.6515
58.3,-1.64387,-1.64387
58.4,-1.63624,-1.63624
58.5,-1.62862,-1.62862
58.6,-1.62099,-1.62099
58.7,-1.61336,-1.61336
58.8,-1.60574,-1.60574
58.9,-1.59812,-1.59812
59.0,-1.59049,-1.59049
59.1,-1.58287,-1.58287
59.2,-1.57525,-1.57525
59.3,-1.56763,-1.56763
59.4,-1.56001,-1.56001
59.5,-1.5524,-1.5524
59.6,-1.54478,-1.54478
59.7,-1.53717,-1.53717
59.8,-1.52956,-1.52956
59.9,-1.52195,-1.52195
60.0,-1.51434,-1.51434
60.1,-1.50674,-1.50674
60.2,-1.49914,-1.49914
60.3,-1.49154,-1.49154
60.4,-1.48394,-1.48394
60.5,-1.47635,-1.47635
60.6,-1.46876,-1.46876
60.7,-1.46117,-1.46117
60.8,-1.45358,-1.45358
60.9,-1.446,-1.446
61.0,-1.43842,-1.43842
61.1,-1.43085,-1.43085
61.2,-1.42328,-1.42328
61.3,-1.41571,-1.41571
61.4,-1.40815,-1.40815
61.5,-1.40059,-1.40059
61.6,-1.39304,-1.39304
61.7,-1.38548,-1.38548
61.8,-1.37794,-1.37794
61.9,-1.3704,-1.3704
62.0,-1.36286,-1.36286
62.1,-1.35533,-1.35533
62.2,-1.3478,-1.3478
62.3,-1.34028,-1.34028
62.4,-1.33276,-1.33276
62.5,-1.32525,-1.32525
62.6,-1.31774,-1.31774
62.7,-1.31024,-1.31024
62.8,-1.30275,-1.30275
62.9,-1.29526,-1.29526
63.0,-1.28778,-1.28778
63.1,-1.2803,-1.2803
63.2,-1.27283,-1.27283
63.3,-1.26537,-1.26537
63.4,-1.25791,-1.25791
63.5,-1.25046,-1.25046
63.6,-1.24302,-1.24302
63.7,-1.23558,-1.23558
63.8,-1.22815,-1.22815
63.9,-1.22073,-1.22073
64.0,-1.21331,-1.21331
64.1,-1.20591,-1.20591
64.2,-1.19851,-1.19851
64.3,-1.19112,-1.19112
64.4,-1.18373,-1.18373
64.5,-1.17636,-1.17636
64.6,-1.16899,-1.16899
64.7,-1.16163,-1.16163
64.8,-1.15428,-1.15428
64.9,-1.14694,-1.14694
65.0,-1.13961,-1.13961
65.1,-1.13228,-1.13228
65.2,-1.12497,-1.12497
65.3,-1.11766,-1.11766
65.4,-1.11037,-1.11037
65.5,-1.10308,-1.10308
65.6,-1.09581,-1.09581
65.7,-1.08854,-1.08854
65.8,-1.08128,-1.08128
65.9,-1.07404,-1.07404
66.0,-1.0668,-1.0668
66.1,-1.05958,-1.05958
66.2,-1.05236,-1.05236
66.3,-1.04516,-1.04516
66.4,-1.03797,-1.03797
66.5,-1.03078,-1.03078
66.6,-1.02361,-1.02361
66.7,-1.01645,-1.01645
66.8,-1.00931,-1.00931
66.9,-1.00217,-1.00217
67.0,-0.995048,-0.995048
67.1,-0.987936,-0.987936
67.2,-0.980836,-0.980836
67.3,-0.973749,-0.973749
67.4,-0.966674,-0.966674
67.5,-0.959612,-0.959612
67.6,-0.952563,-0.952563
67.7,-0.945527,-0.945527
67.8,-0.938504,-0.938504
67.9,-0.931494,-0.931494
68.0,-0.924498,-0.924498
68.1,-0.917515,-0.917515
68.2,-0.910546,-0.910546
68.3,-0.903591,-0.903591
68.4,-0.89665,-0.89665
68.5,-0.889724,-0.889724
68.6,-0.882812,-0.882812
68.7,-0.875914,-0.875914
68.8,-0.869031,-0.869031
68.9,-0.862163,-0.862163
69.0,-0.855311,-0.855311
69.1,-0.848473,-0.848473
69.2,-0.841651,-0.841651
69.3,-0.834844,-0.834844
69.4,-0.828053,-0.828053
69.5,-0.821278,-0.821278
69.6,-0.814519,-0.814519
69.7,-0.807777,-0.807777
69.8,-0.80105,-0.80105
69.9,-0.79434,-0.79434
70.0,-0.787647,-0.787647
70.1,-0.780971,-0.780971
70.2,-0.774312,-0.774312
70.3,-0.76767,-0.76767
70.4,-0.761045,-0.761045
70.5,-0.754438,-0.754438
70.6,-0.747849,-0.747849
70.7,-0.741278,-0.741278
70.8,-0.734724,-0.734724
70.9,-0.728189,-0.728189
71.0,-0.721672,-0.721672
71.1,-0.715174,-0.715174
71.2,-0.708694,-0.708694
71.3,-0.702234,-0.702234
71.4,-0.695792,-0.695792
71.5,-0.68937,-0.68937
71.6,-0.682967,-0.682967
71.7,-0.676583,-0.676583
71.8,-0.67022,-0.67022
71.9,-0.663876,-0.663876
72.0,-0.657552,-0.657552
72.1,-0.651249,-0.651249
72.2,-0.644966,-0.644966
72.3,-0.638703,-0.638703
72.4,-0.632461,-0.632461
72.5,-0.62624,-0.62624
72.6,-0.62004,-0.62004
72.7,-0.613862,-0.613862
72.8,-0.607705,-0.607705
72.9,-0.601569,-0.601569
73.0,-0.595455,-0.595455
73.1,-0.589363,-0.589363
73.2,-0.583294,-0.583294
73.3,-0.577246,-0.577246
73.4,-0.571221,-0.571221
73.5,-0.565218,-0.565218
73.6,-0.559239,-0.559239
73.7,-0.553282,-0.553282
73.8,-0.547348,-0.547348
73.9,-0.541438,-0.541438
74.0,-0.535551,-0.535551
74.1,-0.529687,-0.529687
74.2,-0.523848,-0.523848
74.3,-0.518032,-0.518032
74.4,-0.512241,-0.512241
74.5,-0.506474,-0.506474
74.6,-0.500731,-0.500731
74.7,-0.495013,-0.495013
74.8,-0.489319,-0.489319
74.9,-0.483651,-0.483651
75.0,-0.478008,-0.478008
75.1,-0.47239,-0.47239
75.2,-0.466797,-0.466797
75.3,-0.46123,-0.46123
75.4,-0.455689,-0.455689
75.5,-0.450174,-0.450174
75.6,-0.444685,-0.444685
75.7,-0.439222,-0.439222
75.8,-0.433786,-0.433786
75.9,-0.428377,-0.428377
76.0,-0.422994,-0.422994
76.1,-0.417638,-0.417638
76.2,-0.412309,-0.412309
76.3,-0.407008,-0.407008
76.4,-0.401734,-0.401734
76.5,-0.396487,-0.396487
76.6,-0.391268,-0.391268
76.7,-0.386078,-0.386078
76.8,-0.380915,-0.380915
76.9,-0.375781,-0.375781
77.0,-0.370675,-0.370675
77.1,-0.365597,-0.365597
77.2,-0.360549,-0.360549
77.3,-0.355529,-0.355529
77.4,-0.350538,-0.350538
77.5,-0.345577,-0.345577
77.6,-0.340645,-0.340645
77.7,-0.335742,-0.335742
77.8,-0.330869,-0.330869
77.9,-0.326026,-0.326026
78.0,-0.321213,-0.321213
78.1,-0.31643,-0.31643
78.2,-0.311678,-0.311678
78.3,-0.306956,-0.306956
78.4,-0.302264,-0.302264
78.5,-0.297603,-0.297603
78.6,-0.292974,-0.292974
78.7,-0.288375,-0.288375
78.8,-0.283807,-0.283807
78.9,-0.279271,-0.279271
79.0,-0.274767,-0.274767
79.1,-0.270294,-0.270294
79.2,-0.265853,-0.265853
79.3,-0.261444,-0.261444
79.4,-0.257067,-0.257067
79.5,-0.252722,-0.252722
79.6,-0.24841,-0.24841
79.7,-0.24413,-0.24413
79.8,-0.239883,-0.239883
79.9,-0.235669,-0.235669
80.0,-0.231488,-0.231488
80.1,-0.22734,-0.22734
80.2,-0.223226,-0.223226
80.3,-0.219144,-0.219144
80.4,-0.215097,-0.215097
80.5,-0.211083,-0.211083
80.6,-0.207102,-0.207102
80.7,-0.203156,-0.203156
80.8,-0.199244,-0.199244
80.9,-0.195366,-0.195366
81.0,-0.191523,-0.191523
81.1,-0.187714,-0.187714
81.2,-0.18394,-0.18394
81.3,-0.1802,-0.1802
81.4,-0.176496,-0.176496
81.5,-0.172826,-0.172826
81.6,-0.169192,-0.169192
81.7,-0.165592,-0.165592
81.8,-0.162029,-0.162029
81.9,-0.158501,-0.158501
82.0,-0.155008,-0.155008
82.1,-0.151551,-0.151551
82.2,-0.148131,-0.148131
82.3,-0.144746,-0.144746
82.4,-0.141397,-0.141397
82.5,-0.138085,-0.138085
82.6,-0.134809,-0.134809
82.7,-0.13157,-0.13157
82.8,-0.128367,-0.128367
82.9,-0.125201,-0.125201
83.0,-0.122072,-0.122072
83.1,-0.11898,-0.11898
83.2,-0.115925,-0.115925
83.3,-0.112907,-0.112907
83.4,-0.109926,-0.109926
83.5,-0.106983,-0.106983
83.6,-0.104077,-0.104077
83.7,-0.101209,-0.101209
83.8,-0.0983789,-0.0983789
83.9,-0.0955864,-0.0955864
84.0,-0.0928318,-0.0928318
84.1,-0.0901153,-0.0901153
84.2,-0.0874369,-0.0874369
84.3,-0.0847967,-0.0847967
84.4,-0.0821948,-0.0821948
84.5,-0.0796314,-0.0796314
84.6,-0.0771065,-0.0771065
84.7,-0.0746202,-0.0746202
84.8,-0.0721725,-0.0721725
84.9,-0.0697637,-0.0697637
85.0,-0.0673937,-0.0673937
85.1,-0.0650627,-0.0650627
85.2,-0.0627708,-0.0627708
85.3,-0.060518,-0.060518
85.4,-0.0583044,-0.0583044
85.5,-0.0561301,-0.0561301
85.6,-0.0539951,-0.0539951
85.7,-0.0518997,-0.0518997
85.8,-0.0498437,-0.0498437
85.9,-0.0478274,-0.0478274
86.0,-0.0458508,-0.0458508
86.1,-0.0439139,-0.0439139
86.2,-0.0420169,-0.0420169
86.3,-0.0401597,-0.0401597
86.4,-0.0383425,-0.0383425
86.5,-0.0365654,-0.0365654
86.6,-0.0348284,-0.0348284
86.7,-0.0331315,-0.0331315
86.8,-0.0314748,-0.0314748
