Angle (deg),Magnitude (dB),Phase (deg)
18.3,-9.85747,-9.85747
18.4,-9.85218,-9.85218
18.5,-9.84687,-9.84687
18.6,-9.84154,-9.84154
18.7,-9.8362,-9.8362
18.8,-9.83084,-9.83084
18.9,-9.82547,-9.82547
19.0,-9.82007,-9.82007
19.1,-9.81467,-9.81467
19.2,-9.80924,-9.80924
19.3,-9.8038,-9.8038
19.4,-9.79835,-9.79835
19.5,-9.79288,-9.79288
19.6,-9.7874,-9.7874
19.7,-9.7819,-9.7819
19.8,-9.77638,-9.77638
19.9,-9.77085,-9.77085
20.0,-9.76531,-9.76531
20.1,-9.75976,-9.75976
20.2,-9.75418,-9.75418
20.3,-9.7486,-9.7486
20.4,-9.743,-9.743
20.5,-9.73739,-9.73739
20.6,-9.73176,-9.73176
20.7,-9.72613,-9.72613
20.8,-9.72048,-9.72048
20.9,-9.71481,-9.71481
21.0,-9.70914,-9.70914
21.1,-9.70345,-9.70345
21.2,-9.69775,-9.69775
21.3,-9.69203,-9.69203
21.4,-9.68631,-9.68631
21.5,-9.68057,-9.68057
21.6,-9.67483,-9.67483
21.7,-9.66907,-9.66907
21.8,-9.6633,-9.6633
21.9,-9.65752,-9.65752
22.0,-9.65173,-9.65173
22.1,-9.64592,-9.64592
22.2,-9.64011,-9.64011
22.3,-9.63429,-9.63429
22.4,-9.62846,-9.62846
22.5,-9.62261,-9.62261
22.6,-9.61676,-9.61676
22.7,-9.6109,-9.6109
22.8,-9.60503,-9.60503
22.9,-9.59915,-9.59915
23.0,-9.59326,-9.59326
23.1,-9.58737,-9.58737
23.2,-9.58146,-9.58146
23.3,-9.57555,-9.57555
23.4,-9.56962,-9.56962
23.5,-9.56369,-9.56369
23.6,-9.55776,-9.55776
23.7,-9.55181,-9.55181
23.8,-9.54586,-9.54586
23.9,-9.5399,-9.5399
24.0,-9.53393,-9.53393
24.1,-9.52796,-9.52796
24.2,-9.52198,-9.52198
24.3,-9.51599,-9.51599
24.4,-9.51,-9.51
24.5,-9.504,-9.504
24.6,-9.49799,-9.49799
24.7,-9.49198,-9.49198
24.8,-9.48597,-9.48597
24.9,-9.47994,-9.47994
25.0,-9.47392,-9.47392
25.1,-9.46789,-9.46789
25.2,-9.46185,-9.46185
25.3,-9.45581,-9.45581
25.4,-9.44976,-9.44976
25.5,-9.44371,-9.44371
25.6,-9.43766,-9.43766
25.7,-9.4316,-9.4316
25.8,-9.42554,-9.42554
25.9,-9.41947,-9.41947
26.0,-9.4134,-9.4134
26.1,-9.40733,-9.40733
26.2,-9.40126,-9.40126
26.3,-9.39518,-9.39518
26.4,-9.3891,-9.3891
26.5,-9.38302,-9.38302
26.6,-9.37694,-9.37694
26.7,-9.37085,-9.37085
26.8,-9.36476,-9.36476
26.9,-9.35867,-9.35867
27.0,-9.35258,-9.35258
27.1,-9.34649,-9.34649
27.2,-9.34039,-9.34039
27.3,-9.3343,-9.3343
27.4,-9.3282,-9.3282
27.5,-9.32211,-9.32211
27.6,-9.31601,-9.31601
27.7,-9.30991,-9.30991
27.8,-9.30382,-9.30382
27.9,-9.29772,-9.29772
28.0,-9.29163,-9.29163
28.1,-9.28553,-9.28553
28.2,-9.27944,-9.27944
28.3,-9.27334,-9.27334
28.4,-9.26725,-9.26725
28.5,-9.26116,-9.26116
28.6,-9.25507,-9.25507
28.7,-9.24898,-9.24898
28.8,-9.24289,-9.24289
28.9,-9.23681,-9.23681
29.0,-9.23073,-9.23073
29.1,-9.22465,-9.22465
29.2,-9.21857,-9.21857
29.3,-9.21249,-9.21249
29.4,-9.20642,-9.20642
29.5,-9.20035,-9.20035
29.6,-9.19429,-9.19429
29.7,-9.18823,-9.18823
29.8,-9.18217,-9.18217
29.9,-9.17611,-9.17611
30.0,-9.17006,-9.17006
30.1,-9.16401,-9.16401
30.2,-9.15797,-9.15797
30.3,-9.15193,-9.15193
30.4,-9.1459,-9.1459
30.5,-9.13987,-9.13987
30.6,-9.13385,-9.13385
30.7,-9.12783,-9.12783
30.8,-9.12182,-9.12182
30.9,-9.11581,-9.11581
31.0,-9.10981,-9.10981
31.1,-9.10381,-9.10381
31.2,-9.09782,-9.09782
31.3,-9.09184,-9.09184
31.4,-9.08586,-9.08586
31.5,-9.07989,-9.07989
31.6,-9.07393,-9.07393
31.7,-9.06797,-9.06797
31.8,-9.06202,-9.06202
31.9,-9.05608,-9.05608
32.0,-9.05014,-9.05014
32.1,-9.04422,-9.04422
32.2,-9.0383,-9.0383
32.3,-9.03238,-9.03238
32.4,-9.02648,-9.02648
32.5,-9.02059,-9.02059
32.6,-9.0147,-9.0147
32.7,-9.00882,-9.00882
32.8,-9.00295,-9.00295
32.9,-8.99709,-8.99709
33.0,-8.99124,-8.99124
33.1,-8.98539,-8.98539
33.2,-8.97956,-8.97956
33.3,-8.97374,-8.97374
33.4,-8.96792,-8.96792
33.5,-8.96212,-8.96212
33.6,-8.95633,-8.95633
33.7,-8.95054,-8.95054
33.8,-8.94477,-8.94477
33.9,-8.93901,-8.93901
34.0,-8.93325,-8.93325
34.1,-8.92751,-8.92751
34.2,-8.92178,-8.92178
34.3,-8.91606,-8.91606
34.4,-8.91036,-8.91036
34.5,-8.90466,-8.90466
34.6,-8.89897,-8.89897
34.7,-8.8933,-8.8933
34.8,-8.88764,-8.88764
34.9,-8.88199,-8.88199
35.0,-8.87636,-8.87636
35.1,-8.87073,-8.87073
35.2,-8.86512,-8.86512
35.3,-8.85952,-8.85952
35.4,-8.85393,-8.85393
35.5,-8.84836,-8.84836
35.6,-8.8428,-8.8428
35.7,-8.83725,-8.83725
35.8,-8.83172,-8.83172
35.9,-8.8262,-8.8262
36.0,-8.8207,-8.8207
36.1,-8.8152,-8.8152
36.2,-8.80973,-8.80973
36.3,-8.80426,-8.80426
36.4,-8.79881,-8.79881
36.5,-8.79338,-8.79338
36.6,-8.78796,-8.78796
36.7,-8.78255,-8.78255
36.8,-8.77716,-8.77716
36.9,-8.77179,-8.77179
37.0,-8.76643,-8.76643
37.1,-8.76108,-8.76108
37.2,-8.75575,-8.75575
37.3,-8.75044,-8.75044
37.4,-8.74514,-8.74514
37.5,-8.73986,-8.73986
37.6,-8.73459,-8.73459
37.7,-8.72934,-8.72934
37.8,-8.72411,-8.72411
37.9,-8.71889,-8.71889
38.0,-8.71369,-8.71369
38.1,-8.7085,-8.7085
38.2,-8.70333,-8.70333
38.3,-8.69818,-8.69818
38.4,-8.69305,-8.69305
38.5,-8.68793,-8.68793
38.6,-8.68283,-8.68283
38.7,-8.67775,-8.67775
38.8,-8.67269,-8.67269
38.9,-8.66764,-8.66764
39.0,-8.66261,-8.66261
39.1,-8.6576,-8.6576
39.2,-8.65261,-8.65261
39.3,-8.64763,-8.64763
39.4,-8.64268,-8.64268
39.5,-8.63774,-8.63774
39.6,-8.63282,-8.63282
39.7,-8.62792,-8.62792
39.8,-8.62304,-8.62304
39.9,-8.61817,-8.61817
40.0,-8.61333,-8.61333
40.1,-8.6085,-8.6085
40.2,-8.6037,-8.6037
40.3,-8.59891,-8.59891
40.4,-8.59414,-8.59414
40.5,-8.58939,-8.58939
40.6,-8.58467,-8.58467
40.7,-8.57996,-8.57996
40.8,-8.57527,-8.57527
40.9,-8.5706,-8.5706
41.0,-8.56595,-8.56595
41.1,-8.56132,-8.56132
41.2,-8.55672,-8.55672
41.3,-8.55213,-8.55213
41.4,-8.54756,-8.54756
41.5,-8.54301,-8.54301
41.6,-8.53849,-8.53849
41.7,-8.53398,-8.53398
41.8,-8.5295,-8.5295
41.9,-8.52503,-8.52503
42.0,-8.52059,-8.52059
42.1,-8.51617,-8.51617
42.2,-8.51177,-8.51177
42.3,-8.50739,-8.50739
42.4,-8.50303,-8.50303
42.5,-8.49869,-8.49869
42.6,-8.49438,-8.49438
42.7,-8.49009,-8.49009
42.8,-8.48582,-8.48582
42.9,-8.48157,-8.48157
43.0,-8.47734,-8.47734
43.1,-8.47313,-8.47313
43.2,-8.46895,-8.46895
43.3,-8.46479,-8.46479
43.4,-8.46065,-8.46065
43.5,-8.45653,-8.45653
43.6,-8.45244,-8.45244
43.7,-8.44836,-8.44836
43.8,-8.44431,-8.44431
43.9,-8.44029,-8.44029
44.0,-8.43628,-8.43628
44.1,-8.4323,-8.4323
44.2,-8.42834,-8.42834
44.3,-8.4244,-8.4244
44.4,-8.42049,-8.42049
44.5,-8.4166,-8.4166
44.6,-8.41273,-8.41273
44.7,-8.40889,-8.40889
44.8,-8.40507,-8.40507
44.9,-8.40127,-8.40127
45.0,-8.39749,-8.39749
45.1,-8.39374,-8.39374
45.2,-8.39001,-8.39001
45.3,-8.38631,-8.38631
45.4,-8.38262,-8.38262
45.5,-8.37896,-8.37896
45.6,-8.37533,-8.37533
45.7,-8.37172,-8.37172
45.8,-8.36813,-8.36813
45.9,-8.36457,-8.36457
46.0,-8.36102,-8.36102
46.1,-8.35751,-8.35751
46.2,-8.35401,-8.35401
46.3,-8.35054,-8.35054
46.4,-8.3471,-8.3471
46.5,-8.34368,-8.34368
46.6,-8.34028,-8.34028
46.7,-8.3369,-8.3369
46.8,-8.33355,-8.33355
46.9,-8.33023,-8.33023
47.0,-8.32692,-8.32692
47.1,-8.32364,-8.32364
47.2,-8.32039,-8.32039
47.3,-8.31716,-8.31716
47.4,-8.31395,-8.31395
47.5,-8.31077,-8.31077
47.6,-8.30761,-8.30761
47.7,-8.30447,-8.30447
47.8,-8.30136,-8.30136
47.9,-8.29827,-8.29827
48.0,-8.29521,-8.29521
48.1,-8.29217,-8.29217
48.2,-8.28915,-8.28915
48.3,-8.28616,-8.28616
48.4,-8.28319,-8.28319
48.5,-8.28025,-8.28025
48.6,-8.27733,-8.27733
48.7,-8.27444,-8.27444
48.8,-8.27156,-8.27156
48.9,-8.26871,-8.26871
49.0,-8.26589,-8.26589
49.1,-8.26309,-8.26309
49.2,-8.26031,-8.26031
49.3,-8.25756,-8.25756
49.4,-8.25483,-8.25483
49.5,-8.25212,-8.25212
49.6,-8.24944,-8.24944
49.7,-8.24678,-8.24678
49.8,-8.24415,-8.24415
49.9,-8.24154,-8.24154
50.0,-8.23895,-8.23895
50.1,-8.23638,-8.23638
50.2,-8.23384,-8.23384
50.3,-8.23132,-8.23132
50.4,-8.22883,-8.22883
50.5,-8.22636,-8.22636
50.6,-8.22391,-8.22391
50.7,-8.22148,-8.22148
50.8,-8.21908,-8.21908
50.9,-8.2167,-8.2167
51.0,-8.21434,-8.21434
51.1,-8.21201,-8.21201
51.2,-8.2097,-8.2097
51.3,-8.20741,-8.20741
51.4,-8.20514,-8.20514
51.5,-8.2029,-8.2029
51.6,-8.20068,-8.20068
51.7,-8.19847,-8.19847
51.8,-8.1963,-8.1963
51.9,-8.19414,-8.19414
52.0,-8.19201,-8.19201
52.1,-8.1899,-8.1899
52.2,-8.18781,-8.18781
52.3,-8.18574,-8.18574
52.4,-8.18369,-8.18369
52.5,-8.18166,-8.18166
52.6,-8.17966,-8.17966
52.7,-8.17767,-8.17767
52.8,-8.17571,-8.17571
52.9,-8.17377,-8.17377
53.0,-8.17185,-8.17185
53.1,-8.16994,-8.16994
53.2,-8.16806,-8.16806
53.3,-8.1662,-8.1662
53.4,-8.16436,-8.16436
53.5,-8.16254,-8.16254
53.6,-8.16074,-8.16074
53.7,-8.15896,-8.15896
53.8,-8.15719,-8.15719
53.9,-8.15545,-8.15545
54.0,-8.15372,-8.15372
54.1,-8.15202,-8.15202
54.2,-8.15033,-8.15033
54.3,-8.14866,-8.14866
54.4,-8.14701,-8.14701
54.5,-8.14538,-8.14538
54.6,-8.14376,-8.14376
54.7,-8.14217,-8.14217
54.8,-8.14059,-8.14059
54.9,-8.13902,-8.13902
55.0,-8.13748,-8.13748
55.1,-8.13595,-8.13595
55.2,-8.13443,-8.13443
55.3,-8.13294,-8.13294
55.4,-8.13145,-8.13145
55.5,-8.12999,-8.12999
55.6,-8.12854,-8.12854
55.7,-8.1271,-8.1271
55.8,-8.12568,-8.12568
55.9,-8.12428,-8.12428
56.0,-8.12289,-8.12289
56.1,-8.12151,-8.12151
56.2,-8.12015,-8.12015
56.3,-8.1188,-8.1188
56.4,-8.11746,-8.11746
56.5,-8.11613,-8.11613
56.6,-8.11482,-8.11482
56.7,-8.11352,-8.11352
56.8,-8.11224,-8.11224
56.9,-8.11096,-8.11096
57.0,-8.10969,-8.10969
57.1,-8.10844,-8.10844
57.2,-8.1072,-8.1072
57.3,-8.10596,-8.10596
57.4,-8.10474,-8.10474
57.5,-8.10353,-8.10353
57.6,-8.10232,-8.10232
57.7,-8.10112,-8.10112
57.8,-8.09994,-8.09994
57.9,-8.09876,-8.09876
58.0,-8.09758,-8.09758
58.1,-8.09642,-8.09642
58.2,-8.09526,-8.09526
58.3,-8.0941,-8.0941
58.4,-8.09296,-8.09296
58.5,-8.09182,-8.09182
58.6,-8.09068,-8.09068
58.7,-8.08955,-8.08955
58.8,-8.08842,-8.08842
58.9,-8.08729,-8.08729
59.0,-8.08617,-8.08617
59.1,-8.08505,-8.08505
59.2,-8.08393,-8.08393
59.3,-8.08282,-8.08282
59.4,-8.0817,-8.0817
59.5,-8.08059,-8.08059
59.6,-8.07947,-8.07947
59.7,-8.07836,-8.07836
59.8,-8.07724,-8.07724
59.9,-8.07613,-8.07613
60.0,-8.07501,-8.07501
60.1,-8.07388,-8.07388
60.2,-8.07276,-8.07276
60.3,-8.07163,-8.07163
60.4,-8.07049,-8.07049
60.5,-8.06935,-8.06935
60.6,-8.06821,-8.06821
60.7,-8.06706,-8.06706
60.8,-8.0659,-8.0659
60.9,-8.06473,-8.06473
61.0,-8.06356,-8.06356
61.1,-8.06237,-8.06237
61.2,-8.06118,-8.06118
61.3,-8.05998,-8.05998
61.4,-8.05876,-8.05876
61.5,-8.05753,-8.05753
61.6,-8.05629,-8.05629
61.7,-8.05504,-8.05504
61.8,-8.05378,-8.05378
61.9,-8.0525,-8.0525
62.0,-8.0512,-8.0512
62.1,-8.04988,-8.04988
62.2,-8.04856,-8.04856
62.3,-8.04721,-8.04721
62.4,-8.04584,-8.04584
62.5,-8.04446,-8.04446
62.6,-8.04305,-8.04305
62.7,-8.04162,-8.04162
62.8,-8.04017,-8.04017
62.9,-8.0387,-8.0387
63.0,-8.0372,-8.0372
63.1,-8.03568,-8.03568
63.2,-8.03414,-8.03414
63.3,-8.03257,-8.03257
63.4,-8.03096,-8.03096
63.5,-8.02934,-8.02934
63.6,-8.02768,-8.02768
63.7,-8.02599,-8.02599
63.8,-8.02427,-8.02427
63.9,-8.02252,-8.02252
64.0,-8.02073,-8.02073
64.1,-8.01891,-8.01891
64.2,-8.01706,-8.01706
64.3,-8.01517,-8.01517
64.4,-8.01324,-8.01324
64.5,-8.01127,-8.01127
64.6,-8.00926,-8.00926
64.7,-8.00721,-8.00721
64.8,-8.00512,-8.00512
64.9,-8.00299,-8.00299
65.0,-8.00081,-8.00081
65.1,-7.99859,-7.99859
65.2,-7.99632,-7.99632
65.3,-7.994,-7.994
65.4,-7.99163,-7.99163
65.5,-7.98922,-7.98922
65.6,-7.98675,-7.98675
65.7,-7.98423,-7.98423
65.8,-7.98165,-7.98165
65.9,-7.97902,-7.97902
66.0,-7.97633,-7.97633
66.1,-7.97358,-7.97358
66.2,-7.97078,-7.97078
66.3,-7.96791,-7.96791
66.4,-7.96498,-7.96498
66.5,-7.96198,-7.96198
66.6,-7.95893,-7.95893
66.7,-7.9558,-7.9558
66.8,-7.95261,-7.95261
66.9,-7.94934,-7.94934
67.0,-7.94601,-7.94601
67.1,-7.9426,-7.9426
67.2,-7.93912,-7.93912
67.3,-7.93556,-7.93556
67.4,-7.93193,-7.93193
67.5,-7.92821,-7.92821
67.6,-7.92442,-7.92442
67.7,-7.92054,-7.92054
67.8,-7.91658,-7.91658
67.9,-7.91253,-7.91253
68.0,-7.9084,-7.9084
68.1,-7.90417,-7.90417
68.2,-7.89986,-7.89986
68.3,-7.89545,-7.89545
68.4,-7.89095,-7.89095
68.5,-7.88636,-7.88636
68.6,-7.88166,-7.88166
68.7,-7.87686,-7.87686
68.8,-7.87197,-7.87197
68.9,-7.86697,-7.86697
69.0,-7.86186,-7.86186
69.1,-7.85665,-7.85665
69.2,-7.85132,-7.85132
69.3,-7.84589,-7.84589
69.4,-7.84034,-7.84034
69.5,-7.83468,-7.83468
69.6,-7.82889,-7.82889
69.7,-7.82299,-7.82299
69.8,-7.81697,-7.81697
69.9,-7.81082,-7.81082
70.0,-7.80455,-7.80455
70.1,-7.79815,-7.79815
70.2,-7.79162,-7.79162
70.3,-7.78495,-7.78495
70.4,-7.77816,-7.77816
70.5,-7.77122,-7.77122
70.6,-7.76414,-7.76414
70.7,-7.75693,-7.75693
70.8,-7.74957,-7.74957
70.9,-7.74206,-7.74206
71.0,-7.7344,-7.7344
71.1,-7.7266,-7.7266
71.2,-7.71863,-7.71863
71.3,-7.71052,-7.71052
71.4,-7.70224,-7.70224
71.5,-7.69381,-7.69381
71.6,-7.68521,-7.68521
71.7,-7.67644,-7.67644
71.8,-7.66751,-7.66751
71.9,-7.6584,-7.6584
72.0,-7.64912,-7.64912
72.1,-7.63966,-7.63966
72.2,-7.63003,-7.63003
72.3,-7.62021,-7.62021
72.4,-7.61021,-7.61021
72.5,-7.60002,-7.60002
72.6,-7.58964,-7.58964
72.7,-7.57907,-7.57907
72.8,-7.5683,-7.5683
72.9,-7.55733,-7.55733
73.0,-7.54617,-7.54617
73.1,-7.53479,-7.53479
73.2,-7.52321,-7.52321
73.3,-7.51142,-7.51142
73.4,-7.49942,-7.49942
73.5,-7.4872,-7.4872
73.6,-7.47476,-7.47476
73.7,-7.4621,-7.4621
73.8,-7.44922,-7.44922
73.9,-7.43611,-7.43611
74.0,-7.42276,-7.42276
74.1,-7.40918,-7.40918
74.2,-7.39536,-7.39536
74.3,-7.3813,-7.3813
74.4,-7.367,-7.367
74.5,-7.35245,-7.35245
74.6,-7.33765,-7.33765
74.7,-7.3226,-7.3226
74.8,-7.30728,-7.30728
74.9,-7.29171,-7.29171
75.0,-7.27588,-7.27588
75.1,-7.25977,-7.25977
75.2,-7.2434,-7.2434
75.3,-7.22675,-7.22675
75.4,-7.20983,-7.20983
75.5,-7.19262,-7.19262
75.6,-7.17513,-7.17513
75.7,-7.15735,-7.15735
75.8,-7.13928,-7.13928
75.9,-7.12091,-7.12091
76.0,-7.10225,-7.10225
76.1,-7.08329,-7.08329
76.2,-7.06401,-7.06401
76.3,-7.04443,-7.04443
76.4,-7.02454,-7.02454
76.5,-7.00433,-7.00433
76.6,-6.9838,-6.9838
76.7,-6.96294,-6.96294
76.8,-6.94176,-6.94176
76.9,-6.92024,-6.92024
77.0,-6.8984,-6.8984
77.1,-6.87621,-6.87621
77.2,-6.85367,-6.85367
77.3,-6.8308,-6.8308
77.4,-6.80757,-6.80757
77.5,-6.78398,-6.78398
77.6,-6.76004,-6.76004
77.7,-6.73574,-6.73574
77.8,-6.71107,-6.71107
77.9,-6.68603,-6.68603
78.0,-6.66061,-6.66061
78.1,-6.63482,-6.63482
78.2,-6.60865,-6.60865
78.3,-6.58209,-6.58209
78.4,-6.55514,-6.55514
78.5,-6.5278,-6.5278
78.6,-6.50005,-6.50005
78.7,-6.47191,-6.47191
78.8,-6.44336,-6.44336
78.9,-6.41441,-6.41441
79.0,-6.38503,-6.38503
79.1,-6.35524,-6.35524
79.2,-6.32503,-6.32503
79.3,-6.29439,-6.29439
79.4,-6.26332,-6.26332
79.5,-6.23182,-6.23182
79.6,-6.19988,-6.19988
79.7,-6.1675,-6.1675
79.8,-6.13467,-6.13467
79.9,-6.10138,-6.10138
80.0,-6.06765,-6.06765
80.1,-6.03345,-6.03345
80.2,-5.9988,-5.9988
80.3,-5.96367,-5.96367
80.4,-5.92808,-5.92808
80.5,-5.892,-5.892
80.6,-5.85545,-5.85545
80.7,-5.81842,-5.81842
80.8,-5.7809,-5.7809
80.9,-5.74289,-5.74289
81.0,-5.70438,-5.70438
81.1,-5.66537,-5.66537
81.2,-5.62585,-5.62585
81.3,-5.58583,-5.58583
81.4,-5.5453,-5.5453
81.5,-5.50426,-5.50426
81.6,-5.46269,-5.46269
81.7,-5.4206,-5.4206
81.8,-5.37798,-5.37798
81.9,-5.33483,-5.33483
82.0,-5.29114,-5.29114
82.1,-5.24692,-5.24692
82.2,-5.20215,-5.20215
82.3,-5.15684,-5.15684
82.4,-5.11097,-5.11097
82.5,-5.06455,-5.06455
82.6,-5.01758,-5.01758
82.7,-4.97004,-4.97004
82.8,-4.92194,-4.92194
82.9,-4.87327,-4.87327
83.0,-4.82403,-4.82403
83.1,-4.77421,-4.77421
83.2,-4.72382,-4.72382
83.3,-4.67284,-4.67284
83.4,-4.62128,-4.62128
83.5,-4.56914,-4.56914
83.6,-4.5164,-4.5164
83.7,-4.46307,-4.46307
83.8,-4.40915,-4.40915
83.9,-4.35463,-4.35463
84.0,-4.2995,-4.2995
84.1,-4.24378,-4.24378
84.2,-4.18745,-4.18745
84.3,-4.13051,-4.13051
84.4,-4.07297,-4.07297
84.5,-4.01482,-4.01482
84.6,-3.95605,-3.95605
84.7,-3.89667,-3.89667
84.8,-3.83668,-3.83668
84.9,-3.77607,-3.77607
85.0,-3.71485,-3.71485
85.1,-3.65301,-3.65301
85.2,-3.59056,-3.59056
85.3,-3.52749,-3.52749
85.4,-3.46381,-3.46381
85.5,-3.39952,-3.39952
85.6,-3.33461,-3.33461
85.7,-3.26909,-3.26909
85.8,-3.20296,-3.20296
85.9,-3.13622,-3.13622
86.0,-3.06888,-3.06888
86.1,-3.00094,-3.00094
86.2,-2.9324,-2.9324
86.3,-2.86327,-2.86327
86.4,-2.79355,-2.79355
86.5,-2.72324,-2.72324
86.6,-2.65236,-2.65236
86.7,-2.58091,-2.58091
86.8,-2.50889,-2.50889
86.9,-2.43632,-2.43632
87.0,-2.36319,-2.36319
87.1,-2.28954,-2.28954
87.2,-2.21535,-2.21535
87.3,-2.14064,-2.14064
