Angle (deg),Magnitude (dB),Phase (deg)
9.4,-7.9303,-7.9303
9.5,-7.92811,-7.92811
9.6,-7.92589,-7.92589
9.7,-7.92364,-7.92364
9.8,-7.92138,-7.92138
9.9,-7.9191,-7.9191
10.0,-7.91679,-7.91679
10.1,-7.91446,-7.91446
10.2,-7.91211,-7.91211
10.3,-7.90974,-7.90974
10.4,-7.90735,-7.90735
10.5,-7.90493,-7.90493
10.6,-7.9025,-7.9025
10.7,-7.90004,-7.90004
10.8,-7.89756,-7.89756
10.9,-7.89506,-7.89506
11.0,-7.89254,-7.89254
11.1,-7.89,-7.89
11.2,-7.88744,-7.88744
11.3,-7.88485,-7.88485
11.4,-7.88225,-7.88225
11.5,-7.87963,-7.87963
11.6,-7.87698,-7.87698
11.7,-7.87431,-7.87431
11.8,-7.87163,-7.87163
11.9,-7.86892,-7.86892
12.0,-7.86619,-7.86619
12.1,-7.86344,-7.86344
12.2,-7.86067,-7.86067
12.3,-7.85788,-7.85788
12.4,-7.85507,-7.85507
12.5,-7.85224,-7.85224
12.6,-7.84939,-7.84939
12.7,-7.84651,-7.84651
12.8,-7.84362,-7.84362
12.9,-7.84071,-7.84071
13.0,-7.83778,-7.83778
13.1,-7.83483,-7.83483
13.2,-7.83185,-7.83185
13.3,-7.82886,-7.82886
13.4,-7.82585,-7.82585
13.5,-7.82282,-7.82282
13.6,-7.81977,-7.81977
13.7,-7.8167,-7.8167
13.8,-7.8136,-7.8136
13.9,-7.81049,-7.81049
14.0,-7.80736,-7.80736
14.1,-7.80421,-7.80421
14.2,-7.80104,-7.80104
14.3,-7.79786,-7.79786
14.4,-7.79465,-7.79465
14.5,-7.79142,-7.79142
14.6,-7.78817,-7.78817
14.7,-7.78491,-7.78491
14.8,-7.78162,-7.78162
14.9,-7.77832,-7.77832
15.0,-7.77499,-7.77499
15.1,-7.77165,-7.77165
15.2,-7.76829,-7.76829
15.3,-7.76491,-7.76491
15.4,-7.76151,-7.76151
15.5,-7.75809,-7.75809
15.6,-7.75465,-7.75465
15.7,-7.75119,-7.75119
15.8,-7.74772,-7.74772
15.9,-7.74422,-7.74422
16.0,-7.74071,-7.74071
16.1,-7.73718,-7.73718
16.2,-7.73362,-7.73362
16.3,-7.73006,-7.73006
16.4,-7.72647,-7.72647
16.5,-7.72286,-7.72286
16.6,-7.71923,-7.71923
16.7,-7.71559,-7.71559
16.8,-7.71193,-7.71193
16.9,-7.70825,-7.70825
17.0,-7.70455,-7.70455
17.1,-7.70083,-7.70083
17.2,-7.69709,-7.69709
17.3,-7.69333,-7.69333
17.4,-7.68956,-7.68956
17.5,-7.68577,-7.68577
17.6,-7.68196,-7.68196
17.7,-7.67813,-7.67813
17.8,-7.67428,-7.67428
17.9,-7.67041,-7.67041
18.0,-7.66653,-7.66653
18.1,-7.66262,-7.66262
18.2,-7.6587,-7.6587
18.3,-7.65476,-7.65476
18.4,-7.6508,-7.6508
18.5,-7.64682,-7.64682
18.6,-7.64283,-7.64283
18.7,-7.63881,-7.63881
18.8,-7.63478,-7.63478
18.9,-7.63073,-7.63073
19.0,-7.62666,-7.62666
19.1,-7.62257,-7.62257
19.2,-7.61846,-7.61846
19.3,-7.61433,-7.61433
19.4,-7.61019,-7.61019
19.5,-7.60602,-7.60602
19.6,-7.60184,-7.60184
19.7,-7.59764,-7.59764
19.8,-7.59342,-7.59342
19.9,-7.58918,-7.58918
20.0,-7.58492,-7.58492
20.1,-7.58065,-7.58065
20.2,-7.57635,-7.57635
20.3,-7.57204,-7.57204
20.4,-7.5677,-7.5677
20.5,-7.56335,-7.56335
20.6,-7.55898,-7.55898
20.7,-7.55459,-7.55459
20.8,-7.55018,-7.55018
20.9,-7.54575,-7.54575
21.0,-7.5413,-7.5413
21.1,-7.53683,-7.53683
21.2,-7.53234,-7.53234
21.3,-7.52783,-7.52783
21.4,-7.5233,-7.5233
21.5,-7.51875,-7.51875
21.6,-7.51418,-7.51418
21.7,-7.5096,-7.5096
21.8,-7.50499,-7.50499
21.9,-7.50036,-7.50036
22.0,-7.49571,-7.49571
22.1,-7.49104,-7.49104
22.2,-7.48635,-7.48635
22.3,-7.48164,-7.48164
22.4,-7.47691,-7.47691
22.5,-7.47216,-7.47216
22.6,-7.46739,-7.46739
22.7,-7.46259,-7.46259
22.8,-7.45778,-7.45778
22.9,-7.45294,-7.45294
23.0,-7.44809,-7.44809
23.1,-7.44321,-7.44321
23.2,-7.43831,-7.43831
23.3,-7.43339,-7.43339
23.4,-7.42844,-7.42844
23.5,-7.42348,-7.42348
23.6,-7.41849,-7.41849
23.7,-7.41348,-7.41348
23.8,-7.40845,-7.40845
23.9,-7.4034,-7.4034
24.0,-7.39832,-7.39832
24.1,-7.39322,-7.39322
24.2,-7.3881,-7.3881
24.3,-7.38295,-7.38295
24.4,-7.37778,-7.37778
24.5,-7.37259,-7.37259
24.6,-7.36738,-7.36738
24.7,-7.36214,-7.36214
24.8,-7.35688,-7.35688
24.9,-7.35159,-7.35159
25.0,-7.34628,-7.34628
25.1,-7.34095,-7.34095
25.2,-7.33559,-7.33559
25.3,-7.33021,-7.33021
25.4,-7.3248,-7.3248
25.5,-7.31937,-7.31937
25.6,-7.31391,-7.31391
25.7,-7.30843,-7.30843
25.8,-7.30292,-7.30292
25.9,-7.29739,-7.29739
26.0,-7.29184,-7.29184
26.1,-7.28625,-7.28625
26.2,-7.28064,-7.28064
26.3,-7.27501,-7.27501
26.4,-7.26935,-7.26935
26.5,-7.26366,-7.26366
26.6,-7.25795,-7.25795
26.7,-7.25221,-7.25221
26.8,-7.24645,-7.24645
26.9,-7.24065,-7.24065
27.0,-7.23483,-7.23483
27.1,-7.22899,-7.22899
27.2,-7.22311,-7.22311
27.3,-7.21721,-7.21721
27.4,-7.21129,-7.21129
27.5,-7.20533,-7.20533
27.6,-7.19935,-7.19935
27.7,-7.19334,-7.19334
27.8,-7.1873,-7.1873
27.9,-7.18123,-7.18123
28.0,-7.17514,-7.17514
28.1,-7.16901,-7.16901
28.2,-7.16286,-7.16286
28.3,-7.15668,-7.15668
28.4,-7.15047,-7.15047
28.5,-7.14424,-7.14424
28.6,-7.13797,-7.13797
28.7,-7.13168,-7.13168
28.8,-7.12535,-7.12535
28.9,-7.119,-7.119
29.0,-7.11262,-7.11262
29.1,-7.1062,-7.1062
29.2,-7.09976,-7.09976
29.3,-7.09329,-7.09329
29.4,-7.08679,-7.08679
29.5,-7.08027,-7.08027
29.6,-7.07371,-7.07371
29.7,-7.06712,-7.06712
29.8,-7.0605,-7.0605
29.9,-7.05385,-7.05385
30.0,-7.04718,-7.04718
30.1,-7.04047,-7.04047
30.2,-7.03373,-7.03373
30.3,-7.02696,-7.02696
30.4,-7.02017,-7.02017
30.5,-7.01334,-7.01334
30.6,-7.00648,-7.00648
30.7,-6.99959,-6.99959
30.8,-6.99268,-6.99268
30.9,-6.98573,-6.98573
31.0,-6.97875,-6.97875
31.1,-6.97175,-6.97175
31.2,-6.96471,-6.96471
31.3,-6.95764,-6.95764
31.4,-6.95055,-6.95055
31.5,-6.94342,-6.94342
31.6,-6.93626,-6.93626
31.7,-6.92908,-6.92908
31.8,-6.92186,-6.92186
31.9,-6.91461,-6.91461
32.0,-6.90734,-6.90734
32.1,-6.90003,-6.90003
32.2,-6.8927,-6.8927
32.3,-6.88533,-6.88533
32.4,-6.87794,-6.87794
32.5,-6.87052,-6.87052
32.6,-6.86307,-6.86307
32.7,-6.85559,-6.85559
32.8,-6.84808,-6.84808
32.9,-6.84054,-6.84054
33.0,-6.83297,-6.83297
33.1,-6.82538,-6.82538
33.2,-6.81775,-6.81775
33.3,-6.8101,-6.8101
33.4,-6.80242,-6.80242
33.5,-6.79471,-6.79471
33.6,-6.78697,-6.78697
33.7,-6.77921,-6.77921
33.8,-6.77142,-6.77142
33.9,-6.7636,-6.7636
34.0,-6.75575,-6.75575
34.1,-6.74788,-6.74788
34.2,-6.73998,-6.73998
34.3,-6.73206,-6.73206
34.4,-6.7241,-6.7241
34.5,-6.71613,-6.71613
34.6,-6.70812,-6.70812
34.7,-6.70009,-6.70009
34.8,-6.69203,-6.69203
34.9,-6.68395,-6.68395
35.0,-6.67585,-6.67585
35.1,-6.66771,-6.66771
35.2,-6.65956,-6.65956
35.3,-6.65138,-6.65138
35.4,-6.64317,-6.64317
35.5,-6.63494,-6.63494
35.6,-6.62669,-6.62669
35.7,-6.61842,-6.61842
35.8,-6.61012,-6.61012
35.9,-6.6018,-6.6018
36.0,-6.59345,-6.59345
36.1,-6.58508,-6.58508
36.2,-6.57669,-6.57669
36.3,-6.56828,-6.56828
36.4,-6.55985,-6.55985
36.5,-6.55139,-6.55139
36.6,-6.54292,-6.54292
36.7,-6.53442,-6.53442
36.8,-6.52591,-6.52591
36.9,-6.51737,-6.51737
37.0,-6.50881,-6.50881
37.1,-6.50023,-6.50023
37.2,-6.49164,-6.49164
37.3,-6.48302,-6.48302
37.4,-6.47439,-6.47439
37.5,-6.46573,-6.46573
37.6,-6.45706,-6.45706
37.7,-6.44837,-6.44837
37.8,-6.43966,-6.43966
37.9,-6.43093,-6.43093
38.0,-6.42219,-6.42219
38.1,-6.41343,-6.41343
38.2,-6.40465,-6.40465
38.3,-6.39586,-6.39586
38.4,-6.38705,-6.38705
38.5,-6.37822,-6.37822
38.6,-6.36938,-6.36938
38.7,-6.36052,-6.36052
38.8,-6.35165,-6.35165
38.9,-6.34276,-6.34276
39.0,-6.33386,-6.33386
39.1,-6.32494,-6.32494
39.2,-6.31601,-6.31601
39.3,-6.30706,-6.30706
39.4,-6.2981,-6.2981
39.5,-6.28913,-6.28913
39.6,-6.28014,-6.28014
39.7,-6.27114,-6.27114
39.8,-6.26213,-6.26213
39.9,-6.2531,-6.2531
40.0,-6.24406,-6.24406
40.1,-6.23501,-6.23501
40.2,-6.22595,-6.22595
40.3,-6.21687,-6.21687
40.4,-6.20779,-6.20779
40.5,-6.19869,-6.19869
40.6,-6.18958,-6.18958
40.7,-6.18045,-6.18045
40.8,-6.17132,-6.17132
40.9,-6.16217,-6.16217
41.0,-6.15302,-6.15302
41.1,-6.14385,-6.14385
41.2,-6.13468,-6.13468
41.3,-6.12549,-6.12549
41.4,-6.11629,-6.11629
41.5,-6.10708,-6.10708
41.6,-6.09786,-6.09786
41.7,-6.08863,-6.08863
41.8,-6.07939,-6.07939
41.9,-6.07015,-6.07015
42.0,-6.06089,-6.06089
42.1,-6.05162,-6.05162
42.2,-6.04234,-6.04234
42.3,-6.03305,-6.03305
42.4,-6.02375,-6.02375
42.5,-6.01445,-6.01445
42.6,-6.00513,-6.00513
42.7,-5.9958,-5.9958
42.8,-5.98647,-5.98647
42.9,-5.97712,-5.97712
43.0,-5.96776,-5.96776
43.1,-5.9584,-5.9584
43.2,-5.94903,-5.94903
43.3,-5.93964,-5.93964
43.4,-5.93025,-5.93025
43.5,-5.92084,-5.92084
43.6,-5.91143,-5.91143
43.7,-5.90201,-5.90201
43.8,-5.89258,-5.89258
43.9,-5.88313,-5.88313
44.0,-5.87368,-5.87368
44.1,-5.86422,-5.86422
44.2,-5.85475,-5.85475
44.3,-5.84526,-5.84526
44.4,-5.83577,-5.83577
44.5,-5.82627,-5.82627
44.6,-5.81675,-5.81675
44.7,-5.80723,-5.80723
44.8,-5.79769,-5.79769
44.9,-5.78815,-5.78815
45.0,-5.77859,-5.77859
45.1,-5.76902,-5.76902
45.2,-5.75944,-5.75944
45.3,-5.74985,-5.74985
45.4,-5.74025,-5.74025
45.5,-5.73064,-5.73064
45.6,-5.72101,-5.72101
45.7,-5.71137,-5.71137
45.8,-5.70173,-5.70173
45.9,-5.69206,-5.69206
46.0,-5.68239,-5.68239
46.1,-5.6727,-5.6727
46.2,-5.663,-5.663
46.3,-5.65329,-5.65329
46.4,-5.64356,-5.64356
46.5,-5.63382,-5.63382
46.6,-5.62407,-5.62407
46.7,-5.6143,-5.6143
46.8,-5.60452,-5.60452
46.9,-5.59472,-5.59472
47.0,-5.58491,-5.58491
47.1,-5.57508,-5.57508
47.2,-5.56524,-5.56524
47.3,-5.55539,-5.55539
47.4,-5.54552,-5.54552
47.5,-5.53563,-5.53563
47.6,-5.52573,-5.52573
47.7,-5.51581,-5.51581
47.8,-5.50588,-5.50588
47.9,-5.49592,-5.49592
48.0,-5.48596,-5.48596
48.1,-5.47597,-5.47597
48.2,-5.46597,-5.46597
48.3,-5.45595,-5.45595
48.4,-5.44591,-5.44591
48.5,-5.43586,-5.43586
48.6,-5.42579,-5.42579
48.7,-5.4157,-5.4157
48.8,-5.40559,-5.40559
48.9,-5.39546,-5.39546
49.0,-5.38531,-5.38531
49.1,-5.37515,-5.37515
49.2,-5.36496,-5.36496
49.3,-5.35476,-5.35476
49.4,-5.34453,-5.34453
49.5,-5.33429,-5.33429
49.6,-5.32402,-5.32402
49.7,-5.31374,-5.31374
49.8,-5.30343,-5.30343
49.9,-5.29311,-5.29311
50.0,-5.28276,-5.28276
50.1,-5.27239,-5.27239
50.2,-5.26201,-5.26201
50.3,-5.2516,-5.2516
50.4,-5.24116,-5.24116
50.5,-5.23071,-5.23071
50.6,-5.22024,-5.22024
50.7,-5.20974,-5.20974
50.8,-5.19922,-5.19922
50.9,-5.18868,-5.18868
51.0,-5.17811,-5.17811
51.1,-5.16753,-5.16753
51.2,-5.15692,-5.15692
51.3,-5.14628,-5.14628
51.4,-5.13563,-5.13563
51.5,-5.12495,-5.12495
51.6,-5.11425,-5.11425
51.7,-5.10353,-5.10353
51.8,-5.09278,-5.09278
51.9,-5.08201,-5.08201
52.0,-5.07121,-5.07121
52.1,-5.06039,-5.06039
52.2,-5.04955,-5.04955
52.3,-5.03868,-5.03868
52.4,-5.0278,-5.0278
52.5,-5.01688,-5.01688
52.6,-5.00594,-5.00594
52.7,-4.99498,-4.99498
52.8,-4.984,-4.984
52.9,-4.97299,-4.97299
53.0,-4.96196,-4.96196
53.1,-4.9509,-4.9509
53.2,-4.93982,-4.93982
53.3,-4.92871,-4.92871
53.4,-4.91758,-4.91758
53.5,-4.90643,-4.90643
53.6,-4.89525,-4.89525
53.7,-4.88405,-4.88405
53.8,-4.87283,-4.87283
53.9,-4.86158,-4.86158
54.0,-4.85031,-4.85031
54.1,-4.83901,-4.83901
54.2,-4.82769,-4.82769
54.3,-4.81634,-4.81634
54.4,-4.80498,-4.80498
54.5,-4.79359,-4.79359
54.6,-4.78217,-4.78217
54.7,-4.77073,-4.77073
54.8,-4.75927,-4.75927
54.9,-4.74779,-4.74779
55.0,-4.73628,-4.73628
55.1,-4.72475,-4.72475
55.2,-4.71319,-4.71319
55.3,-4.70162,-4.70162
55.4,-4.69002,-4.69002
55.5,-4.67839,-4.67839
55.6,-4.66675,-4.66675
55.7,-4.65508,-4.65508
55.8,-4.64339,-4.64339
55.9,-4.63168,-4.63168
56.0,-4.61995,-4.61995
56.1,-4.60819,-4.60819
56.2,-4.59642,-4.59642
56.3,-4.58462,-4.58462
56.4,-4.5728,-4.5728
56.5,-4.56096,-4.56096
56.6,-4.5491,-4.5491
56.7,-4.53721,-4.53721
56.8,-4.52531,-4.52531
56.9,-4.51339,-4.51339
57.0,-4.50144,-4.50144
57.1,-4.48948,-4.48948
57.2,-4.47749,-4.47749
57.3,-4.46549,-4.46549
57.4,-4.45346,-4.45346
57.5,-4.44142,-4.44142
57.6,-4.42936,-4.42936
57.7,-4.41727,-4.41727
57.8,-4.40517,-4.40517
57.9,-4.39305,-4.39305
58.0,-4.38092,-4.38092
58.1,-4.36876,-4.36876
58.2,-4.35658,-4.35658
58.3,-4.34439,-4.34439
58.4,-4.33218,-4.33218
58.5,-4.31995,-4.31995
58.6,-4.30771,-4.30771
58.7,-4.29544,-4.29544
58.8,-4.28316,-4.28316
58.9,-4.27087,-4.27087
59.0,-4.25855,-4.25855
59.1,-4.24622,-4.24622
59.2,-4.23388,-4.23388
59.3,-4.22151,-4.22151
59.4,-4.20914,-4.20914
59.5,-4.19674,-4.19674
59.6,-4.18433,-4.18433
59.7,-4.17191,-4.17191
59.8,-4.15947,-4.15947
59.9,-4.14701,-4.14701
60.0,-4.13454,-4.13454
60.1,-4.12206,-4.12206
60.2,-4.10956,-4.10956
60.3,-4.09705,-4.09705
60.4,-4.08452,-4.08452
60.5,-4.07198,-4.07198
60.6,-4.05942,-4.05942
60.7,-4.04685,-4.04685
60.8,-4.03427,-4.03427
60.9,-4.02168,-4.02168
61.0,-4.00907,-4.00907
61.1,-3.99645,-3.99645
61.2,-3.98381,-3.98381
61.3,-3.97117,-3.97117
61.4,-3.95851,-3.95851
61.5,-3.94584,-3.94584
61.6,-3.93315,-3.93315
61.7,-3.92046,-3.92046
61.8,-3.90775,-3.90775
61.9,-3.89503,-3.89503
62.0,-3.8823,-3.8823
62.1,-3.86956,-3.86956
62.2,-3.85681,-3.85681
62.3,-3.84404,-3.84404
62.4,-3.83127,-3.83127
62.5,-3.81848,-3.81848
62.6,-3.80568,-3.80568
62.7,-3.79287,-3.79287
62.8,-3.78005,-3.78005
62.9,-3.76723,-3.76723
63.0,-3.75439,-3.75439
63.1,-3.74154,-3.74154
63.2,-3.72868,-3.72868
63.3,-3.71581,-3.71581
63.4,-3.70293,-3.70293
63.5,-3.69004,-3.69004
63.6,-3.67714,-3.67714
63.7,-3.66423,-3.66423
63.8,-3.65131,-3.65131
63.9,-3.63838,-3.63838
64.0,-3.62544,-3.62544
64.1,-3.61249,-3.61249
64.2,-3.59954,-3.59954
64.3,-3.58657,-3.58657
64.4,-3.57359,-3.57359
64.5,-3.56061,-3.56061
64.6,-3.54762,-3.54762
64.7,-3.53461,-3.53461
64.8,-3.5216,-3.5216
64.9,-3.50858,-3.50858
65.0,-3.49555,-3.49555
65.1,-3.48252,-3.48252
65.2,-3.46947,-3.46947
65.3,-3.45641,-3.45641
65.4,-3.44335,-3.44335
65.5,-3.43028,-3.43028
65.6,-3.4172,-3.4172
65.7,-3.40411,-3.40411
65.8,-3.39101,-3.39101
65.9,-3.3779,-3.3779
66.0,-3.36479,-3.36479
66.1,-3.35166,-3.35166
66.2,-3.33853,-3.33853
66.3,-3.32539,-3.32539
66.4,-3.31224,-3.31224
66.5,-3.29909,-3.29909
66.6,-3.28592,-3.28592
66.7,-3.27275,-3.27275
66.8,-3.25957,-3.25957
66.9,-3.24638,-3.24638
67.0,-3.23318,-3.23318
67.1,-3.21997,-3.21997
67.2,-3.20676,-3.20676
67.3,-3.19353,-3.19353
67.4,-3.1803,-3.1803
67.5,-3.16706,-3.16706
67.6,-3.15382,-3.15382
67.7,-3.14056,-3.14056
67.8,-3.1273,-3.1273
67.9,-3.11402,-3.11402
68.0,-3.10074,-3.10074
68.1,-3.08745,-3.08745
68.2,-3.07416,-3.07416
68.3,-3.06085,-3.06085
68.4,-3.04754,-3.04754
68.5,-3.03422,-3.03422
68.6,-3.02089,-3.02089
68.7,-3.00755,-3.00755
68.8,-2.9942,-2.9942
68.9,-2.98085,-2.98085
69.0,-2.96748,-2.96748
69.1,-2.95411,-2.95411
69.2,-2.94073,-2.94073
69.3,-2.92734,-2.92734
69.4,-2.91395,-2.91395
69.5,-2.90054,-2.90054
69.6,-2.88713,-2.88713
69.7,-2.87371,-2.87371
69.8,-2.86028,-2.86028
69.9,-2.84684,-2.84684
70.0,-2.83339,-2.83339
70.1,-2.81994,-2.81994
70.2,-2.80648,-2.80648
70.3,-2.793,-2.793
70.4,-2.77952,-2.77952
70.5,-2.76603,-2.76603
70.6,-2.75254,-2.75254
70.7,-2.73903,-2.73903
70.8,-2.72552,-2.72552
70.9,-2.71199,-2.71199
71.0,-2.69846,-2.69846
71.1,-2.68492,-2.68492
71.2,-2.67138,-2.67138
71.3,-2.65782,-2.65782
71.4,-2.64425,-2.64425
71.5,-2.63068,-2.63068
71.6,-2.6171,-2.6171
71.7,-2.60351,-2.60351
71.8,-2.58991,-2.58991
71.9,-2.5763,-2.5763
72.0,-2.56268,-2.56268
72.1,-2.54906,-2.54906
72.2,-2.53542,-2.53542
72.3,-2.52178,-2.52178
72.4,-2.50813,-2.50813
72.5,-2.49447,-2.49447
72.6,-2.4808,-2.4808
72.7,-2.46712,-2.46712
72.8,-2.45344,-2.45344
72.9,-2.43974,-2.43974
73.0,-2.42604,-2.42604
73.1,-2.41233,-2.41233
73.2,-2.39861,-2.39861
73.3,-2.38488,-2.38488
73.4,-2.37114,-2.37114
73.5,-2.3574,-2.3574
73.6,-2.34364,-2.34364
73.7,-2.32988,-2.32988
73.8,-2.31611,-2.31611
73.9,-2.30233,-2.30233
74.0,-2.28854,-2.28854
74.1,-2.27474,-2.27474
74.2,-2.26094,-2.26094
74.3,-2.24713,-2.24713
74.4,-2.2333,-2.2333
74.5,-2.21947,-2.21947
74.6,-2.20563,-2.20563
74.7,-2.19179,-2.19179
74.8,-2.17793,-2.17793
74.9,-2.16407,-2.16407
75.0,-2.15019,-2.15019
75.1,-2.13631,-2.13631
75.2,-2.12242,-2.12242
75.3,-2.10853,-2.10853
75.4,-2.09462,-2.09462
75.5,-2.08071,-2.08071
75.6,-2.06678,-2.06678
75.7,-2.05285,-2.05285
75.8,-2.03891,-2.03891
75.9,-2.02497,-2.02497
76.0,-2.01101,-2.01101
76.1,-1.99705,-1.99705
76.2,-1.98308,-1.98308
76.3,-1.9691,-1.9691
76.4,-1.95511,-1.95511
76.5,-1.94112,-1.94112
76.6,-1.92711,-1.92711
76.7,-1.9131,-1.9131
76.8,-1.89908,-1.89908
76.9,-1.88506,-1.88506
77.0,-1.87102,-1.87102
77.1,-1.85698,-1.85698
77.2,-1.84293,-1.84293
77.3,-1.82887,-1.82887
77.4,-1.81481,-1.81481
77.5,-1.80074,-1.80074
77.6,-1.78666,-1.78666
77.7,-1.77257,-1.77257
77.8,-1.75847,-1.75847
77.9,-1.74437,-1.74437
78.0,-1.73026,-1.73026
78.1,-1.71614,-1.71614
78.2,-1.70202,-1.70202
78.3,-1.68789,-1.68789
78.4,-1.67375,-1.67375
78.5,-1.6596,-1.6596
78.6,-1.64545,-1.64545
78.7,-1.63129,-1.63129
78.8,-1.61712,-1.61712
78.9,-1.60295,-1.60295
79.0,-1.58877,-1.58877
79.1,-1.57458,-1.57458
79.2,-1.56038,-1.56038
79.3,-1.54618,-1.54618
79.4,-1.53197,-1.53197
79.5,-1.51776,-1.51776
79.6,-1.50354,-1.50354
79.7,-1.48931,-1.48931
79.8,-1.47507,-1.47507
79.9,-1.46083,-1.46083
80.0,-1.44659,-1.44659
80.1,-1.43233,-1.43233
80.2,-1.41807,-1.41807
80.3,-1.40381,-1.40381
80.4,-1.38953,-1.38953
80.5,-1.37526,-1.37526
80.6,-1.36097,-1.36097
80.7,-1.34668,-1.34668
80.8,-1.33239,-1.33239
80.9,-1.31808,-1.31808
81.0,-1.30378,-1.30378
81.1,-1.28946,-1.28946
81.2,-1.27514,-1.27514
81.3,-1.26082,-1.26082
81.4,-1.24649,-1.24649
81.5,-1.23215,-1.23215
81.6,-1.21781,-1.21781
81.7,-1.20346,-1.20346
81.8,-1.18911,-1.18911
81.9,-1.17475,-1.17475
82.0,-1.16039,-1.16039
82.1,-1.14602,-1.14602
82.2,-1.13165,-1.13165
82.3,-1.11727,-1.11727
82.4,-1.10289,-1.10289
82.5,-1.0885,-1.0885
82.6,-1.07411,-1.07411
82.7,-1.05971,-1.05971
82.8,-1.04531,-1.04531
82.9,-1.0309,-1.0309
83.0,-1.01649,-1.01649
83.1,-1.00207,-1.00207
83.2,-0.987651,-0.987651
83.3,-0.973226,-0.973226
83.4,-0.958797,-0.958797
83.5,-0.944363,-0.944363
83.6,-0.929925,-0.929925
83.7,-0.915483,-0.915483
83.8,-0.901036,-0.901036
83.9,-0.886586,-0.886586
84.0,-0.872132,-0.872132
84.1,-0.857674,-0.857674
84.2,-0.843212,-0.843212
84.3,-0.828746,-0.828746
84.4,-0.814276,-0.814276
84.5,-0.799803,-0.799803
84.6,-0.785326,-0.785326
84.7,-0.770846,-0.770846
84.8,-0.756362,-0.756362
84.9,-0.741875,-0.741875
85.0,-0.727384,-0.727384
85.1,-0.71289,-0.71289
85.2,-0.698393,-0.698393
85.3,-0.683893,-0.683893
85.4,-0.66939,-0.66939
85.5,-0.654883,-0.654883
85.6,-0.640374,-0.640374
85.7,-0.625862,-0.625862
85.8,-0.611347,-0.611347
85.9,-0.596829,-0.596829
86.0,-0.582308,-0.582308
86.1,-0.567785,-0.567785
86.2,-0.553259,-0.553259
86.3,-0.538731,-0.538731
86.4,-0.5242,-0.5242
86.5,-0.509667,-0.509667
86.6,-0.495132,-0.495132
86.7,-0.480594,-0.480594
86.8,-0.466054,-0.466054
86.9,-0.451512,-0.451512
87.0,-0.436968,-0.436968
87.1,-0.422422,-0.422422
