Angle (deg),Magnitude (dB),Phase (deg)
26.7,-14.9828,-14.9828
26.8,-15.3026,-15.3026
26.9,-15.6382,-15.6382
27.0,-15.9908,-15.9908
27.1,-16.3619,-16.3619
27.2,-16.753,-16.753
27.3,-17.1658,-17.1658
27.4,-17.6022,-17.6022
27.5,-18.0644,-18.0644
27.6,-18.5545,-18.5545
27.7,-19.0753,-19.0753
27.8,-19.6293,-19.6293
27.9,-20.2193,-20.2193
28.0,-20.8481,-20.8481
28.1,-21.5177,-21.5177
28.2,-22.2294,-22.2294
28.3,-22.9817,-22.9817
28.4,-23.7692,-23.7692
28.5,-24.5781,-24.5781
28.6,-25.3818,-25.3818
28.7,-26.1337,-26.1337
28.8,-26.763,-26.763
28.9,-27.1811,-27.1811
29.0,-27.3075,-27.3075
29.1,-27.1094,-27.1094
29.2,-26.6212,-26.6212
29.3,-25.9242,-25.9242
29.4,-25.1068,-25.1068
29.5,-24.2392,-24.2392
29.6,-23.3674,-23.3674
29.7,-22.5178,-22.5178
29.8,-21.7038,-21.7038
29.9,-20.9308,-20.9308
30.0,-20.2001,-20.2001
30.1,-19.5105,-19.5105
30.2,-18.86,-18.86
30.3,-18.2458,-18.2458
30.4,-17.6652,-17.6652
30.5,-17.1156,-17.1156
30.6,-16.5944,-16.5944
30.7,-16.0994,-16.0994
30.8,-15.6284,-15.6284
30.9,-15.1797,-15.1797
31.0,-14.7515,-14.7515
31.1,-14.3422,-14.3422
31.2,-13.9507,-13.9507
31.3,-13.5755,-13.5755
31.4,-13.2156,-13.2156
31.5,-12.8701,-12.8701
31.6,-12.5379,-12.5379
31.7,-12.2184,-12.2184
31.8,-11.9107,-11.9107
31.9,-11.6141,-11.6141
32.0,-11.3281,-11.3281
32.1,-11.0521,-11.0521
32.2,-10.7856,-10.7856
32.3,-10.528,-10.528
32.4,-10.279,-10.279
32.5,-10.0382,-10.0382
32.6,-9.80507,-9.80507
32.7,-9.57938,-9.57938
32.8,-9.36077,-9.36077
32.9,-9.14895,-9.14895
33.0,-8.94363,-8.94363
33.1,-8.74455,-8.74455
33.2,-8.55145,-8.55145
33.3,-8.3641,-8.3641
33.4,-8.18229,-8.18229
33.5,-8.0058,-8.0058
33.6,-7.83444,-7.83444
33.7,-7.66803,-7.66803
33.8,-7.50639,-7.50639
33.9,-7.34936,-7.34936
34.0,-7.19677,-7.19677
34.1,-7.04848,-7.04848
34.2,-6.90435,-6.90435
34.3,-6.76423,-6.76423
34.4,-6.628,-6.628
34.5,-6.49554,-6.49554
34.6,-6.36673,-6.36673
34.7,-6.24144,-6.24144
34.8,-6.11958,-6.11958
34.9,-6.00104,-6.00104
35.0,-5.88571,-5.88571
35.1,-5.77351,-5.77351
35.2,-5.66433,-5.66433
35.3,-5.55809,-5.55809
35.4,-5.45471,-5.45471
35.5,-5.35409,-5.35409
35.6,-5.25616,-5.25616
35.7,-5.16085,-5.16085
35.8,-5.06807,-5.06807
35.9,-4.97776,-4.97776
36.0,-4.88984,-4.88984
36.1,-4.80425,-4.80425
36.2,-4.72093,-4.72093
36.3,-4.6398,-4.6398
36.4,-4.56082,-4.56082
36.5,-4.48391,-4.48391
36.6,-4.40903,-4.40903
36.7,-4.33612,-4.33612
36.8,-4.26512,-4.26512
36.9,-4.19598,-4.19598
37.0,-4.12866,-4.12866
37.1,-4.0631,-4.0631
37.2,-3.99925,-3.99925
37.3,-3.93708,-3.93708
37.4,-3.87653,-3.87653
37.5,-3.81757,-3.81757
37.6,-3.76015,-3.76015
37.7,-3.70422,-3.70422
37.8,-3.64976,-3.64976
37.9,-3.59673,-3.59673
38.0,-3.54508,-3.54508
38.1,-3.49478,-3.49478
38.2,-3.4458,-3.4458
38.3,-3.3981,-3.3981
38.4,-3.35165,-3.35165
38.5,-3.30642,-3.30642
38.6,-3.26238,-3.26238
38.7,-3.2195,-3.2195
38.8,-3.17774,-3.17774
38.9,-3.13709,-3.13709
39.0,-3.09752,-3.09752
39.1,-3.05899,-3.05899
39.2,-3.02148,-3.02148
39.3,-2.98498,-2.98498
39.4,-2.94945,-2.94945
39.5,-2.91487,-2.91487
39.6,-2.88123,-2.88123
39.7,-2.84849,-2.84849
39.8,-2.81664,-2.81664
39.9,-2.78565,-2.78565
40.0,-2.75552,-2.75552
40.1,-2.72621,-2.72621
40.2,-2.69771,-2.69771
40.3,-2.67001,-2.67001
40.4,-2.64309,-2.64309
40.5,-2.61692,-2.61692
40.6,-2.5915,-2.5915
40.7,-2.5668,-2.5668
40.8,-2.54282,-2.54282
40.9,-2.51954,-2.51954
41.0,-2.49695,-2.49695
41.1,-2.47503,-2.47503
41.2,-2.45377,-2.45377
41.3,-2.43316,-2.43316
41.4,-2.41319,-2.41319
41.5,-2.39384,-2.39384
41.6,-2.3751,-2.3751
41.7,-2.35698,-2.35698
41.8,-2.33944,-2.33944
41.9,-2.3225,-2.3225
42.0,-2.30613,-2.30613
42.1,-2.29033,-2.29033
42.2,-2.27509,-2.27509
42.3,-2.2604,-2.2604
42.4,-2.24626,-2.24626
42.5,-2.23266,-2.23266
42.6,-2.2196,-2.2196
42.7,-2.20706,-2.20706
42.8,-2.19504,-2.19504
42.9,-2.18355,-2.18355
43.0,-2.17256,-2.17256
43.1,-2.16209,-2.16209
43.2,-2.15212,-2.15212
43.3,-2.14265,-2.14265
43.4,-2.13369,-2.13369
43.5,-2.12522,-2.12522
43.6,-2.11725,-2.11725
43.7,-2.10977,-2.10977
43.8,-2.10279,-2.10279
43.9,-2.09629,-2.09629
44.0,-2.0903,-2.0903
44.1,-2.08479,-2.08479
44.2,-2.07978,-2.07978
44.3,-2.07527,-2.07527
44.4,-2.07125,-2.07125
44.5,-2.06773,-2.06773
44.6,-2.06472,-2.06472
44.7,-2.06222,-2.06222
44.8,-2.06023,-2.06023
44.9,-2.05875,-2.05875
45.0,-2.0578,-2.0578
45.1,-2.05737,-2.05737
45.2,-2.05748,-2.05748
45.3,-2.05813,-2.05813
45.4,-2.05933,-2.05933
45.5,-2.06109,-2.06109
45.6,-2.06342,-2.06342
45.7,-2.06633,-2.06633
45.8,-2.06983,-2.06983
45.9,-2.07393,-2.07393
46.0,-2.07866,-2.07866
46.1,-2.08401,-2.08401
46.2,-2.09001,-2.09001
46.3,-2.09668,-2.09668
46.4,-2.10402,-2.10402
46.5,-2.11207,-2.11207
46.6,-2.12084,-2.12084
46.7,-2.13035,-2.13035
46.8,-2.14063,-2.14063
46.9,-2.15169,-2.15169
47.0,-2.16358,-2.16358
47.1,-2.17631,-2.17631
47.2,-2.18992,-2.18992
47.3,-2.20444,-2.20444
47.4,-2.21991,-2.21991
47.5,-2.23636,-2.23636
47.6,-2.25382,-2.25382
47.7,-2.27235,-2.27235
47.8,-2.29199,-2.29199
47.9,-2.31279,-2.31279
48.0,-2.3348,-2.3348
48.1,-2.35807,-2.35807
48.2,-2.38266,-2.38266
48.3,-2.40865,-2.40865
48.4,-2.43609,-2.43609
48.5,-2.46506,-2.46506
48.6,-2.49563,-2.49563
48.7,-2.5279,-2.5279
48.8,-2.56195,-2.56195
48.9,-2.59788,-2.59788
49.0,-2.63579,-2.63579
49.1,-2.6758,-2.6758
49.2,-2.71802,-2.71802
49.3,-2.7626,-2.7626
49.4,-2.80966,-2.80966
49.5,-2.85936,-2.85936
49.6,-2.91187,-2.91187
49.7,-2.96737,-2.96737
49.8,-3.02604,-3.02604
49.9,-3.08809,-3.08809
50.0,-3.15376,-3.15376
50.1,-3.22329,-3.22329
50.2,-3.29694,-3.29694
50.3,-3.37502,-3.37502
50.4,-3.45784,-3.45784
50.5,-3.54574,-3.54574
50.6,-3.63911,-3.63911
50.7,-3.73836,-3.73836
50.8,-3.84396,-3.84396
50.9,-3.9564,-3.9564
51.0,-4.07624,-4.07624
51.1,-4.20407,-4.20407
51.2,-4.34059,-4.34059
51.3,-4.48652,-4.48652
51.4,-4.6427,-4.6427
51.5,-4.81003,-4.81003
51.6,-4.98953,-4.98953
51.7,-5.18235,-5.18235
51.8,-5.38975,-5.38975
51.9,-5.61316,-5.61316
52.0,-5.85421,-5.85421
52.1,-6.1147,-6.1147
52.2,-6.39671,-6.39671
52.3,-6.70259,-6.70259
52.4,-7.03507,-7.03507
52.5,-7.39726,-7.39726
52.6,-7.79278,-7.79278
52.7,-8.22588,-8.22588
52.8,-8.70153,-8.70153
52.9,-9.22564,-9.22564
53.0,-9.8053,-9.8053
53.1,-10.449,-10.449
53.2,-11.1671,-11.1671
53.3,-11.9722,-11.9722
53.4,-12.8796,-12.8796
53.5,-13.9071,-13.9071
53.6,-15.0744,-15.0744
53.7,-16.3975,-16.3975
53.8,-17.8719,-17.8719
53.9,-19.4218,-19.4218
54.0,-20.788,-20.788
54.1,-21.4442,-21.4442
54.2,-20.9746,-20.9746
54.3,-19.6473,-19.6473
54.4,-18.0246,-18.0246
54.5,-16.4358,-16.4358
54.6,-14.9908,-14.9908
54.7,-13.706,-13.706
54.8,-12.5688,-12.5688
54.9,-11.5599,-11.5599
55.0,-10.6611,-10.6611
55.1,-9.8567,-9.8567
55.2,-9.13353,-9.13353
55.3,-8.48085,-8.48085
55.4,-7.88973,-7.88973
55.5,-7.35276,-7.35276
55.6,-6.86369,-6.86369
55.7,-6.41723,-6.41723
55.8,-6.00884,-6.00884
55.9,-5.6346,-5.6346
56.0,-5.2911,-5.2911
56.1,-4.97535,-4.97535
56.2,-4.68472,-4.68472
56.3,-4.41686,-4.41686
56.4,-4.16969,-4.16969
56.5,-3.94136,-3.94136
56.6,-3.7302,-3.7302
56.7,-3.5347,-3.5347
56.8,-3.35352,-3.35352
56.9,-3.18544,-3.18544
57.0,-3.02936,-3.02936
57.1,-2.88428,-2.88428
57.2,-2.74929,-2.74929
57.3,-2.62357,-2.62357
57.4,-2.50638,-2.50638
57.5,-2.39703,-2.39703
57.6,-2.29491,-2.29491
57.7,-2.19945,-2.19945
57.8,-2.11014,-2.11014
57.9,-2.0265,-2.0265
58.0,-1.94811,-1.94811
58.1,-1.87458,-1.87458
58.2,-1.80554,-1.80554
58.3,-1.74067,-1.74067
58.4,-1.67966,-1.67966
58.5,-1.62224,-1.62224
58.6,-1.56815,-1.56815
58.7,-1.51716,-1.51716
58.8,-1.46906,-1.46906
58.9,-1.42364,-1.42364
59.0,-1.38073,-1.38073
59.1,-1.34016,-1.34016
59.2,-1.30176,-1.30176
59.3,-1.26541,-1.26541
59.4,-1.23097,-1.23097
59.5,-1.19831,-1.19831
59.6,-1.16732,-1.16732
59.7,-1.1379,-1.1379
59.8,-1.10995,-1.10995
59.9,-1.08338,-1.08338
60.0,-1.0581,-1.0581
60.1,-1.03405,-1.03405
60.2,-1.01115,-1.01115
60.3,-0.989323,-0.989323
60.4,-0.968518,-0.968518
60.5,-0.948673,-0.948673
60.6,-0.929735,-0.929735
60.7,-0.911653,-0.911653
60.8,-0.894379,-0.894379
60.9,-0.877871,-0.877871
61.0,-0.862087,-0.862087
61.1,-0.846989,-0.846989
61.2,-0.83254,-0.83254
61.3,-0.818708,-0.818708
61.4,-0.805461,-0.805461
61.5,-0.792769,-0.792769
61.6,-0.780605,-0.780605
61.7,-0.768943,-0.768943
61.8,-0.757759,-0.757759
61.9,-0.74703,-0.74703
62.0,-0.736734,-0.736734
62.1,-0.726852,-0.726852
62.2,-0.717366,-0.717366
62.3,-0.708256,-0.708256
62.4,-0.699506,-0.699506
62.5,-0.691102,-0.691102
62.6,-0.683028,-0.683028
62.7,-0.67527,-0.67527
62.8,-0.667816,-0.667816
62.9,-0.660653,-0.660653
63.0,-0.65377,-0.65377
63.1,-0.647155,-0.647155
63.2,-0.6408,-0.6408
63.3,-0.634694,-0.634694
63.4,-0.628829,-0.628829
63.5,-0.623196,-0.623196
63.6,-0.617788,-0.617788
63.7,-0.612596,-0.612596
63.8,-0.607615,-0.607615
63.9,-0.602838,-0.602838
64.0,-0.598259,-0.598259
64.1,-0.593872,-0.593872
64.2,-0.589673,-0.589673
64.3,-0.585657,-0.585657
64.4,-0.581819,-0.581819
64.5,-0.578155,-0.578155
64.6,-0.574662,-0.574662
64.7,-0.571337,-0.571337
64.8,-0.568177,-0.568177
64.9,-0.565179,-0.565179
65.0,-0.562341,-0.562341
65.1,-0.559661,-0.559661
65.2,-0.557137,-0.557137
65.3,-0.554769,-0.554769
65.4,-0.552556,-0.552556
65.5,-0.550496,-0.550496
65.6,-0.54859,-0.54859
65.7,-0.546838,-0.546838
65.8,-0.545241,-0.545241
65.9,-0.543799,-0.543799
66.0,-0.542514,-0.542514
66.1,-0.541387,-0.541387
66.2,-0.540421,-0.540421
66.3,-0.539617,-0.539617
66.4,-0.53898,-0.53898
66.5,-0.538513,-0.538513
66.6,-0.538219,-0.538219
66.7,-0.538103,-0.538103
66.8,-0.538171,-0.538171
66.9,-0.538428,-0.538428
67.0,-0.538882,-0.538882
67.1,-0.539538,-0.539538
67.2,-0.540407,-0.540407
67.3,-0.541495,-0.541495
67.4,-0.542814,-0.542814
67.5,-0.544375,-0.544375
67.6,-0.54619,-0.54619
67.7,-0.548272,-0.548272
67.8,-0.550636,-0.550636
67.9,-0.5533,-0.5533
68.0,-0.556281,-0.556281
68.1,-0.5596,-0.5596
68.2,-0.56328,-0.56328
68.3,-0.567345,-0.567345
68.4,-0.571823,-0.571823
68.5,-0.576745,-0.576745
68.6,-0.582146,-0.582146
68.7,-0.588065,-0.588065
68.8,-0.594543,-0.594543
68.9,-0.60163,-0.60163
69.0,-0.609379,-0.609379
69.1,-0.617852,-0.617852
69.2,-0.627118,-0.627118
69.3,-0.637253,-0.637253
69.4,-0.648348,-0.648348
69.5,-0.660502,-0.660502
69.6,-0.673831,-0.673831
69.7,-0.688466,-0.688466
69.8,-0.70456,-0.70456
69.9,-0.722288,-0.722288
70.0,-0.741852,-0.741852
70.1,-0.763492,-0.763492
70.2,-0.787482,-0.787482
70.3,-0.814151,-0.814151
70.4,-0.843883,-0.843883
70.5,-0.877138,-0.877138
70.6,-0.914465,-0.914465
70.7,-0.956525,-0.956525
70.8,-1.00412,-1.00412
70.9,-1.05822,-1.05822
71.0,-1.12004,-1.12004
71.1,-1.19106,-1.19106
71.2,-1.27316,-1.27316
71.3,-1.36868,-1.36868
71.4,-1.48063,-1.48063
71.5,-1.61289,-1.61289
71.6,-1.7705,-1.7705
71.7,-1.96013,-1.96013
71.8,-2.19068,-2.19068
71.9,-2.47419,-2.47419
72.0,-2.82722,-2.82722
72.1,-3.2728,-3.2728
72.2,-3.8435,-3.8435
72.3,-4.58602,-4.58602
72.4,-5.56816,-5.56816
72.5,-6.88866,-6.88866
72.6,-8.68556,-8.68556
72.7,-11.0972,-11.0972
72.8,-13.8323,-13.8323
72.9,-14.6035,-14.6035
73.0,-12.1666,-12.1666
73.1,-9.35148,-9.35148
73.2,-7.16809,-7.16809
73.3,-5.56556,-5.56556
73.4,-4.38955,-4.38955
73.5,-3.5178,-3.5178
73.6,-2.86348,-2.86348
73.7,-2.36584,-2.36584
73.8,-1.98229,-1.98229
73.9,-1.68279,-1.68279
74.0,-1.44597,-1.44597
74.1,-1.25646,-1.25646
74.2,-1.10309,-1.10309
74.3,-0.977671,-0.977671
74.4,-0.874088,-0.874088
74.5,-0.78776,-0.78776
74.6,-0.715202,-0.715202
74.7,-0.653734,-0.653734
74.8,-0.601278,-0.601278
74.9,-0.556206,-0.556206
75.0,-0.517229,-0.517229
75.1,-0.48332,-0.48332
75.2,-0.453654,-0.453654
75.3,-0.427562,-0.427562
75.4,-0.404498,-0.404498
75.5,-0.384013,-0.384013
75.6,-0.365737,-0.365737
75.7,-0.349361,-0.349361
75.8,-0.334628,-0.334628
75.9,-0.321321,-0.321321
76.0,-0.309257,-0.309257
76.1,-0.298279,-0.298279
76.2,-0.288256,-0.288256
76.3,-0.279074,-0.279074
76.4,-0.270635,-0.270635
76.5,-0.262854,-0.262854
76.6,-0.255658,-0.255658
76.7,-0.248984,-0.248984
76.8,-0.242777,-0.242777
76.9,-0.236987,-0.236987
77.0,-0.231572,-0.231572
77.1,-0.226495,-0.226495
77.2,-0.221722,-0.221722
77.3,-0.217225,-0.217225
77.4,-0.212976,-0.212976
77.5,-0.208953,-0.208953
77.6,-0.205136,-0.205136
77.7,-0.201506,-0.201506
77.8,-0.198045,-0.198045
77.9,-0.194741,-0.194741
78.0,-0.191578,-0.191578
78.1,-0.188546,-0.188546
78.2,-0.185633,-0.185633
78.3,-0.182829,-0.182829
78.4,-0.180127,-0.180127
78.5,-0.177517,-0.177517
78.6,-0.174992,-0.174992
78.7,-0.172546,-0.172546
78.8,-0.170173,-0.170173
78.9,-0.167867,-0.167867
79.0,-0.165623,-0.165623
79.1,-0.163437,-0.163437
79.2,-0.161304,-0.161304
79.3,-0.159221,-0.159221
79.4,-0.157183,-0.157183
79.5,-0.155188,-0.155188
79.6,-0.153233,-0.153233
79.7,-0.151314,-0.151314
79.8,-0.14943,-0.14943
79.9,-0.147578,-0.147578
80.0,-0.145756,-0.145756
80.1,-0.143961,-0.143961
80.2,-0.142192,-0.142192
80.3,-0.140447,-0.140447
80.4,-0.138725,-0.138725
80.5,-0.137024,-0.137024
80.6,-0.135342,-0.135342
80.7,-0.133679,-0.133679
80.8,-0.132033,-0.132033
80.9,-0.130404,-0.130404
81.0,-0.128789,-0.128789
81.1,-0.127188,-0.127188
81.2,-0.125601,-0.125601
81.3,-0.124026,-0.124026
81.4,-0.122462,-0.122462
81.5,-0.120909,-0.120909
81.6,-0.119367,-0.119367
81.7,-0.117834,-0.117834
81.8,-0.116309,-0.116309
81.9,-0.114794,-0.114794
82.0,-0.113286,-0.113286
82.1,-0.111785,-0.111785
82.2,-0.110291,-0.110291
82.3,-0.108804,-0.108804
82.4,-0.107322,-0.107322
82.5,-0.105847,-0.105847
82.6,-0.104376,-0.104376
82.7,-0.102911,-0.102911
82.8,-0.10145,-0.10145
82.9,-0.0999934,-0.0999934
83.0,-0.0985409,-0.0985409
83.1,-0.0970923,-0.0970923
83.2,-0.0956472,-0.0956472
83.3,-0.0942054,-0.0942054
83.4,-0.0927667,-0.0927667
83.5,-0.0913309,-0.0913309
83.6,-0.0898978,-0.0898978
83.7,-0.0884673,-0.0884673
83.8,-0.0870391,-0.0870391
83.9,-0.0856131,-0.0856131
84.0,-0.0841891,-0.0841891
84.1,-0.0827671,-0.0827671
84.2,-0.0813468,-0.0813468
84.3,-0.0799282,-0.0799282
84.4,-0.0785111,-0.0785111
84.5,-0.0770954,-0.0770954
84.6,-0.075681,-0.075681
84.7,-0.0742679,-0.0742679
84.8,-0.0728559,-0.0728559
84.9,-0.071445,-0.071445
85.0,-0.070035,-0.070035
85.1,-0.0686259,-0.0686259
85.2,-0.0672176,-0.0672176
85.3,-0.0658101,-0.0658101
85.4,-0.0644033,-0.0644033
85.5,-0.0629971,-0.0629971
85.6,-0.0615916,-0.0615916
85.7,-0.0601865,-0.0601865
85.8,-0.058782,-0.058782
85.9,-0.0573779,-0.0573779
86.0,-0.0559743,-0.0559743
86.1,-0.054571,-0.054571
86.2,-0.0531681,-0.0531681
86.3,-0.0517655,-0.0517655
86.4,-0.0503632,-0.0503632
86.5,-0.0489611,-0.0489611
86.6,-0.0475593,-0.0475593
86.7,-0.0461578,-0.0461578
86.8,-0.0447564,-0.0447564
