Angle (deg),Magnitude (dB),Phase (deg)
7.2,-8.26171,145.718
7.3,-8.25967,145.727
7.4,-8.25761,145.737
7.5,-8.25552,145.746
7.6,-8.2534,145.756
7.7,-8.25125,145.766
7.8,-8.24908,145.776
7.9,-8.24688,145.786
8.0,-8.24465,145.796
8.1,-8.24239,145.807
8.2,-8.24011,145.817
8.3,-8.23779,145.828
8.4,-8.23545,145.839
8.5,-8.23308,145.85
8.6,-8.23069,145.861
8.7,-8.22826,145.872
8.8,-8.22581,145.883
8.9,-8.22334,145.895
9.0,-8.22083,145.906
9.1,-8.2183,145.918
9.2,-8.21573,145.93
9.3,-8.21315,145.942
9.4,-8.21053,145.954
9.5,-8.20789,145.966
9.6,-8.20521,145.978
9.7,-8.20252,145.991
9.8,-8.19979,146.003
9.9,-8.19704,146.016
10.0,-8.19425,146.029
10.1,-8.19145,146.042
10.2,-8.18861,146.055
10.3,-8.18575,146.068
10.4,-8.18286,146.081
10.5,-8.17994,146.095
10.6,-8.17699,146.109
10.7,-8.17402,146.122
10.8,-8.17102,146.136
10.9,-8.16799,146.15
11.0,-8.16494,146.164
11.1,-8.16185,146.178
11.2,-8.15874,146.193
11.3,-8.15561,146.207
11.4,-8.15244,146.222
11.5,-8.14925,146.237
11.6,-8.14604,146.252
11.7,-8.14279,146.267
11.8,-8.13952,146.282
11.9,-8.13622,146.297
12.0,-8.13289,146.312
12.1,-8.12954,146.328
12.2,-8.12616,146.343
12.3,-8.12275,146.359
12.4,-8.11932,146.375
12.5,-8.11585,146.391
12.6,-8.11236,146.407
12.7,-8.10885,146.424
12.8,-8.10531,146.44
12.9,-8.10174,146.456
13.0,-8.09814,146.473
13.1,-8.09452,146.49
13.2,-8.09087,146.507
13.3,-8.08719,146.524
13.4,-8.08349,146.541
13.5,-8.07975,146.558
13.6,-8.076,146.576
13.7,-8.07221,146.593
13.8,-8.0684,146.611
13.9,-8.06456,146.628
14.0,-8.0607,146.646
14.1,-8.05681,146.664
14.2,-8.05289,146.683
14.3,-8.04895,146.701
14.4,-8.04497,146.719
14.5,-8.04098,146.738
14.6,-8.03695,146.756
14.7,-8.0329,146.775
14.8,-8.02882,146.794
14.9,-8.02472,146.813
15.0,-8.02059,146.832
15.1,-8.01643,146.851
15.2,-8.01225,146.871
15.3,-8.00804,146.89
15.4,-8.0038,146.91
15.5,-7.99954,146.93
15.6,-7.99525,146.95
15.7,-7.99094,146.97
15.8,-7.98659,146.99
15.9,-7.98223,147.01
16.0,-7.97783,147.03
16.1,-7.97341,147.051
16.2,-7.96896,147.071
16.3,-7.96449,147.092
16.4,-7.95999,147.113
16.5,-7.95547,147.134
16.6,-7.95092,147.155
16.7,-7.94634,147.176
16.8,-7.94173,147.198
16.9,-7.93711,147.219
17.0,-7.93245,147.241
17.1,-7.92777,147.263
17.2,-7.92306,147.285
17.3,-7.91833,147.307
17.4,-7.91357,147.329
17.5,-7.90878,147.351
17.6,-7.90397,147.373
17.7,-7.89913,147.396
17.8,-7.89427,147.418
17.9,-7.88938,147.441
18.0,-7.88447,147.464
18.1,-7.87953,147.487
18.2,-7.87456,147.51
18.3,-7.86957,147.533
18.4,-7.86455,147.556
18.5,-7.85951,147.58
18.6,-7.85444,147.603
18.7,-7.84935,147.627
18.8,-7.84423,147.651
18.9,-7.83908,147.675
19.0,-7.83391,147.699
19.1,-7.82872,147.723
19.2,-7.8235,147.747
19.3,-7.81825,147.772
19.4,-7.81298,147.796
19.5,-7.80768,147.821
19.6,-7.80235,147.846
19.7,-7.79701,147.87
19.8,-7.79163,147.896
19.9,-7.78623,147.921
20.0,-7.78081,147.946
20.1,-7.77536,147.971
20.2,-7.76989,147.997
20.3,-7.76439,148.022
20.4,-7.75886,148.048
20.5,-7.75331,148.074
20.6,-7.74774,148.1
20.7,-7.74214,148.126
20.8,-7.73651,148.152
20.9,-7.73086,148.178
21.0,-7.72519,148.205
21.1,-7.71949,148.232
21.2,-7.71376,148.258
21.3,-7.70801,148.285
21.4,-7.70224,148.312
21.5,-7.69644,148.339
21.6,-7.69061,148.366
21.7,-7.68477,148.393
21.8,-7.67889,148.421
21.9,-7.67299,148.448
22.0,-7.66707,148.476
22.1,-7.66112,148.504
22.2,-7.65515,148.531
22.3,-7.64915,148.559
22.4,-7.64313,148.588
22.5,-7.63709,148.616
22.6,-7.63102,148.644
22.7,-7.62492,148.673
22.8,-7.6188,148.701
22.9,-7.61266,148.73
23.0,-7.60649,148.759
23.1,-7.6003,148.787
23.2,-7.59409,148.816
23.3,-7.58785,148.846
23.4,-7.58158,148.875
23.5,-7.57529,148.904
23.6,-7.56898,148.934
23.7,-7.56264,148.963
23.8,-7.55628,148.993
23.9,-7.5499,149.023
24.0,-7.54349,149.053
24.1,-7.53705,149.083
24.2,-7.5306,149.113
24.3,-7.52411,149.143
24.4,-7.51761,149.174
24.5,-7.51108,149.204
24.6,-7.50453,149.235
24.7,-7.49795,149.266
24.8,-7.49135,149.297
24.9,-7.48473,149.328
25.0,-7.47808,149.359
25.1,-7.47141,149.39
25.2,-7.46471,149.421
25.3,-7.45799,149.453
25.4,-7.45125,149.484
25.5,-7.44449,149.516
25.6,-7.4377,149.548
25.7,-7.43088,149.579
25.8,-7.42405,149.611
25.9,-7.41719,149.644
26.0,-7.4103,149.676
26.1,-7.4034,149.708
26.2,-7.39647,149.741
26.3,-7.38952,149.773
26.4,-7.38254,149.806
26.5,-7.37554,149.839
26.6,-7.36852,149.871
26.7,-7.36147,149.904
26.8,-7.3544,149.938
26.9,-7.34731,149.971
27.0,-7.3402,150.004
27.1,-7.33306,150.038
27.2,-7.3259,150.071
27.3,-7.31871,150.105
27.4,-7.31151,150.139
27.5,-7.30428,150.172
27.6,-7.29703,150.206
27.7,-7.28975,150.24
27.8,-7.28245,150.275
27.9,-7.27513,150.309
28.0,-7.26779,150.343
28.1,-7.26042,150.378
28.2,-7.25303,150.413
28.3,-7.24562,150.447
28.4,-7.23819,150.482
28.5,-7.23073,150.517
28.6,-7.22325,150.552
28.7,-7.21575,150.588
28.8,-7.20823,150.623
28.9,-7.20068,150.658
29.0,-7.19312,150.694
29.1,-7.18553,150.729
29.2,-7.17791,150.765
29.3,-7.17028,150.801
29.4,-7.16262,150.837
29.5,-7.15494,150.873
29.6,-7.14724,150.909
29.7,-7.13952,150.945
29.8,-7.13177,150.982
29.9,-7.124,151.018
30.0,-7.11621,151.055
30.1,-7.1084,151.091
30.2,-7.10057,151.128
30.3,-7.09271,151.165
30.4,-7.08484,151.202
30.5,-7.07694,151.239
30.6,-7.06902,151.276
30.7,-7.06107,151.314
30.8,-7.05311,151.351
30.9,-7.04512,151.389
31.0,-7.03712,151.426
31.1,-7.02909,151.464
31.2,-7.02104,151.502
31.3,-7.01297,151.54
31.4,-7.00487,151.578
31.5,-6.99676,151.616
31.6,-6.98862,151.654
31.7,-6.98046,151.693
31.8,-6.97229,151.731
31.9,-6.96409,151.77
32.0,-6.95586,151.808
32.1,-6.94762,151.847
32.2,-6.93936,151.886
32.3,-6.93107,151.925
32.4,-6.92277,151.964
32.5,-6.91444,152.003
32.6,-6.90609,152.042
32.7,-6.89772,152.082
32.8,-6.88933,152.121
32.9,-6.88092,152.161
33.0,-6.87249,152.2
33.1,-6.86404,152.24
33.2,-6.85557,152.28
33.3,-6.84707,152.32
33.4,-6.83856,152.36
33.5,-6.83002,152.4
33.6,-6.82147,152.44
33.7,-6.81289,152.481
33.8,-6.80429,152.521
33.9,-6.79567,152.562
34.0,-6.78704,152.602
34.1,-6.77838,152.643
34.2,-6.7697,152.684
34.3,-6.761,152.725
34.4,-6.75228,152.766
34.5,-6.74354,152.807
34.6,-6.73478,152.848
34.7,-6.726,152.889
34.8,-6.7172,152.931
34.9,-6.70838,152.972
35.0,-6.69954,153.014
35.1,-6.69068,153.056
35.2,-6.6818,153.098
35.3,-6.67289,153.139
35.4,-6.66397,153.181
35.5,-6.65503,153.224
35.6,-6.64607,153.266
35.7,-6.63709,153.308
35.8,-6.62809,153.35
35.9,-6.61907,153.393
36.0,-6.61003,153.435
36.1,-6.60097,153.478
36.2,-6.59189,153.521
36.3,-6.5828,153.564
36.4,-6.57368,153.606
36.5,-6.56454,153.65
36.6,-6.55538,153.693
36.7,-6.54621,153.736
36.8,-6.53701,153.779
36.9,-6.52779,153.822
37.0,-6.51856,153.866
37.1,-6.50931,153.91
37.2,-6.50003,153.953
37.3,-6.49074,153.997
37.4,-6.48143,154.041
37.5,-6.4721,154.085
37.6,-6.46275,154.129
37.7,-6.45338,154.173
37.8,-6.44399,154.217
37.9,-6.43459,154.261
38.0,-6.42516,154.306
38.1,-6.41572,154.35
38.2,-6.40625,154.395
38.3,-6.39677,154.439
38.4,-6.38727,154.484
38.5,-6.37775,154.529
38.6,-6.36821,154.574
38.7,-6.35865,154.619
38.8,-6.34908,154.664
38.9,-6.33948,154.709
39.0,-6.32987,154.754
39.1,-6.32024,154.799
39.2,-6.31059,154.845
39.3,-6.30092,154.89
39.4,-6.29124,154.936
39.5,-6.28153,154.982
39.6,-6.27181,155.027
39.7,-6.26207,155.073
39.8,-6.25231,155.119
39.9,-6.24253,155.165
40.0,-6.23273,155.211
40.1,-6.22292,155.257
40.2,-6.21309,155.304
40.3,-6.20324,155.35
40.4,-6.19337,155.396
40.5,-6.18349,155.443
40.6,-6.17358,155.489
40.7,-6.16366,155.536
40.8,-6.15372,155.583
40.9,-6.14376,155.63
41.0,-6.13379,155.677
41.1,-6.1238,155.724
41.2,-6.11379,155.771
41.3,-6.10376,155.818
41.4,-6.09371,155.865
41.5,-6.08365,155.912
41.6,-6.07357,155.96
41.7,-6.06347,156.007
41.8,-6.05336,156.055
41.9,-6.04322,156.102
42.0,-6.03307,156.15
42.1,-6.02291,156.198
42.2,-6.01272,156.245
42.3,-6.00252,156.293
42.4,-5.9923,156.341
42.5,-5.98207,156.389
42.6,-5.97181,156.438
42.7,-5.96154,156.486
42.8,-5.95126,156.534
42.9,-5.94095,156.583
43.0,-5.93063,156.631
43.1,-5.92029,156.68
43.2,-5.90994,156.728
43.3,-5.89957,156.777
43.4,-5.88918,156.826
43.5,-5.87878,156.874
43.6,-5.86835,156.923
43.7,-5.85792,156.972
43.8,-5.84746,157.021
43.9,-5.83699,157.07
44.0,-5.8265,157.119
44.1,-5.816,157.169
44.2,-5.80548,157.218
44.3,-5.79494,157.267
44.4,-5.78439,157.317
44.5,-5.77382,157.366
44.6,-5.76323,157.416
44.7,-5.75263,157.466
44.8,-5.74201,157.515
44.9,-5.73138,157.565
45.0,-5.72072,157.615
45.1,-5.71006,157.665
45.2,-5.69938,157.715
45.3,-5.68868,157.765
45.4,-5.67796,157.815
45.5,-5.66723,157.866
45.6,-5.65649,157.916
45.7,-5.64572,157.966
45.8,-5.63494,158.017
45.9,-5.62415,158.067
46.0,-5.61334,158.118
46.1,-5.60252,158.168
46.2,-5.59168,158.219
46.3,-5.58082,158.27
46.4,-5.56995,158.32
46.5,-5.55906,158.371
46.6,-5.54816,158.422
46.7,-5.53724,158.473
46.8,-5.52631,158.524
46.9,-5.51536,158.575
47.0,-5.50439,158.626
47.1,-5.49341,158.678
47.2,-5.48242,158.729
47.3,-5.47141,158.78
47.4,-5.46038,158.832
47.5,-5.44934,158.883
47.6,-5.43829,158.935
47.7,-5.42722,158.986
47.8,-5.41613,159.038
47.9,-5.40504,159.09
48.0,-5.39392,159.142
48.1,-5.38279,159.193
48.2,-5.37165,159.245
48.3,-5.36049,159.297
48.4,-5.34931,159.349
48.5,-5.33813,159.401
48.6,-5.32692,159.453
48.7,-5.31571,159.505
48.8,-5.30447,159.558
48.9,-5.29323,159.61
49.0,-5.28197,159.662
49.1,-5.27069,159.715
49.2,-5.2594,159.767
49.3,-5.2481,159.82
49.4,-5.23678,159.872
49.5,-5.22544,159.925
49.6,-5.2141,159.977
49.7,-5.20274,160.03
49.8,-5.19136,160.083
49.9,-5.17997,160.136
50.0,-5.16857,160.189
50.1,-5.15715,160.241
50.2,-5.14572,160.294
50.3,-5.13427,160.347
50.4,-5.12282,160.4
50.5,-5.11134,160.454
50.6,-5.09986,160.507
50.7,-5.08836,160.56
50.8,-5.07684,160.613
50.9,-5.06531,160.666
51.0,-5.05377,160.72
51.1,-5.04222,160.773
51.2,-5.03065,160.827
51.3,-5.01907,160.88
51.4,-5.00747,160.934
51.5,-4.99586,160.987
51.6,-4.98424,161.041
51.7,-4.9726,161.095
51.8,-4.96096,161.148
51.9,-4.94929,161.202
52.0,-4.93762,161.256
52.1,-4.92593,161.31
52.2,-4.91423,161.363
52.3,-4.90251,161.417
52.4,-4.89079,161.471
52.5,-4.87904,161.525
52.6,-4.86729,161.579
52.7,-4.85552,161.633
52.8,-4.84374,161.688
52.9,-4.83195,161.742
53.0,-4.82015,161.796
53.1,-4.80833,161.85
53.2,-4.7965,161.904
53.3,-4.78466,161.959
53.4,-4.7728,162.013
53.5,-4.76093,162.067
53.6,-4.74905,162.122
53.7,-4.73716,162.176
53.8,-4.72525,162.231
53.9,-4.71333,162.285
54.0,-4.7014,162.34
54.1,-4.68946,162.395
54.2,-4.6775,162.449
54.3,-4.66554,162.504
54.4,-4.65356,162.559
54.5,-4.64157,162.613
54.6,-4.62956,162.668
54.7,-4.61755,162.723
54.8,-4.60552,162.778
54.9,-4.59348,162.833
55.0,-4.58143,162.887
55.1,-4.56936,162.942
55.2,-4.55729,162.997
55.3,-4.5452,163.052
55.4,-4.5331,163.107
55.5,-4.52099,163.162
55.6,-4.50887,163.217
55.7,-4.49673,163.272
55.8,-4.48459,163.328
55.9,-4.47243,163.383
56.0,-4.46026,163.438
56.1,-4.44808,163.493
56.2,-4.43589,163.548
56.3,-4.42369,163.603
56.4,-4.41147,163.659
56.5,-4.39925,163.714
56.6,-4.38701,163.769
56.7,-4.37476,163.825
56.8,-4.3625,163.88
56.9,-4.35023,163.935
57.0,-4.33795,163.991
57.1,-4.32566,164.046
57.2,-4.31335,164.102
57.3,-4.30104,164.157
57.4,-4.28871,164.213
57.5,-4.27638,164.268
57.6,-4.26403,164.324
57.7,-4.25167,164.379
57.8,-4.23931,164.435
57.9,-4.22693,164.49
58.0,-4.21454,164.546
58.1,-4.20214,164.601
58.2,-4.18973,164.657
58.3,-4.1773,164.713
58.4,-4.16487,164.768
58.5,-4.15243,164.824
58.6,-4.13998,164.88
58.7,-4.12751,164.935
58.8,-4.11504,164.991
58.9,-4.10256,165.047
59.0,-4.09007,165.102
59.1,-4.07756,165.158
59.2,-4.06505,165.214
59.3,-4.05252,165.27
59.4,-4.03999,165.325
59.5,-4.02745,165.381
59.6,-4.01489,165.437
59.7,-4.00233,165.493
59.8,-3.98975,165.549
59.9,-3.97717,165.604
60.0,-3.96458,165.66
60.1,-3.95198,165.716
60.2,-3.93936,165.772
60.3,-3.92674,165.828
60.4,-3.91411,165.884
60.5,-3.90147,165.939
60.6,-3.88882,165.995
60.7,-3.87616,166.051
60.8,-3.86349,166.107
60.9,-3.85081,166.163
61.0,-3.83812,166.219
61.1,-3.82543,166.274
61.2,-3.81272,166.33
61.3,-3.8,166.386
61.4,-3.78728,166.442
61.5,-3.77455,166.498
61.6,-3.7618,166.554
61.7,-3.74905,166.61
61.8,-3.73629,166.665
61.9,-3.72352,166.721
62.0,-3.71074,166.777
62.1,-3.69796,166.833
62.2,-3.68516,166.889
62.3,-3.67236,166.945
62.4,-3.65954,167.0
62.5,-3.64672,167.056
62.6,-3.63389,167.112
62.7,-3.62105,167.168
62.8,-3.60821,167.224
62.9,-3.59535,167.279
63.0,-3.58249,167.335
63.1,-3.56961,167.391
63.2,-3.55673,167.447
63.3,-3.54384,167.502
63.4,-3.53095,167.558
63.5,-3.51804,167.614
63.6,-3.50513,167.67
63.7,-3.49221,167.725
63.8,-3.47928,167.781
63.9,-3.46634,167.837
64.0,-3.4534,167.892
64.1,-3.44045,167.948
64.2,-3.42749,168.003
64.3,-3.41452,168.059
64.4,-3.40154,168.115
64.5,-3.38856,168.17
64.6,-3.37557,168.226
64.7,-3.36257,168.281
64.8,-3.34956,168.337
64.9,-3.33655,168.392
65.0,-3.32353,168.448
65.1,-3.3105,168.503
65.2,-3.29747,168.559
65.3,-3.28442,168.614
65.4,-3.27137,168.67
65.5,-3.25832,168.725
65.6,-3.24525,168.78
65.7,-3.23218,168.836
65.8,-3.2191,168.891
65.9,-3.20602,168.946
66.0,-3.19293,169.001
66.1,-3.17983,169.057
66.2,-3.16672,169.112
66.3,-3.15361,169.167
66.4,-3.14049,169.222
66.5,-3.12736,169.277
66.6,-3.11423,169.332
66.7,-3.10109,169.387
66.8,-3.08795,169.442
66.9,-3.0748,169.497
67.0,-3.06164,169.552
67.1,-3.04848,169.607
67.2,-3.03531,169.662
67.3,-3.02213,169.717
67.4,-3.00895,169.772
67.5,-2.99576,169.826
67.6,-2.98256,169.881
67.7,-2.96936,169.936
67.8,-2.95615,169.991
67.9,-2.94294,170.045
68.0,-2.92972,170.1
68.1,-2.9165,170.154
68.2,-2.90327,170.209
68.3,-2.89003,170.263
68.4,-2.87679,170.318
68.5,-2.86354,170.372
68.6,-2.85029,170.427
68.7,-2.83703,170.481
68.8,-2.82377,170.535
68.9,-2.8105,170.589
69.0,-2.79723,170.644
69.1,-2.78395,170.698
69.2,-2.77066,170.752
69.3,-2.75737,170.806
69.4,-2.74408,170.86
69.5,-2.73078,170.914
69.6,-2.71748,170.968
69.7,-2.70417,171.022
69.8,-2.69085,171.076
69.9,-2.67753,171.129
70.0,-2.66421,171.183
70.1,-2.65088,171.237
70.2,-2.63755,171.29
70.3,-2.62421,171.344
70.4,-2.61087,171.397
70.5,-2.59752,171.451
70.6,-2.58417,171.504
70.7,-2.57081,171.558
70.8,-2.55745,171.611
70.9,-2.54409,171.664
71.0,-2.53072,171.717
71.1,-2.51735,171.77
71.2,-2.50397,171.823
71.3,-2.49059,171.876
71.4,-2.47721,171.929
71.5,-2.46382,171.982
71.6,-2.45043,172.035
71.7,-2.43704,172.088
71.8,-2.42364,172.141
71.9,-2.41023,172.193
72.0,-2.39683,172.246
72.1,-2.38342,172.298
72.2,-2.37001,172.351
72.3,-2.35659,172.403
72.4,-2.34317,172.455
72.5,-2.32975,172.508
72.6,-2.31632,172.56
72.7,-2.30289,172.612
72.8,-2.28946,172.664
72.9,-2.27602,172.716
73.0,-2.26258,172.768
73.1,-2.24914,172.82
73.2,-2.2357,172.871
73.3,-2.22225,172.923
73.4,-2.2088,172.975
73.5,-2.19535,173.026
73.6,-2.1819,173.078
73.7,-2.16844,173.129
73.8,-2.15498,173.181
73.9,-2.14152,173.232
74.0,-2.12806,173.283
74.1,-2.11459,173.334
74.2,-2.10112,173.385
74.3,-2.08765,173.436
74.4,-2.07418,173.487
74.5,-2.0607,173.538
74.6,-2.04723,173.588
74.7,-2.03375,173.639
74.8,-2.02027,173.69
74.9,-2.00679,173.74
75.0,-1.99331,173.79
75.1,-1.97982,173.841
75.2,-1.96634,173.891
75.3,-1.95285,173.941
75.4,-1.93936,173.991
75.5,-1.92587,174.041
75.6,-1.91238,174.091
75.7,-1.89889,174.141
75.8,-1.88539,174.19
75.9,-1.8719,174.24
76.0,-1.8584,174.289
76.1,-1.84491,174.339
76.2,-1.83141,174.388
76.3,-1.81791,174.437
76.4,-1.80442,174.486
76.5,-1.79092,174.535
76.6,-1.77742,174.584
76.7,-1.76392,174.633
76.8,-1.75042,174.682
76.9,-1.73692,174.731
77.0,-1.72342,174.779
77.1,-1.70992,174.828
77.2,-1.69642,174.876
77.3,-1.68292,174.924
77.4,-1.66942,174.973
77.5,-1.65592,175.021
77.6,-1.64242,175.069
77.7,-1.62892,175.116
77.8,-1.61542,175.164
77.9,-1.60192,175.212
78.0,-1.58843,175.259
78.1,-1.57493,175.307
78.2,-1.56143,175.354
78.3,-1.54794,175.401
78.4,-1.53444,175.449
78.5,-1.52095,175.496
78.6,-1.50746,175.542
78.7,-1.49397,175.589
78.8,-1.48048,175.636
78.9,-1.46699,175.683
79.0,-1.4535,175.729
79.1,-1.44002,175.775
79.2,-1.42653,175.822
79.3,-1.41305,175.868
79.4,-1.39957,175.914
79.5,-1.38609,175.96
79.6,-1.37261,176.005
79.7,-1.35914,176.051
79.8,-1.34567,176.097
79.9,-1.3322,176.142
80.0,-1.31873,176.187
80.1,-1.30526,176.233
80.2,-1.2918,176.278
80.3,-1.27834,176.323
80.4,-1.26488,176.368
80.5,-1.25142,176.412
80.6,-1.23797,176.457
80.7,-1.22452,176.501
80.8,-1.21107,176.546
80.9,-1.19763,176.59
81.0,-1.18419,176.634
81.1,-1.17075,176.678
81.2,-1.15732,176.722
81.3,-1.14389,176.765
81.4,-1.13046,176.809
81.5,-1.11703,176.853
81.6,-1.10361,176.896
81.7,-1.0902,176.939
81.8,-1.07679,176.982
81.9,-1.06338,177.025
82.0,-1.04997,177.068
82.1,-1.03657,177.111
82.2,-1.02318,177.153
82.3,-1.00978,177.195
82.4,-0.996396,177.238
82.5,-0.983013,177.28
82.6,-0.969635,177.322
82.7,-0.956262,177.364
82.8,-0.942893,177.405
82.9,-0.929529,177.447
83.0,-0.916171,177.488
83.1,-0.902817,177.53
83.2,-0.889469,177.571
83.3,-0.876126,177.612
83.4,-0.862788,177.653
83.5,-0.849456,177.693
83.6,-0.83613,177.734
83.7,-0.822809,177.775
83.8,-0.809495,177.815
83.9,-0.796186,177.855
84.0,-0.782883,177.895
84.1,-0.769586,177.935
84.2,-0.756296,177.974
84.3,-0.743012,178.014
84.4,-0.729734,178.053
84.5,-0.716463,178.093
84.6,-0.703199,178.132
84.7,-0.689941,178.171
84.8,-0.67669,178.21
84.9,-0.663447,178.248
85.0,-0.65021,178.287
85.1,-0.636981,178.325
85.2,-0.623759,178.363
85.3,-0.610544,178.401
85.4,-0.597337,178.439
85.5,-0.584137,178.477
85.6,-0.570946,178.514
85.7,-0.557762,178.552
85.8,-0.544586,178.589
85.9,-0.531419,178.626
86.0,-0.518259,178.663
86.1,-0.505108,178.7
86.2,-0.491966,178.736
86.3,-0.478831,178.773
86.4,-0.465706,178.809
86.5,-0.452589,178.845
86.6,-0.439482,178.881
86.7,-0.426383,178.917
86.8,-0.413294,178.952
86.9,-0.400214,178.988
87.0,-0.387143,179.023
87.1,-0.374081,179.058
87.2,-0.36103,179.093
87.3,-0.347988,179.128
87.4,-0.334956,179.163
87.5,-0.321934,179.197
87.6,-0.308922,179.231
87.7,-0.29592,179.265
87.8,-0.282929,179.299
87.9,-0.269948,179.333
88.0,-0.256978,179.366
88.1,-0.244018,179.4
88.2,-0.23107,179.433
88.3,-0.218132,179.466
88.4,-0.205206,179.499
88.5,-0.19229,179.532
88.6,-0.179387,179.564
88.7,-0.166494,179.596
88.8,-0.153614,179.629
88.9,-0.140745,179.661
89.0,-0.127888,179.692
89.1,-0.115042,179.724
89.2,-0.10221,179.755
89.3,-0.089389,179.787
89.4,-0.0765808,179.818
89.5,-0.0637851,179.848
89.6,-0.0510022,179.879
89.7,-0.0382321,179.91
89.8,-0.0254749,179.94
89.9,-0.0127308,179.97
90.0,0.0,180.0
