Angle (deg),Magnitude (dB),Phase (deg)
51.7,-2.14307,-154.882
51.8,-2.13564,-154.916
51.9,-2.1282,-154.95
52.0,-2.12075,-154.984
52.1,-2.1133,-155.018
52.2,-2.10584,-155.052
52.3,-2.09838,-155.087
52.4,-2.09091,-155.121
52.5,-2.08344,-155.156
52.6,-2.07596,-155.191
52.7,-2.06848,-155.226
52.8,-2.06099,-155.261
52.9,-2.05349,-155.297
53.0,-2.046,-155.332
53.1,-2.03849,-155.368
53.2,-2.03098,-155.404
53.3,-2.02347,-155.44
53.4,-2.01595,-155.476
53.5,-2.00843,-155.512
53.6,-2.0009,-155.549
53.7,-1.99337,-155.585
53.8,-1.98584,-155.622
53.9,-1.9783,-155.659
54.0,-1.97075,-155.696
54.1,-1.96321,-155.733
54.2,-1.95566,-155.77
54.3,-1.9481,-155.808
54.4,-1.94054,-155.846
54.5,-1.93298,-155.883
54.6,-1.92541,-155.921
54.7,-1.91784,-155.959
54.8,-1.91027,-155.998
54.9,-1.90269,-156.036
55.0,-1.89512,-156.075
55.1,-1.88753,-156.114
55.2,-1.87995,-156.153
55.3,-1.87236,-156.192
55.4,-1.86477,-156.231
55.5,-1.85718,-156.27
55.6,-1.84958,-156.31
55.7,-1.84198,-156.35
55.8,-1.83438,-156.389
55.9,-1.82678,-156.429
56.0,-1.81917,-156.47
56.1,-1.81156,-156.51
56.2,-1.80395,-156.551
56.3,-1.79634,-156.591
56.4,-1.78873,-156.632
56.5,-1.78111,-156.673
56.6,-1.7735,-156.714
56.7,-1.76588,-156.756
56.8,-1.75826,-156.797
56.9,-1.75064,-156.839
57.0,-1.74302,-156.881
57.1,-1.73539,-156.923
57.2,-1.72777,-156.965
57.3,-1.72014,-157.007
57.4,-1.71252,-157.05
57.5,-1.70489,-157.093
57.6,-1.69727,-157.135
57.7,-1.68964,-157.178
57.8,-1.68201,-157.222
57.9,-1.67438,-157.265
58.0,-1.66675,-157.309
58.1,-1.65913,-157.352
58.2,-1.6515,-157.396
58.3,-1.64387,-157.44
58.4,-1.63624,-157.484
58.5,-1.62862,-157.529
58.6,-1.62099,-157.573
58.7,-1.61336,-157.618
58.8,-1.60574,-157.663
58.9,-1.59812,-157.708
59.0,-1.59049,-157.753
59.1,-1.58287,-157.799
59.2,-1.57525,-157.844
59.3,-1.56763,-157.89
59.4,-1.56001,-157.936
59.5,-1.5524,-157.982
59.6,-1.54478,-158.028
59.7,-1.53717,-158.075
59.8,-1.52956,-158.122
59.9,-1.52195,-158.168
60.0,-1.51434,-158.215
60.1,-1.50674,-158.263
60.2,-1.49914,-158.31
60.3,-1.49154,-158.357
60.4,-1.48394,-158.405
60.5,-1.47635,-158.453
60.6,-1.46876,-158.501
60.7,-1.46117,-158.549
60.8,-1.45358,-158.598
60.9,-1.446,-158.646
61.0,-1.43842,-158.695
61.1,-1.43085,-158.744
61.2,-1.42328,-158.793
61.3,-1.41571,-158.842
61.4,-1.40815,-158.892
61.5,-1.40059,-158.942
61.6,-1.39304,-158.991
61.7,-1.38548,-159.041
61.8,-1.37794,-159.092
61.9,-1.3704,-159.142
62.0,-1.36286,-159.193
62.1,-1.35533,-159.243
62.2,-1.3478,-159.294
62.3,-1.34028,-159.345
62.4,-1.33276,-159.397
62.5,-1.32525,-159.448
62.6,-1.31774,-159.5
62.7,-1.31024,-159.552
62.8,-1.30275,-159.604
62.9,-1.29526,-159.656
63.0,-1.28778,-159.708
63.1,-1.2803,-159.761
63.2,-1.27283,-159.814
63.3,-1.26537,-159.867
63.4,-1.25791,-159.92
63.5,-1.25046,-159.973
63.6,-1.24302,-160.027
63.7,-1.23558,-160.081
63.8,-1.22815,-160.134
63.9,-1.22073,-160.188
64.0,-1.21331,-160.243
64.1,-1.20591,-160.297
64.2,-1.19851,-160.352
64.3,-1.19112,-160.407
64.4,-1.18373,-160.462
64.5,-1.17636,-160.517
64.6,-1.16899,-160.572
64.7,-1.16163,-160.628
64.8,-1.15428,-160.683
64.9,-1.14694,-160.739
65.0,-1.13961,-160.796
65.1,-1.13228,-160.852
65.2,-1.12497,-160.908
65.3,-1.11766,-160.965
65.4,-1.11037,-161.022
65.5,-1.10308,-161.079
65.6,-1.09581,-161.136
65.7,-1.08854,-161.194
65.8,-1.08128,-161.251
65.9,-1.07404,-161.309
66.0,-1.0668,-161.367
66.1,-1.05958,-161.425
66.2,-1.05236,-161.484
66.3,-1.04516,-161.542
66.4,-1.03797,-161.601
66.5,-1.03078,-161.66
66.6,-1.02361,-161.719
66.7,-1.01645,-161.778
66.8,-1.00931,-161.838
66.9,-1.00217,-161.898
67.0,-0.995048,-161.958
67.1,-0.987936,-162.018
67.2,-0.980836,-162.078
67.3,-0.973749,-162.138
67.4,-0.966674,-162.199
67.5,-0.959612,-162.26
67.6,-0.952563,-162.321
67.7,-0.945527,-162.382
67.8,-0.938504,-162.444
67.9,-0.931494,-162.505
68.0,-0.924498,-162.567
68.1,-0.917515,-162.629
68.2,-0.910546,-162.691
68.3,-0.903591,-162.753
68.4,-0.89665,-162.816
68.5,-0.889724,-162.879
68.6,-0.882812,-162.942
68.7,-0.875914,-163.005
68.8,-0.869031,-163.068
68.9,-0.862163,-163.131
69.0,-0.855311,-163.195
69.1,-0.848473,-163.259
69.2,-0.841651,-163.323
69.3,-0.834844,-163.387
69.4,-0.828053,-163.452
69.5,-0.821278,-163.516
69.6,-0.814519,-163.581
69.7,-0.807777,-163.646
69.8,-0.80105,-163.711
69.9,-0.79434,-163.777
70.0,-0.787647,-163.842
70.1,-0.780971,-163.908
70.2,-0.774312,-163.974
70.3,-0.76767,-164.04
70.4,-0.761045,-164.106
70.5,-0.754438,-164.173
70.6,-0.747849,-164.239
70.7,-0.741278,-164.306
70.8,-0.734724,-164.373
70.9,-0.728189,-164.441
71.0,-0.721672,-164.508
71.1,-0.715174,-164.576
71.2,-0.708694,-164.643
71.3,-0.702234,-164.711
71.4,-0.695792,-164.779
71.5,-0.68937,-164.848
71.6,-0.682967,-164.916
71.7,-0.676583,-164.985
71.8,-0.67022,-165.054
71.9,-0.663876,-165.123
72.0,-0.657552,-165.192
72.1,-0.651249,-165.262
72.2,-0.644966,-165.331
72.3,-0.638703,-165.401
72.4,-0.632461,-165.471
72.5,-0.62624,-165.541
72.6,-0.62004,-165.612
72.7,-0.613862,-165.682
72.8,-0.607705,-165.753
72.9,-0.601569,-165.824
73.0,-0.595455,-165.895
73.1,-0.589363,-165.966
73.2,-0.583294,-166.037
73.3,-0.577246,-166.109
73.4,-0.571221,-166.181
73.5,-0.565218,-166.253
73.6,-0.559239,-166.325
73.7,-0.553282,-166.397
73.8,-0.547348,-166.47
73.9,-0.541438,-166.542
74.0,-0.535551,-166.615
74.1,-0.529687,-166.688
74.2,-0.523848,-166.761
74.3,-0.518032,-166.835
74.4,-0.512241,-166.908
74.5,-0.506474,-166.982
74.6,-0.500731,-167.056
74.7,-0.495013,-167.13
74.8,-0.489319,-167.204
74.9,-0.483651,-167.279
75.0,-0.478008,-167.353
75.1,-0.47239,-167.428
75.2,-0.466797,-167.503
75.3,-0.46123,-167.578
75.4,-0.455689,-167.653
75.5,-0.450174,-167.729
75.6,-0.444685,-167.804
75.7,-0.439222,-167.88
75.8,-0.433786,-167.956
75.9,-0.428377,-168.032
76.0,-0.422994,-168.108
76.1,-0.417638,-168.185
76.2,-0.412309,-168.261
76.3,-0.407008,-168.338
76.4,-0.401734,-168.415
76.5,-0.396487,-168.492
76.6,-0.391268,-168.569
76.7,-0.386078,-168.646
76.8,-0.380915,-168.724
76.9,-0.375781,-168.802
77.0,-0.370675,-168.88
77.1,-0.365597,-168.958
77.2,-0.360549,-169.036
77.3,-0.355529,-169.114
77.4,-0.350538,-169.193
77.5,-0.345577,-169.271
77.6,-0.340645,-169.35
77.7,-0.335742,-169.429
77.8,-0.330869,-169.508
77.9,-0.326026,-169.587
78.0,-0.321213,-169.667
78.1,-0.31643,-169.746
78.2,-0.311678,-169.826
78.3,-0.306956,-169.906
78.4,-0.302264,-169.986
78.5,-0.297603,-170.066
78.6,-0.292974,-170.146
78.7,-0.288375,-170.227
78.8,-0.283807,-170.307
78.9,-0.279271,-170.388
79.0,-0.274767,-170.469
79.1,-0.270294,-170.55
79.2,-0.265853,-170.631
79.3,-0.261444,-170.713
79.4,-0.257067,-170.794
79.5,-0.252722,-170.876
79.6,-0.24841,-170.957
79.7,-0.24413,-171.039
79.8,-0.239883,-171.121
79.9,-0.235669,-171.203
80.0,-0.231488,-171.286
80.1,-0.22734,-171.368
80.2,-0.223226,-171.45
80.3,-0.219144,-171.533
80.4,-0.215097,-171.616
80.5,-0.211083,-171.699
80.6,-0.207102,-171.782
80.7,-0.203156,-171.865
80.8,-0.199244,-171.948
80.9,-0.195366,-172.032
81.0,-0.191523,-172.115
81.1,-0.187714,-172.199
81.2,-0.18394,-172.283
81.3,-0.1802,-172.367
81.4,-0.176496,-172.451
81.5,-0.172826,-172.535
81.6,-0.169192,-172.619
81.7,-0.165592,-172.704
81.8,-0.162029,-172.788
81.9,-0.158501,-172.873
82.0,-0.155008,-172.957
82.1,-0.151551,-173.042
82.2,-0.148131,-173.127
82.3,-0.144746,-173.212
82.4,-0.141397,-173.298
82.5,-0.138085,-173.383
82.6,-0.134809,-173.468
82.7,-0.13157,-173.554
82.8,-0.128367,-173.639
82.9,-0.125201,-173.725
83.0,-0.122072,-173.811
83.1,-0.11898,-173.897
83.2,-0.115925,-173.983
83.3,-0.112907,-174.069
83.4,-0.109926,-174.155
83.5,-0.106983,-174.242
83.6,-0.104077,-174.328
83.7,-0.101209,-174.414
83.8,-0.0983789,-174.501
83.9,-0.0955864,-174.588
84.0,-0.0928318,-174.675
84.1,-0.0901153,-174.761
84.2,-0.0874369,-174.848
84.3,-0.0847967,-174.935
84.4,-0.0821948,-175.023
84.5,-0.0796314,-175.11
84.6,-0.0771065,-175.197
84.7,-0.0746202,-175.285
84.8,-0.0721725,-175.372
84.9,-0.0697637,-175.46
85.0,-0.0673937,-175.547
85.1,-0.0650627,-175.635
85.2,-0.0627708,-175.723
85.3,-0.060518,-175.811
85.4,-0.0583044,-175.898
85.5,-0.0561301,-175.986
85.6,-0.0539951,-176.075
85.7,-0.0518997,-176.163
85.8,-0.0498437,-176.251
85.9,-0.0478274,-176.339
86.0,-0.0458508,-176.428
86.1,-0.0439139,-176.516
86.2,-0.0420169,-176.604
86.3,-0.0401597,-176.693
86.4,-0.0383425,-176.782
86.5,-0.0365654,-176.87
86.6,-0.0348284,-176.959
86.7,-0.0331315,-177.048
86.8,-0.0314748,-177.137
86.9,-0.0298585,-177.225
87.0,-0.0282825,-177.314
87.1,-0.0267469,-177.403
87.2,-0.0252518,-177.492
87.3,-0.0237972,-177.581
87.4,-0.0223832,-177.671
87.5,-0.0210098,-177.76
87.6,-0.0196771,-177.849
87.7,-0.0183851,-177.938
87.8,-0.0171339,-178.028
87.9,-0.0159235,-178.117
88.0,-0.014754,-178.206
88.1,-0.0136253,-178.296
88.2,-0.0125377,-178.385
88.3,-0.011491,-178.475
88.4,-0.0104854,-178.564
88.5,-0.00952079,-178.654
88.6,-0.00859732,-178.743
88.7,-0.00771497,-178.833
88.8,-0.0068738,-178.923
88.9,-0.00607382,-179.012
89.0,-0.00531506,-179.102
89.1,-0.00459755,-179.192
89.2,-0.00392133,-179.281
89.3,-0.0032864,-179.371
89.4,-0.0026928,-179.461
89.5,-0.00214054,-179.551
89.6,-0.00162964,-179.641
89.7,-0.00116012,-179.73
89.8,-0.000732001,-179.82
89.9,-0.000345289,-179.91
90.0,0.0,-180.0
